date,starting_equity,ending_equity,net_pnl,net_return,costs,gross_pnl,turnover_dollars,turnover_equity_multiple,fill_count,max_drawdown,max_gross_exposure,max_abs_net_exposure,max_symbol_exposure,min_cash,ending_cash,ending_gross_exposure,ending_net_exposure,NVDA_net_pnl,NVDA_costs,NVDA_fill_count,TSM_net_pnl,TSM_costs,TSM_fill_count
2026-08-31,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2026-09-01,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2026-09-02,100000.0,100568.2555656815,568.2555656814948,0.005682555656814948,95.20102306365966,663.4565887451545,190402.04612731934,1.9040204612731935,17,-0.0028341357622341246,0.9462114230541204,0.3839015255985212,0.5617141661207251,82270.56325119785,100568.2555656815,0.0,0.0,366.13427358245826,38.818195289611815,9,202.1212920990074,56.382827774047854,8
2026-09-03,100568.2555656815,101217.92355402379,649.6679883422912,0.00645997074015061,96.52357049560548,746.1915588378967,193047.14099121094,1.9195633841449218,18,-0.0034371150360607006,0.953309479352692,0.38392054022095734,0.5640697357087894,82907.50865283968,101217.92355402379,0.0,0.0,-153.37332844542834,39.496802566528316,10,803.0413167877268,57.02676792907715,8
2026-09-04,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2026-09-08,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2026-09-09,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2026-09-10,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2026-09-11,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101217.92355402379,101217.92355402379,0.0,0.0,0.0,0.0,0,0.0,0.0,0
