date,timestamp,phase,cash,equity,gross_dollars,net_dollars,gross_exposure,net_exposure,costs_to_date,turnover_dollars_to_date,drawdown,SNDK_shares,SNDK_price,SNDK_weight,SNDK_pnl,TSLA_shares,TSLA_price,TSLA_weight,TSLA_pnl,PLTR_shares,PLTR_price,PLTR_weight,PLTR_pnl,NVDA_shares,NVDA_price,NVDA_weight,NVDA_pnl
2026-09-14,2026-09-14T09:30:00-04:00,open_before_orders,47006.42,47006.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1521.5250244140625,0.0,0.0,0,359.95001220703125,0.0,0.0,0,169.6999969482422,0.0,0.0,0,211.0800018310547,0.0,0.0
2026-09-14,2026-09-14T09:35:00-04:00,bar_close,47006.42,47006.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1518.5,0.0,0.0,0,365.3699951171875,0.0,0.0,0,168.0500030517578,0.0,0.0,0,209.67999267578125,0.0,0.0
2026-09-14,2026-09-14T09:35:00-04:00,open_before_orders,47006.42,47006.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1519.0,0.0,0.0,0,365.33099365234375,0.0,0.0,0,168.1699981689453,0.0,0.0,0,209.6699981689453,0.0,0.0
2026-09-14,2026-09-14T09:35:00-04:00,after_fill,67819.8747048645,46996.00806668091,20823.866638183594,-20823.866638183594,0.4430986267735203,-0.4430986267735203,10.411933319091798,20823.866638183594,-0.00022150024016065473,0,1519.0,0.0,0.0,-57,365.33099365234375,-0.4430986267735203,-10.411933319090167,0,168.1699981689453,0.0,0.0,0,209.6699981689453,0.0,0.0
2026-09-14,2026-09-14T09:35:00-04:00,after_fill,91291.17297988891,46984.266546783445,44306.90643310547,-44306.90643310547,0.9430158154961925,-0.9430158154961925,22.153453216552734,44306.90643310547,-0.00047128569281718047,0,1519.0,0.0,0.0,-57,365.33099365234375,-0.44320935855088284,-10.411933319090167,0,168.1699981689453,0.0,0.0,-112,209.6699981689453,-0.49980645694530973,-11.741519897459511
2026-09-14,2026-09-14T09:40:00-04:00,bar_close,91291.17297988891,47237.74173599243,44053.431243896484,-44053.431243896484,0.93258969681716,-0.93258969681716,22.153453216552734,44306.90643310547,0.0,0,1513.1400146484375,0.0,0.0,-57,361.6700134277344,-0.4364135542422274,198.2639394836442,0,166.88999938964844,0.0,0.0,-112,209.27000427246094,-0.49617614257493264,33.05779650879049
2026-09-14,2026-09-14T09:40:00-04:00,open_before_orders,91291.17297988891,47236.03180557251,44055.141174316406,-44055.141174316406,0.9326596559942013,-0.9326596559942013,22.153453216552734,44306.90643310547,-3.619839469626296e-05,0,1513.1199951171875,0.0,0.0,-57,361.70001220703125,-0.4364655519892459,196.55400906372233,0,167.05999755859375,0.0,0.0,-112,209.27000427246094,-0.4961941040049554,33.05779650879049
2026-09-14,2026-09-14T09:40:00-04:00,after_fill,90929.29211767578,47235.850955566406,43693.441162109375,-43693.441162109375,0.9250059071278447,-0.9250059071278447,22.33430322265625,44668.6064453125,-4.002690129834008e-05,0,1513.1199951171875,0.0,0.0,-56,361.70001220703125,-0.42880990336444486,196.37315905761716,0,167.05999755859375,0.0,0.0,-112,209.27000427246094,-0.4961960037633999,33.05779650879049
2026-09-14,2026-09-14T09:40:00-04:00,after_fill,74598.07025425721,47227.68942539979,27370.380828857422,-27370.380828857422,0.5795409676370321,-0.5795409676370321,30.495833389282225,60991.66677856445,-0.0002128025223733232,0,1513.1199951171875,0.0,0.0,-56,361.70001220703125,-0.42888400703126894,196.37315905761716,0,167.05999755859375,0.0,0.0,-34,209.27000427246094,-0.15065696060576314,24.8962663421662
2026-09-14,2026-09-14T09:40:00-04:00,after_fill,57716.573970962534,47219.25289552308,44243.44058227539,-10497.321075439453,0.9369788353104199,-0.22231018984281128,38.93236326599121,77864.72653198242,-0.00039139975345736655,0,1513.1199951171875,0.0,0.0,-56,361.70001220703125,-0.4289606345193609,196.37315905761716,101,167.05999755859375,0.35733432273380433,-8.436529876707937,-34,209.27000427246094,-0.15068387805725472,24.8962663421662
2026-09-14,2026-09-14T09:45:00-04:00,bar_close,57716.573970962534,47207.90449159242,44285.09083557129,-10508.669479370117,0.9380863504216402,-0.222604023469029,38.93236326599121,77864.72653198242,-0.0006316399409347362,0,1518.3900146484375,0.0,0.0,-56,361.81500244140625,-0.4292001594844627,189.93370593261716,101,167.2100067138672,0.35774116347630563,6.714394805909251,-34,209.86000061035156,-0.15114502746087188,4.83639085388495
2026-09-14,2026-09-14T09:45:00-04:00,open_before_orders,57716.573970962534,47210.64358155824,44278.31088256836,-10505.930389404297,0.9378883133858542,-0.22253308983714426,38.93236326599121,77864.72653198242,-0.0005736547395860381,0,1518.7099609375,0.0,0.0,-56,361.7300109863281,-0.4290744433559737,194.69322741699216,101,167.19000244140625,0.357677611774355,4.693963287354563,-34,209.86000061035156,-0.1511362582555255,4.83639085388495
2026-09-14,2026-09-14T09:45:00-04:00,after_fill,74594.32112242127,47202.200486434944,27392.120635986328,-27392.120635986328,0.5803144843609214,-0.5803144843609214,47.37545838928223,94750.91677856445,-0.000752390953744575,0,1518.7099609375,0.0,0.0,-56,361.7300109863281,-0.4291511922427395,194.69322741699216,0,167.19000244140625,0.0,-3.749131835935259,-34,209.86000061035156,-0.15116329211818189,4.83639085388495
2026-09-14,2026-09-14T09:45:00-04:00,after_fill,54327.31206687928,47192.07204612733,7135.240020751953,-7135.240020751953,0.15119573503315764,-0.15119573503315764,57.50389869689942,115007.79739379883,-0.0009668051051284765,0,1518.7099609375,0.0,0.0,0,361.7300109863281,0.0,184.56478710937517,0,167.19000244140625,0.0,-3.749131835935259,-34,209.86000061035156,-0.15119573503315764,4.83639085388495
2026-09-14,2026-09-14T09:45:00-04:00,after_fill,45210.49617137147,47187.51591624452,16247.499786376953,1977.0197448730469,0.34431776012993465,0.04189709304431617,62.06002857971192,124120.05715942383,-0.0010632561570919075,6,1518.7099609375,0.1931074265871254,-4.556129882812456,0,361.7300109863281,0.0,184.56478710937517,0,167.19000244140625,0.0,-3.749131835935259,-34,209.86000061035156,-0.15121033354280922,4.83639085388495
2026-09-14,2026-09-14T09:45:00-04:00,after_fill,36524.635147567766,47183.17515611269,24929.020050048828,10658.540008544922,0.528345537738132,0.2258970485407039,66.40078871154786,132801.5774230957,-0.0011551479362563732,6,1518.7099609375,0.19312519209391288,-4.556129882812456,24,361.7300109863281,0.18399610104550507,180.22402697753932,0,167.19000244140625,0.0,-3.749131835935259,-34,209.86000061035156,-0.15122424459871406,4.83639085388495
2026-09-14,2026-09-14T09:45:00-04:00,after_fill,54983.081361251854,47173.94131608584,43396.700103759766,-7809.140045166016,0.9199294969437275,-0.16553927501714125,75.63462873840334,151269.25747680664,-0.0013506238351351785,6,1518.7099609375,0.1931629944712254,-4.556129882812456,24,361.7300109863281,0.18403211649206772,180.22402697753932,0,167.19000244140625,0.0,-3.749131835935259,-122,209.86000061035156,-0.5427343859804343,-4.397449172967754
2026-09-14,2026-09-14T09:50:00-04:00,bar_close,54983.081361251854,47135.71624894717,43712.27429199219,-7847.3651123046875,0.927370532806289,-0.16648447794574392,75.63462873840334,151269.25747680664,-0.002159829900749144,6,1546.0,0.1967934453569949,159.18410449218754,24,360.68560791015625,0.18364958207327767,155.15835314941432,0,167.52999877929688,0.0,-3.749131835935259,-122,211.30999755859375,-0.5469275053760164,-181.29707685851463
