date,starting_equity,ending_equity,net_pnl,net_return,costs,gross_pnl,turnover_dollars,turnover_equity_multiple,fill_count,max_drawdown,max_gross_exposure,max_abs_net_exposure,max_symbol_exposure,min_cash,ending_cash,ending_gross_exposure,ending_net_exposure,SNDK_net_pnl,SNDK_costs,SNDK_fill_count,TSLA_net_pnl,TSLA_costs,TSLA_fill_count,PLTR_net_pnl,PLTR_costs,PLTR_fill_count,NVDA_net_pnl,NVDA_costs,NVDA_fill_count
2026-08-31,47006.42,48432.30815656286,1425.8881565628617,0.030333902402328486,552.6972163619993,1978.585372924861,1105394.432723999,23.515818322773764,197,-0.014481452945446782,0.9521819933644524,0.9437142311575927,0.700248797336898,2649.7413314514347,48432.30815656286,0.0,0.0,1189.5338592529442,161.0845489501953,50,310.98742431642313,182.5711694335938,51,-19.80756767271032,147.2320977020264,59,-54.825559333794445,61.80940027618408,37
2026-09-01,48432.30815656286,47600.46574444593,-831.8424121169301,-0.01717536173225332,408.2346698074339,-423.6077423094962,816469.3396148682,16.85794814848674,178,-0.018730924033986684,0.9491088656546448,0.9449167871248847,0.6984281220356503,2666.547307563844,47600.46574444593,0.0,0.0,-249.4547932739115,132.56282550048826,49,-74.5175013122498,77.14341683959962,38,-419.2906301803373,117.72240813446048,48,-88.57948735045329,80.80601933288574,43
2026-09-02,47600.46574444593,47032.818692558445,-567.6470518874848,-0.011925241549841736,474.12811573028523,-93.51893615719962,948256.2314605713,19.921154480956204,186,-0.027910926995573182,0.9502490177325509,0.9483655802129853,0.7015364030744957,2484.1917538987564,47032.818692558445,0.0,0.0,-69.67186840819886,115.7434016113281,37,-0.4027253875719907,155.77330033874506,51,-119.16224135588709,74.01381911468508,50,-378.4102167358301,128.59759466552737,48
2026-09-03,47032.818692558445,47808.14714571405,775.3284531556055,0.0164848391975767,480.2084120788579,1255.5368652344632,960416.8241577148,20.420141740509216,184,-0.011390726238285076,0.9493983085161615,0.9491024558250457,0.7029678889870589,2433.6637466050943,47808.14714571405,0.0,0.0,-413.5523135375788,148.02997467041013,62,186.92400325013477,107.68912541198732,38,1013.3338078766069,112.3525629730225,39,-11.37704443358325,112.13674902343747,45
2026-09-04,47808.14714571405,46809.33640960723,-998.8107361068178,-0.020892061201672404,542.692770408629,-456.11796569818875,1085385.5408172607,22.70294093408647,182,-0.025479214997103705,0.9498310382906506,0.9493087414665882,0.70093254822258,2413.3478480761405,46809.33640960723,0.0,0.0,92.59820794678672,104.25152349853518,43,-694.9994039153726,241.45194908142088,50,-164.9481764297352,107.24225907135012,50,-231.46136370847216,89.74703875732422,39
2026-09-08,46809.33640960723,46929.26206868778,119.9256590805453,0.002562002973747168,439.9996491470333,559.9253082275786,879999.2982940674,18.799653355339057,183,-0.009422804508941951,0.9493395168092867,0.9364073857446753,0.7000743099286859,3953.94315145142,46929.26206868778,0.0,0.0,-443.58625451658736,130.03791467285157,55,916.1576966095126,123.74821769714362,43,-410.20892269133674,148.57713253021237,51,57.563139678953576,37.636384246826175,34
2026-09-09,46929.26206868778,46829.99973555797,-99.26233312980912,-0.0021151479642813114,510.0810587158244,410.81872558601526,1020162.1174316406,21.738294455567733,174,-0.00907068931958388,0.9510209691735183,0.9449664416672321,0.6997411394637386,2581.2672404483474,46829.99973555797,0.0,0.0,233.6103436279427,127.1611407470703,46,-171.1270488738769,170.8325847625732,49,-201.7214186019719,180.8425886459351,65,39.97579071808286,31.244744560241692,14
2026-09-10,46829.99973555797,46001.96893595174,-828.0307996062256,-0.01768163152427914,559.9829785613997,-268.0478210448259,1119965.9571228027,23.915566163721625,175,-0.01768163152427915,0.9515337796586537,0.9499412720970883,0.6984710577202607,2328.6077735294857,46001.96893595174,0.0,0.0,-319.20705358885766,73.1352762451172,28,-249.40717895504122,233.39088256835936,52,-179.4587676543979,162.22338557434082,58,-79.9577994079541,91.23343417358394,37
2026-09-11,46001.96893595174,45968.87320473536,-33.095731216380955,-0.0007194416235196354,394.5862402496391,361.49050903325815,789172.4804992676,17.155189196315217,181,-0.01514513511885529,0.9540505583788772,0.8328379758309828,0.6989655187717536,7784.558687851459,45968.87320473536,0.0,0.0,107.45166271973972,142.77392321777344,52,-432.89573960874804,128.75685411071774,48,309.6661783676209,91.48404441070558,46,-17.317832695002835,31.57141851043701,35
2026-09-14,45968.87320473536,45343.63699646821,-625.2362082671534,-0.013601295065086484,410.1249106597852,-215.11129760736821,820249.8213195801,17.843592068623604,189,-0.01533639423869193,0.951081737848405,0.9486748538705401,0.7013544858321247,2350.0593439718255,45343.63699646821,0.0,0.0,-11.477590881338983,97.58684381103515,53,-316.8035400848246,157.30137333679204,48,-207.05877396391952,82.49610611724856,52,-89.89630333709101,72.74058739471435,36
