candidate,start,end,sessions,starting_equity,ending_equity,net_pnl,net_return,gross_pnl,costs,turnover_dollars,fill_count,max_drawdown,max_gross_exposure,max_symbol_exposure,profitable_sessions,improvement
noncrypto_context_tree,2026-08-31,2026-09-11,9,100000.0,96837.29475292246,-3162.705247077538,-0.03162705247077535,776.4567413334141,3939.1619884109523,7878323.976821899,936,-0.05786624543740804,0.960556431636892,0.7152918450453093,3,0.0
noncrypto_market_tree,2026-08-31,2026-09-11,9,100000.0,94121.73823719061,-5878.261762809387,-0.05878261762809389,-1661.9777374263945,4216.284025382993,8432568.050765991,815,-0.07504750660363668,0.9550592190553799,0.7091022242277137,4,-2715.556515731849
noncrypto_market_ridge,2026-08-31,2026-09-11,9,100000.0,103567.07648285726,3567.0764828572574,0.035670764828572565,8501.785934448748,4934.7094515914905,9869418.903182983,1198,-0.04090420312423271,0.9536255265691652,0.7037341304867494,6,6729.781729934795
noncrypto_stock_selector,2026-08-31,2026-09-11,9,100000.0,96285.02463955748,-3714.9753604425205,-0.037149753604425184,1117.096649170519,4832.072009613039,9664144.019226074,1169,-0.07642875990076858,0.9669775352740227,0.7174656751651194,3,-552.2701133649825
