date,starting_equity,ending_equity,net_pnl,net_return,costs,gross_pnl,turnover_dollars,turnover_equity_multiple,fill_count,max_drawdown,max_gross_exposure,max_abs_net_exposure,max_symbol_exposure,min_cash,ending_cash,ending_gross_exposure,ending_net_exposure,SNDK_net_pnl,SNDK_costs,SNDK_fill_count,TSLA_net_pnl,TSLA_costs,TSLA_fill_count,PLTR_net_pnl,PLTR_costs,PLTR_fill_count,NVDA_net_pnl,NVDA_costs,NVDA_fill_count
2026-08-31,47006.42,45272.21491362773,-1734.2050863722689,-0.0368929411423433,1044.869652412414,-689.3354339598548,2089739.304824829,44.456465836471466,251,-0.036892941142343316,0.9495773544804856,0.9495539438212656,0.702339176048112,2309.6319336548695,45272.21491362773,0.0,0.0,-563.8523116454628,335.9651046142577,80,-494.3191940002125,257.39603726196293,55,-351.56808811183873,263.4429507827759,68,-324.46549261472137,188.065559753418,48
2026-09-01,45272.21491362773,43674.86732924676,-1597.347584380972,-0.03528317727392972,851.097126617432,-746.25045776354,1702194.2532348633,37.599093759436826,237,-0.03659542139382321,0.95243608187138,0.95243608187138,0.7026696242578155,2347.5325918351446,43674.86732924676,0.0,0.0,300.9071682129204,268.9771091308594,78,-285.9003945007189,141.65790182495115,39,-1299.5133575057707,282.58423458099355,71,-312.8410005874448,157.87788108062742,49
2026-09-02,43674.86732924676,41891.23002312503,-1783.637306121731,-0.04083898624523864,733.1416701354949,-1050.495635986236,1466283.340270996,33.572702790767345,206,-0.046208817982016925,0.9507613253958975,0.9469780726258261,0.703860611170498,2308.5397473833755,41891.23002312503,0.0,0.0,-418.83456646726654,250.67746197509757,60,-34.875452392574516,150.16988598632813,48,-881.3457486343177,177.27969333648682,48,-448.5815386276008,155.01462883758543,50
2026-09-03,41891.23002312503,41593.96442856636,-297.26559455866663,-0.007096129533426649,864.1911011505135,566.9255065918469,1728382.2023010254,41.25880766324871,234,-0.017171644483854553,0.9486757001105072,0.9380922203203556,0.7000278055721509,2618.953492241244,41593.96442856636,0.0,0.0,-128.37548785396484,306.73254351806645,74,-474.90119767758733,240.3471510467529,56,320.91321949769736,136.80586619567868,44,-14.90212852476543,180.3055403900146,60
2026-09-04,41593.96442856636,40252.09132323504,-1341.8731053313168,-0.03226124568231179,851.3323643646245,-490.5407409666923,1702664.728729248,40.935379738890035,233,-0.03526880707283231,0.9503733637103373,0.9466050647147952,0.698941880331306,3493.7246102069857,40252.09132323504,0.0,0.0,-438.368727661099,281.5030050048828,72,-544.3679410857931,258.60716838073716,59,-253.66582898708748,207.96165113067633,61,-105.47060759733449,103.26053984832762,41
2026-09-08,40252.09132323504,38950.87555535186,-1301.2157678831863,-0.032326662419452354,758.2036218872081,-543.0121459959782,1516407.243774414,37.67275671709226,227,-0.03232666241945237,0.9637345360512127,0.9435571239777031,0.7150595318354703,2207.3502320333737,38950.87555535186,0.0,0.0,-703.72457379149,261.9392954711914,68,-91.76805630492208,146.05022183227544,54,-374.8579981460407,187.53156687164315,46,-130.8651396407813,162.6825377120972,59
2026-09-09,38950.87555535186,37533.47637116311,-1417.3991841887473,-0.036389404961501476,827.8382100677518,-589.5609741209955,1655676.420135498,42.50678313463503,275,-0.03775237775403539,0.9491507914613054,0.9417723971158258,0.6994944299775661,2185.0823793036798,37533.47637116311,0.0,0.0,-730.8476806029889,268.0267577514648,78,-401.8814840545342,257.7174520721436,66,-172.62275447843422,198.0659154891967,74,-112.04726505278632,104.02808475494385,57
2026-09-10,37533.47637116311,36781.56546571429,-751.9109054488217,-0.020033073888847484,665.9032302780088,-86.00767517081294,1331806.4605560303,35.48316301389163,255,-0.02273018377755731,0.9437237456959529,0.9437237456959529,0.698142792950252,2328.7108773734853,36781.56546571429,0.0,0.0,-124.71904846189909,238.0222711181641,72,-98.54087313841046,109.05039462280276,55,-446.97879797361566,167.40647131347666,67,-81.67218587492061,151.42409322357182,61
2026-09-11,36781.56546571429,36479.02171727079,-302.54374844349513,-0.008225417940014256,716.9358382873506,414.3920898438555,1433871.676574707,38.983432554312614,221,-0.020852268437130728,0.9414990745760096,0.9381565180099393,0.6990170413222726,2439.0344960870107,36479.02171727079,0.0,0.0,186.20237286379233,255.65517108154302,71,-165.45263349912557,154.5854765167237,42,-234.63570199583137,176.82695565795902,58,-88.65778581235827,129.86823503112797,50
2026-09-14,36479.02171727079,35601.18857462409,-877.8331426467048,-0.024064053840322685,587.6345189895665,-290.19862365713834,1175269.037979126,32.21766874912387,213,-0.026588904196399143,0.949758571460955,0.9483712144898341,0.7018818283779696,1863.4224416208062,35601.18857462409,0.0,0.0,-331.49505572508133,174.44586138916011,64,-341.42443870543366,129.67709373474125,40,-42.76353059385201,157.50327668762213,62,-162.15011762236554,126.00828717803955,47
