candidate,symbol,mean_abs_weight,max_abs_weight,net_pnl,costs
four_tree_control,SNDK,0.049837647741269045,0.7074432821860553,-389.86698291005723,715.7749418945311
four_tree_control,TSLA,0.3080258040365772,0.7007981310001521,2014.8165077668673,1237.183461715698
four_tree_control,MSTR,0.3152114580480002,0.7062523893377964,11161.816924724742,1245.4717944526672
four_tree_control,NVDA,0.17407957088489343,0.6994362106387066,-1027.906015388391,960.1349124832152
liquid_dynamic_70,AAPL,0.038588406216826215,0.7015220616232435,53.83134202575002,332.2034785308838
liquid_dynamic_70,AMD,0.018083217535895597,0.374594639731843,-139.5295004272259,176.1053060913086
liquid_dynamic_70,AMZN,0.000993204270919058,0.6972293981851787,-63.104181518545374,68.38128112792968
liquid_dynamic_70,AVGO,0.048675534930205745,0.7040025680016119,-712.2838379363566,654.9876648406981
liquid_dynamic_70,COIN,0.025026687352648905,0.6989084536676929,-342.1877922057174,579.3599723815919
liquid_dynamic_70,COST,0.0,0.0,0.0,0.0
liquid_dynamic_70,CRM,0.05620536036950359,0.701204486516145,-704.355008712635,910.4062782440187
liquid_dynamic_70,GOOGL,0.010289547333000758,0.7004600900035092,-763.1354390411179,326.31662190246584
liquid_dynamic_70,HOOD,0.0292797062450928,0.7019332851906102,1220.6607309762076,834.5268987236024
liquid_dynamic_70,INTC,0.040394615762253214,0.7023090151422744,-84.22537911588734,1042.5510245628357
liquid_dynamic_70,JNJ,0.016682664842885116,0.6324826675814841,-154.69383251952968,123.47264111328127
liquid_dynamic_70,JPM,0.0947135886915892,0.7003914311531159,-641.2543507231967,434.21727186584474
liquid_dynamic_70,MA,0.015789748997408325,0.6255382806885605,-282.12086627195094,101.57362506103516
liquid_dynamic_70,MARA,0.04296860381349198,0.7025235283987712,1060.7908545795908,1208.4772700009346
liquid_dynamic_70,META,0.042778325354840274,0.7016498840516002,-536.1481741332318,723.7139700317383
liquid_dynamic_70,MSFT,0.02530775289563835,0.7006713360216457,-112.42869764710167,80.03798109436035
liquid_dynamic_70,MSTR,0.012231177429409892,0.698084785398935,-185.1273254393709,360.07343139648435
liquid_dynamic_70,MU,0.022268316738403068,0.6985523994928456,-477.65700250240116,432.5592241821289
liquid_dynamic_70,NFLX,0.10398753116814176,0.7019333182081007,-707.8447675818679,608.0264310951234
liquid_dynamic_70,NVDA,0.01487861199031288,0.6960035088090097,559.6424856643898,154.88704009246828
liquid_dynamic_70,ORCL,0.08600554608162539,0.7014760877952902,-897.3269123839636,792.1260762023926
