date,symbol,available_at,observed_return_pct,observed_range_pct,volume_vs_prior20_same_prefix
2026-08-31,SNDK,2026-08-31T10:00:00-04:00,3.01371886024393,3.761119823415065,0.5666029873659859
2026-08-31,SNDK,2026-08-31T10:30:00-04:00,1.8619233476230068,3.761119823415065,0.5491649179718148
2026-08-31,SNDK,2026-08-31T11:00:00-04:00,2.542383809565041,3.761119823415065,0.5407183946784118
2026-09-01,SNDK,2026-09-01T10:00:00-04:00,0.8175391396983089,2.839772212401524,0.6543207122436627
2026-09-01,SNDK,2026-09-01T10:30:00-04:00,0.6626132496740933,2.839772212401524,0.6155256481749125
2026-09-01,SNDK,2026-09-01T11:00:00-04:00,2.6249039010073583,3.5092625274942675,0.6778534375969231
2026-09-02,SNDK,2026-09-02T10:00:00-04:00,-0.5112205429316341,5.133054983286485,0.7354542066293897
2026-09-02,SNDK,2026-09-02T10:30:00-04:00,0.22068168955666767,5.133054983286485,0.7354553084460957
2026-09-02,SNDK,2026-09-02T11:00:00-04:00,-0.4390759853865056,5.133054983286485,0.719761251064534
2026-09-03,SNDK,2026-09-03T10:00:00-04:00,0.10128574139676161,2.692149544534413,0.5561139797556105
2026-09-03,SNDK,2026-09-03T10:30:00-04:00,-1.2331414473684243,2.692149544534413,0.544484208711599
2026-09-03,SNDK,2026-09-03T11:00:00-04:00,-1.017000885627528,2.692149544534413,0.5474895348784795
2026-09-04,SNDK,2026-09-04T10:00:00-04:00,4.5251295446285145,5.080131090918708,1.2503909398014381
2026-09-04,SNDK,2026-09-04T10:30:00-04:00,5.335089978538243,5.644910026080993,1.2299129362625532
2026-09-04,SNDK,2026-09-04T11:00:00-04:00,6.178778554690978,7.093888261998299,1.2781811426139857
2026-09-08,SNDK,2026-09-08T10:00:00-04:00,0.5903000385438784,3.049187898507717,1.0259581467863803
2026-09-08,SNDK,2026-09-08T10:30:00-04:00,0.29048294773479366,3.049187898507717,0.9263852330156672
2026-09-08,SNDK,2026-09-08T11:00:00-04:00,0.5804070886780144,3.049187898507717,0.8921717869163178
2026-09-09,SNDK,2026-09-09T10:00:00-04:00,2.416388336693953,3.7708810268607436,0.6565589686146462
2026-09-09,SNDK,2026-09-09T10:30:00-04:00,2.0132825383749386,4.51386403488393,0.868497902669726
2026-09-09,SNDK,2026-09-09T11:00:00-04:00,2.334371864471052,4.51386403488393,0.8268174739129959
2026-09-10,SNDK,2026-09-10T10:00:00-04:00,-1.9743666496483625,2.90907587760777,0.7289470605451027
2026-09-10,SNDK,2026-09-10T10:30:00-04:00,-0.9829045642448686,2.90907587760777,0.7070000734990067
2026-09-10,SNDK,2026-09-10T11:00:00-04:00,-1.8450624341596389,2.90907587760777,0.6740639563856097
2026-09-11,SNDK,2026-09-11T10:00:00-04:00,-4.859317359772541,5.338291872305483,0.9453890834467439
2026-09-11,SNDK,2026-09-11T10:30:00-04:00,-4.104505292100413,6.043940891178778,1.005858411639233
2026-09-11,SNDK,2026-09-11T11:00:00-04:00,-4.573268085698912,6.043940891178778,0.9610634860101452
2026-08-31,TSLA,2026-08-31T10:00:00-04:00,3.739020946144267,4.032838901381234,1.465758967706234
2026-08-31,TSLA,2026-08-31T10:30:00-04:00,4.73374544445031,5.1015387487977355,1.6494890989662336
2026-08-31,TSLA,2026-08-31T11:00:00-04:00,4.822129064171832,5.375199190605069,1.7215761990788314
2026-09-01,TSLA,2026-09-01T10:00:00-04:00,-0.5694872263911077,2.5799490667552285,1.6592480482430587
2026-09-01,TSLA,2026-09-01T10:30:00-04:00,-0.6914205314610844,2.5799490667552285,1.335118256528153
2026-09-01,TSLA,2026-09-01T11:00:00-04:00,-0.8881730867706272,2.5799490667552285,1.2059598376124212
2026-09-02,TSLA,2026-09-02T10:00:00-04:00,-2.4430819767802037,2.967189518898541,1.1452653559139931
2026-09-02,TSLA,2026-09-02T10:30:00-04:00,-1.5501501802399842,2.967189518898541,1.1078202646558055
2026-09-02,TSLA,2026-09-02T11:00:00-04:00,-2.562322345391199,2.967189518898541,1.0886144551322579
2026-09-03,TSLA,2026-09-03T10:00:00-04:00,1.6935602044418685,3.3655363004587957,2.4692248876226572
2026-09-03,TSLA,2026-09-03T10:30:00-04:00,3.480312382431028,3.9763298725645213,2.4832486879109616
2026-09-03,TSLA,2026-09-03T11:00:00-04:00,3.7223412952950508,4.1020481300597655,2.3424995145153695
2026-09-04,TSLA,2026-09-04T10:00:00-04:00,-0.7068301977921299,2.327485689566001,2.438229662361584
2026-09-04,TSLA,2026-09-04T10:30:00-04:00,-2.4711419378333876,3.3353628952821865,2.3443704058339248
2026-09-04,TSLA,2026-09-04T11:00:00-04:00,-2.17708857681308,3.387815247060267,2.1837930977808804
2026-09-08,TSLA,2026-09-08T10:00:00-04:00,0.8131102159788961,1.7997658328680142,1.3488008668462608
2026-09-08,TSLA,2026-09-08T10:30:00-04:00,1.7073939292679308,2.451904297104396,1.4085739683048755
2026-09-08,TSLA,2026-09-08T11:00:00-04:00,2.19441782936618,2.572259403607561,1.3866067674662093
2026-09-09,TSLA,2026-09-09T10:00:00-04:00,0.7397688383934176,2.0659129296087064,0.9542020294755734
2026-09-09,TSLA,2026-09-09T10:30:00-04:00,0.7913501758910257,2.0659129296087064,0.8735094116481353
2026-09-09,TSLA,2026-09-09T11:00:00-04:00,0.8022115850557343,2.0659129296087064,0.8855952892828689
2026-09-10,TSLA,2026-09-10T10:00:00-04:00,1.5732556947165133,2.605442510394309,0.8701577983641019
2026-09-10,TSLA,2026-09-10T10:30:00-04:00,1.6370428534037584,3.1992228009328354,0.8414242817048627
2026-09-10,TSLA,2026-09-10T11:00:00-04:00,1.9991723673317363,3.1992228009328354,0.803873331840488
2026-09-11,TSLA,2026-09-11T10:00:00-04:00,1.1698739706372807,1.9388139931311568,0.9415477632601671
2026-09-11,TSLA,2026-09-11T10:30:00-04:00,0.6302473822801247,1.9388139931311568,0.897884189852801
2026-09-11,TSLA,2026-09-11T11:00:00-04:00,0.21145410630447614,1.9388139931311568,0.8506964916953145
2026-08-31,NVDA,2026-08-31T10:00:00-04:00,0.000822681467504971,1.4337804165556978,0.8622214090001563
2026-08-31,NVDA,2026-08-31T10:30:00-04:00,0.5519495459216595,1.8961692325497408,0.9233800628635901
2026-08-31,NVDA,2026-08-31T11:00:00-04:00,0.3943154104971258,2.0058298834162755,0.8988488971848521
