date,symbol,available_at,observed_return_pct,observed_range_pct,volume_vs_prior20_same_prefix
2026-09-01,NVDA,2026-09-01T10:00:00-04:00,0.15234838194211342,1.0710456852834787,0.8672726351808351
2026-09-01,NVDA,2026-09-01T10:30:00-04:00,0.4616592018753751,1.5188556746514257,0.829908991723038
2026-09-01,NVDA,2026-09-01T11:00:00-04:00,0.6670938836425222,1.6065720501054082,0.7964477548438424
2026-09-02,NVDA,2026-09-02T10:00:00-04:00,1.222662891415105,1.4032073829703868,0.7688230761604846
2026-09-02,NVDA,2026-09-02T10:30:00-04:00,1.8488461737498296,2.267068871652374,0.9951516629606173
2026-09-02,NVDA,2026-09-02T11:00:00-04:00,2.3842585456819387,2.632726041187327,1.0877072639878034
2026-09-03,NVDA,2026-09-03T10:00:00-04:00,0.9999090629657648,1.9113384844516235,1.2036160098124389
2026-09-03,NVDA,2026-09-03T10:30:00-04:00,0.6061388776614773,1.9113384844516235,1.1138013582038189
2026-09-03,NVDA,2026-09-03T11:00:00-04:00,0.055304839234193715,1.9113384844516235,1.1141869388479968
2026-09-04,NVDA,2026-09-04T10:00:00-04:00,1.4787443618423435,2.0896187659433956,1.4883006982555995
2026-09-04,NVDA,2026-09-04T10:30:00-04:00,1.5462774857503803,2.137208823641637,1.439998113807432
2026-09-04,NVDA,2026-09-04T11:00:00-04:00,0.4750357833136043,2.137208823641637,1.3980989833629358
2026-09-08,NVDA,2026-09-08T10:00:00-04:00,-1.5603143515904638,1.9939149356393966,0.9552498654833443
2026-09-08,NVDA,2026-09-08T10:30:00-04:00,-2.2587796593889764,2.60709303032371,0.9475214742687038
2026-09-08,NVDA,2026-09-08T11:00:00-04:00,-2.6392581196731046,2.9758596293516515,0.9606858907786296
2026-09-09,NVDA,2026-09-09T10:00:00-04:00,-0.18640147744795055,0.7901623587417308,0.5572619594483573
2026-09-09,NVDA,2026-09-09T10:30:00-04:00,-0.17091035571665802,1.1674832752444493,0.6426221637550141
2026-09-09,NVDA,2026-09-09T11:00:00-04:00,-0.3573524744984069,1.1674832752444493,0.6519663695767206
2026-09-10,NVDA,2026-09-10T10:00:00-04:00,-1.4096204732207296,1.7189416669752082,0.937101882019163
2026-09-10,NVDA,2026-09-10T10:30:00-04:00,-1.0227475232193362,1.7189416669752082,0.8895658543135855
2026-09-10,NVDA,2026-09-10T11:00:00-04:00,-1.0612950229779816,1.7189416669752082,0.871565442117854
2026-09-11,NVDA,2026-09-11T10:00:00-04:00,0.1536706611934946,1.210985776394774,0.7793710714937435
2026-09-11,NVDA,2026-09-11T10:30:00-04:00,0.15819484904660008,1.3420561882062148,0.7884138395443971
2026-09-11,NVDA,2026-09-11T11:00:00-04:00,-0.8045192222810749,1.3420561882062148,0.8084561302982382
2026-08-31,MU,2026-08-31T10:00:00-04:00,1.979756522701237,2.1091647548424195,0.6087026034271564
2026-08-31,MU,2026-08-31T10:30:00-04:00,0.8153184004243252,2.384085966446411,0.6221523109933917
2026-08-31,MU,2026-08-31T11:00:00-04:00,1.3031932692250336,2.384085966446411,0.636120814660146
2026-09-01,MU,2026-09-01T10:00:00-04:00,-0.045769221773805935,2.111757460155765,0.6641076243093971
2026-09-01,MU,2026-09-01T10:30:00-04:00,-0.3597740189339671,2.111757460155765,0.6235077975714703
2026-09-01,MU,2026-09-01T11:00:00-04:00,1.6727367460909415,2.7376881118263254,0.6975401149060929
2026-09-02,MU,2026-09-02T10:00:00-04:00,0.8793272044964384,3.2587228979353453,0.8232011428211412
2026-09-02,MU,2026-09-02T10:30:00-04:00,1.546486222182053,3.2587228979353453,0.7637780837970043
2026-09-02,MU,2026-09-02T11:00:00-04:00,0.6902465778970468,3.2587228979353453,0.7723403588866458
2026-09-03,MU,2026-09-03T10:00:00-04:00,-1.0916889611134462,4.2632651267220645,0.9453934423355168
2026-09-03,MU,2026-09-03T10:30:00-04:00,-2.2931203137166456,4.2632651267220645,0.8541528993907039
2026-09-03,MU,2026-09-03T11:00:00-04:00,-0.9662663511570302,4.2632651267220645,0.8373834544035389
2026-09-04,MU,2026-09-04T10:00:00-04:00,2.917432204093484,3.2026832187638257,1.4560917926041272
2026-09-04,MU,2026-09-04T10:30:00-04:00,2.9915749661200364,3.574434122465163,1.4307328626500135
2026-09-04,MU,2026-09-04T11:00:00-04:00,3.03791733509442,3.574434122465163,1.413237903993608
2026-09-08,MU,2026-09-08T10:00:00-04:00,-1.3816037953545135,3.0776210560421355,1.151722051465648
2026-09-08,MU,2026-09-08T10:30:00-04:00,-1.5282056740060224,3.0776210560421355,1.048600228879125
2026-09-08,MU,2026-09-08T11:00:00-04:00,-1.9815094671942424,3.0776210560421355,0.9968801627299988
2026-09-09,MU,2026-09-09T10:00:00-04:00,3.093386403619114,4.244842059215512,0.7793274461342526
2026-09-09,MU,2026-09-09T10:30:00-04:00,3.0724568198045032,4.994461873933937,0.9733227791195084
2026-09-09,MU,2026-09-09T11:00:00-04:00,3.1043500983964245,4.994461873933937,0.9332235109354144
2026-09-10,MU,2026-09-10T10:00:00-04:00,-1.1764198734646292,1.6914449383035366,1.0240921619701766
2026-09-10,MU,2026-09-10T10:30:00-04:00,-0.5477659876981789,1.6914449383035366,0.9743110323603611
2026-09-10,MU,2026-09-10T11:00:00-04:00,-1.1306425891377314,1.6914449383035366,0.9690049577300849
2026-09-11,MU,2026-09-11T10:00:00-04:00,-1.7558522468065663,2.44852829843632,0.850307432921839
2026-09-11,MU,2026-09-11T10:30:00-04:00,-1.1724157595016327,2.6790823409577147,0.8742694107236566
2026-09-11,MU,2026-09-11T11:00:00-04:00,-1.969796369635668,2.6790823409577147,0.8422535777631638
2026-08-31,SPY,2026-08-31T10:00:00-04:00,-0.14987350793652654,0.2762820520468806,0.9085292961113671
2026-08-31,SPY,2026-08-31T10:30:00-04:00,-0.31277603646534535,0.3785813401039697,0.8429050121356364
2026-08-31,SPY,2026-08-31T11:00:00-04:00,-0.17984502783382483,0.3785813401039697,0.782926679541098
2026-09-01,SPY,2026-09-01T10:00:00-04:00,0.0006568001402085244,0.17059983153877378,1.0437252907138506
2026-09-01,SPY,2026-09-01T10:30:00-04:00,0.23089728831251488,0.37007483997304874,0.97882257038509
2026-09-01,SPY,2026-09-01T11:00:00-04:00,0.2007805989568734,0.4422507675750907,0.961664737260088
2026-09-02,SPY,2026-09-02T10:00:00-04:00,0.08065974483950633,0.17509632779620782,0.8041599178160356
2026-09-02,SPY,2026-09-02T10:30:00-04:00,0.369861273404104,0.5056123604414704,0.8911874718635475
2026-09-02,SPY,2026-09-02T11:00:00-04:00,0.37510463712679964,0.6046358860135954,0.8717556631514777
2026-09-03,SPY,2026-09-03T10:00:00-04:00,0.14705371908736442,0.2466013188130825,1.4238823608936337
2026-09-03,SPY,2026-09-03T10:30:00-04:00,0.031231242489559996,0.32728467619071294,1.3508645934278918
2026-09-03,SPY,2026-09-03T11:00:00-04:00,0.1106199171291955,0.3351004296519837,1.2735109599060839
2026-09-04,SPY,2026-09-04T10:00:00-04:00,0.03885801857153037,0.13730360295659316,1.1056972177298383
2026-09-04,SPY,2026-09-04T10:30:00-04:00,-0.10362401819267175,0.2733106209598334,1.0313801052088736
2026-09-04,SPY,2026-09-04T11:00:00-04:00,-0.33160160182003073,0.46243018601566716,0.9800631875273342
2026-09-08,SPY,2026-09-08T10:00:00-04:00,-0.2093418461557306,0.3731773557485241,1.1941822781474045
2026-09-08,SPY,2026-09-08T10:30:00-04:00,-0.3081637685278249,0.48110213267898594,1.1826205464986974
2026-09-08,SPY,2026-09-08T11:00:00-04:00,-0.18463636556270702,0.48110213267898594,1.0731576383896513
2026-09-09,SPY,2026-09-09T10:00:00-04:00,0.0026120950224362005,0.1492009505469703,0.7477938558029905
2026-09-09,SPY,2026-09-09T10:30:00-04:00,-0.013092427344818525,0.24735820937131825,0.82953421482935
2026-09-09,SPY,2026-09-09T11:00:00-04:00,-0.039261305918103506,0.24735820937131825,0.7573500561058597
2026-09-10,SPY,2026-09-10T10:00:00-04:00,-0.16490111891206416,0.3004855887050463,1.8336887314799284
2026-09-10,SPY,2026-09-10T10:30:00-04:00,0.08970524247067235,0.4577616412299175,1.8917217667968005
2026-09-10,SPY,2026-09-10T11:00:00-04:00,0.1806585158706131,0.4577616412299175,1.7796295249292429
2026-09-11,SPY,2026-09-11T10:00:00-04:00,0.20792275818386496,0.28180633165543584,1.6214005663616546
2026-09-11,SPY,2026-09-11T10:30:00-04:00,0.13207576685834166,0.28180633165543584,1.3747342682726476
2026-09-11,SPY,2026-09-11T11:00:00-04:00,-0.09807511621677811,0.3635355951694174,1.4066039624281799
2026-08-31,SOXX,2026-08-31T10:00:00-04:00,0.3725478228400636,1.1117673387714462,0.725450818521041
2026-08-31,SOXX,2026-08-31T10:30:00-04:00,-0.009801528033093199,1.1117673387714462,0.6908794623229604
2026-08-31,SOXX,2026-08-31T11:00:00-04:00,-0.15882305070465952,1.1117673387714462,0.700949809421424
2026-09-01,SOXX,2026-09-01T10:00:00-04:00,-0.8847141817442394,1.3026320074928004,1.1301830200749845
2026-09-01,SOXX,2026-09-01T10:30:00-04:00,-1.1679771051965937,1.3026320074928004,1.0435822252488725
2026-09-01,SOXX,2026-09-01T11:00:00-04:00,-0.12667386441428397,1.3026320074928004,1.144281816955098
2026-09-02,SOXX,2026-09-02T10:00:00-04:00,-0.5837519883870379,1.4864601127601553,0.8006808116407612
2026-09-02,SOXX,2026-09-02T10:30:00-04:00,0.6720172725206863,1.7372123695304664,1.0111689552945755
2026-09-02,SOXX,2026-09-02T11:00:00-04:00,0.15045135406217547,2.148443621881269,0.9887013801417356
2026-09-03,SOXX,2026-09-03T10:00:00-04:00,-0.6306170983411352,1.5684820323868525,1.0689025715049398
2026-09-03,SOXX,2026-09-03T10:30:00-04:00,-0.49159899653647976,1.5684820323868525,1.0490763448569937
2026-09-03,SOXX,2026-09-03T11:00:00-04:00,0.24781621376543939,1.6833241423164156,1.112430906700416
2026-09-04,SOXX,2026-09-04T10:00:00-04:00,2.047511448435335,2.5166877655722777,1.57645367551806
2026-09-04,SOXX,2026-09-04T10:30:00-04:00,1.811937788951723,2.5166877655722777,1.476783768703416
2026-09-04,SOXX,2026-09-04T11:00:00-04:00,1.546924910641434,2.5166877655722777,1.4683924281803502
2026-09-08,SOXX,2026-09-08T10:00:00-04:00,-0.6441245675345098,1.4313764326092977,1.1246542427254844
2026-09-08,SOXX,2026-09-08T10:30:00-04:00,-0.0715693963927233,1.4313764326092977,1.1062602547341236
2026-09-08,SOXX,2026-09-08T11:00:00-04:00,0.23636523106764784,1.4313764326092977,1.0350019132404196
2026-09-09,SOXX,2026-09-09T10:00:00-04:00,1.5403702571380906,1.6810813408258531,0.6078813826584423
2026-09-09,SOXX,2026-09-09T10:30:00-04:00,1.4662018314377967,1.941610993919582,0.7908755494667618
2026-09-09,SOXX,2026-09-09T11:00:00-04:00,1.3673105971707455,1.941610993919582,0.8015493908893666
2026-09-10,SOXX,2026-09-10T10:00:00-04:00,-0.694558683867641,1.2617645344438484,0.9441120215046026
2026-09-10,SOXX,2026-09-10T10:30:00-04:00,0.22958836714590536,1.2617645344438484,0.8969359055663767
2026-09-10,SOXX,2026-09-10T11:00:00-04:00,0.6772014877260313,1.5569546245917556,0.8383250341802603
2026-09-11,SOXX,2026-09-11T10:00:00-04:00,0.33574072244915154,1.5231277852988512,0.9045461071408015
2026-09-11,SOXX,2026-09-11T10:30:00-04:00,0.4921648490201047,1.5231277852988512,0.8275263644615437
2026-09-11,SOXX,2026-09-11T11:00:00-04:00,0.30652667786112975,1.5231277852988512,0.8037275855747872
