date,symbol,open_to_close_pct,high_low_range_pct,close_path_efficiency
2026-08-31,SNDK,5.611946653595062,8.288893190968274,0.2066846553612158
2026-09-01,SNDK,0.685211606503273,6.326436383066618,0.032851696565769334
2026-09-02,SNDK,1.3962346948851883,5.133054983286485,0.06533490169518832
2026-09-03,SNDK,0.7319869686234818,4.262351341093117,0.035590732337853974
2026-09-04,SNDK,9.726361680395943,10.027813206911953,0.4209876000175943
2026-09-08,SNDK,-1.7847599038328006,4.157832977617167,0.08371317017229697
2026-09-09,SNDK,0.8018442683280933,4.51386403488393,0.037609022448136825
2026-09-10,SNDK,-1.8386849928329876,3.476165604809709,0.11747181098003819
2026-09-11,SNDK,-4.631060856500265,6.043940891178778,0.24086193668901565
2026-08-31,TSLA,5.9830101962909294,6.2710701178181605,0.3515763264336228
2026-09-01,TSLA,-1.3121657521668786,2.699116926495901,0.12188821983667794
2026-09-02,TSLA,-1.0038532664752278,2.967189518898541,0.07047902206346321
2026-09-03,TSLA,2.853122227186419,4.954703813573351,0.17714179193355462
2026-09-04,TSLA,-2.2723791223967416,3.6915080442948947,0.19258218255617493
2026-09-08,TSLA,3.0145323879520864,3.921406834171249,0.24246188345736552
2026-09-09,TSLA,-0.1506761620734339,2.2233992200828867,0.011639300093244957
2026-09-10,TSLA,0.8906746696561022,3.1992228009328354,0.07456116411395308
2026-09-11,TSLA,0.36524043465799094,1.9388139931311568,0.027203491554814278
2026-08-31,NVDA,0.922044656265556,2.325664733597614,0.09179564135204432
2026-09-01,NVDA,0.4293396764511188,2.4514092348605954,0.045079814970687915
2026-09-02,NVDA,2.566442004885658,4.328450790589174,0.252681076523122
2026-09-03,NVDA,1.0529995482853036,2.499776032953907,0.10382724637295267
2026-09-04,NVDA,-0.34480841915585314,2.219410432527544,0.03639333114085206
2026-09-08,NVDA,-3.190258662671635,3.7991511321476787,0.3558885828191215
2026-09-09,NVDA,-0.6969446861286724,1.2074337063643312,0.10568938668682694
2026-09-10,NVDA,-0.9547115321731482,1.7189416669752082,0.12704737995227652
2026-09-11,NVDA,-1.3785324527718925,1.7401157530014124,0.17740259210051024
2026-08-31,MU,2.7390130982000898,3.1336678952026005,0.1825429345504202
2026-09-01,MU,-0.6641961898178587,5.0080883862467545,0.03897347534709251
2026-09-02,MU,2.5702991947156044,3.313520609008004,0.14069284190660916
2026-09-03,MU,0.17924441760619328,4.2632651267220645,0.008893477673249996
2026-09-04,MU,4.519804621628354,5.02234873786027,0.3030898478595128
2026-09-08,MU,-3.5584215314975056,4.188702472123039,0.20431818619685205
2026-09-09,MU,2.4251120934359895,4.994461873933937,0.14601647531432008
2026-09-10,MU,-1.683423504051498,2.5582374496394764,0.13235456951691188
2026-09-11,MU,-1.8434429960829348,2.6790823409577147,0.13874385866571579
2026-08-31,SPY,-0.04952300501076405,0.4274520986626164,0.019343333291908484
2026-09-01,SPY,-0.04068155990353688,0.6810937356324969,0.01455246652703481
2026-09-02,SPY,0.35412317710057356,0.6164354556735236,0.14168217354681048
2026-09-03,SPY,0.6090330570628637,0.8536963231883953,0.2396583141372057
2026-09-04,SPY,-0.2292741685807107,0.5012882045871911,0.10963834468783316
2026-09-08,SPY,-0.40048591942362666,0.591622056462618,0.15078840976391034
2026-09-09,SPY,-0.22118134273985762,0.4619893444096813,0.07284566106733666
2026-09-10,SPY,-0.019791354994426538,0.4577616412299175,0.007080145635542446
2026-09-11,SPY,-0.0706112103816597,0.3635355951694174,0.02554168170335619
2026-08-31,SOXX,0.1999978458180147,1.4313761393229167,0.028947211157966394
2026-09-01,SOXX,-0.2164437992784192,1.916039603237099,0.021385993299207814
2026-09-02,SOXX,0.5917777747304414,2.148443621881269,0.0682316768450208
2026-09-03,SOXX,1.2209367778752045,2.841195521243792,0.12340810050935812
2026-09-04,SOXX,2.055359510434298,2.610912436656105,0.2090655756385811
2026-09-08,SOXX,-0.4821450679248289,1.6554992275770013,0.0510117085024379
2026-09-09,SOXX,1.169539735588982,1.941610993919582,0.12697944627172256
2026-09-10,SOXX,-0.18714919828948012,1.5801054031632726,0.021171837845542697
2026-09-11,SOXX,0.3550773056609474,1.8848636619816512,0.038937340394623494
