Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,VWAP,EMA_9,EMA_21,EMA_50,RSI,ATR,Plus_DI,Minus_DI,ADX,MACD,MACD_Signal,MACD_Hist,Donchian_High,Donchian_Low,Donchian_High_55,Donchian_Low_55,OBV,ROC,RVOL,BB_Basis,BB_Std,BB_Upper,BB_Lower,KC_Basis,KC_Upper,KC_Lower,Squeeze_On,ATR_Ratio,Regime,Time,Is_Regular_Hours,Is_Pre_Market,PMH,PML,ORB_High,ORB_Low,PDH,PDL,PDC,body_ratio,upper_shadow_ratio,lower_shadow_ratio,gap_flag,feature_rvol,feature_vwap_dist_pct,feature_mom_3_pct,feature_mom_10_pct,feature_atr_pct,feature_high_to_now_pct,feature_low_to_now_pct,feature_session_range_pct,future_max_up_pct,future_max_down_pct,label_win_long,label_win_short
2026-07-30 09:40:00-04:00,1169.449951171875,1175.0,1161.2301025390625,1173.864990234375,147536,0.0,0.0,2026-07-30,1151.879882010593,1168.1878044366374,1149.1136721563614,1125.5653899111924,74.90349834532887,15.757504185267862,31.765399833691898,12.624012129236508,54.30028153685469,19.654469321596707,17.370136857298416,2.2843324642982914,1189.9599609375,1096.25,1189.9599609375,1090.0,2859224.0,6.9405464465395195,0.6909098912749773,1143.9648713183592,30.137652902494512,1204.2401771233483,1083.68956551337,1150.4283262222261,1181.9433345927619,1118.9133178516904,False,0.013423608606064404,high_volatility,09:40:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.32062977048482755,0.08242688580977456,0.5969433437053979,0.00036766652259727746,0.6909098912749773,1.9086285442720972,-0.20997171597760822,2.920953923984304,1.3423608606064403,-1.3525640552178504,4.38258489448203,5.757033366840912,4.368051252966057,1.0763493076652542,1,0
2026-07-30 09:41:00-04:00,1173.5927734375,1190.3798828125,1173.52001953125,1181.6949462890625,120315,0.0,0.0,2026-07-30,1152.701467134537,1170.8892328071224,1152.075606168425,1127.7665489848343,76.34494503619227,16.287494419642858,37.52819521172086,11.400434665792119,54.235957054616925,19.695027225744298,17.835114930987594,1.859912294756704,1189.9599609375,1096.2896,1189.9599609375,1090.0,2979539.0,7.622490554559436,0.5479961804463539,1148.1496186328125,29.215921476967967,1206.5814615867484,1089.7177756788765,1153.406099561925,1185.9810884012106,1120.8311107226393,False,0.013783163303516966,high_volatility,09:41:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.48055981928234237,0.5151249674186915,0.004315213298966086,-0.00023189787508555817,0.5479961804463539,2.515263490259915,-0.25029019339528613,2.221861083075316,1.3783163303516965,-0.7295936909583584,5.078841328908357,5.794009223326434,4.075081259177652,0.6917967097586939,1,0
2026-07-30 09:42:00-04:00,1180.47998046875,1190.52001953125,1180.4000244140625,1187.510009765625,145476,0.0,0.0,2026-07-30,1153.7738625552324,1174.213388198823,1155.2969155863525,1130.1094297997672,76.48726555702525,16.40249407087054,35.397197988958474,10.728271427273906,54.18211893088557,19.966238314295424,18.261339607649163,1.7048987066462615,1190.3798828125,1097.02,1190.3798828125,1090.0,3125015.0,7.823939633414856,0.6413486856244758,1152.4580341210935,28.288775484854682,1209.035585090803,1095.8804831513842,1156.6540910098963,1189.4590791516373,1123.8491028681553,False,0.013812510156531519,high_volatility,09:42:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.6946672617396235,0.29743193853057187,0.007900799729804711,-0.001028155213930328,0.6413486856244758,2.9239826195817975,1.5816552261222139,1.7514532512076686,1.381251015653152,-0.2528315119648427,5.595929207036399,5.806348840548928,3.6774361071380777,0.6239976184411274,1,0
2026-07-30 09:43:00-04:00,1187.02001953125,1191.030029296875,1180.0999755859375,1190.3699951171875,110126,0.0,0.0,2026-07-30,1154.5652678682984,1177.4447095824958,1158.485377361883,1132.4725892239796,75.05468047106078,16.256783621651785,33.42499391135612,10.039771569726625,54.1550183944698,20.17933713463185,18.6449391130457,1.5343980215861492,1190.52001953125,1100.4,1190.52001953125,1090.0,3235141.0,7.628390155261067,0.47399751780352944,1156.676533876953,27.26854231391235,1211.2136185047777,1102.1394492491283,1159.8651294963051,1192.3786967396088,1127.3515622530015,False,0.013656916495153564,high_volatility,09:43:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.3064921430884866,0.06038709389204704,0.6331207630194664,-0.00041261987717272516,0.47399751780352944,3.1011436291511023,1.4060394525879039,2.739441417934385,1.3656916495153564,-0.055417089699841694,5.850245219729513,5.851257308106054,3.428340490002011,0.8627586022309773,1,0
2026-07-30 09:44:00-04:00,1189.010009765625,1195.25,1188.239990234375,1188.239990234375,128728,0.0,0.0,2026-07-30,1155.5360045735893,1179.6037657128716,1161.190342168473,1134.6595461263482,72.27287342848868,14.976736886160714,34.56140634963549,9.613640697557168,54.32071646327365,19.946416024475866,18.905234495331733,1.0411815291441329,1191.030029296875,1105.0,1191.030029296875,1090.0,3106413.0,7.35370638207915,0.5391275613721016,1160.7462433886717,25.45356311207038,1211.6533696128124,1109.839117164531,1162.5674971856452,1192.5209709579665,1132.6140234133238,False,0.012604134694378212,high_volatility,09:44:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.10984571448472817,0.8901542855152719,0.0,-0.0011424896100621132,0.5391275613721016,2.8302004897592115,0.553869166138532,1.7433285325923142,1.2604134694378213,-0.5864889994248066,5.660840631164821,6.222843168194572,3.613743162926227,0.16578895840194977,1,0
2026-07-30 09:45:00-04:00,1188.239990234375,1195.0,1186.27001953125,1192.9749755859375,120373,0.0,0.0,2026-07-30,1156.418162582047,1182.2780076874847,1164.0798542973334,1136.946425712999,69.18596031491593,14.217825753348214,32.69997947484302,10.311213219708891,54.15876164659018,19.91433802006827,19.107055200279042,0.8072828197892292,1195.25,1106.82,1195.25,1090.0,3226786.0,6.919434613400388,0.4917406621849948,1164.6064921679686,24.09148345242167,1212.789459072812,1116.4235252631252,1165.4634475094826,1193.899099016179,1137.0277960027863,False,0.011917958083207097,high_volatility,09:45:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.5423821242798814,0.2319620784160188,0.2256557973040998,0.0,0.4917406621849948,3.1612105539977486,0.46020376884159386,1.1158610090447052,1.1917958083207096,-0.19033879222443004,6.081885652990474,6.222843168194572,3.8965599700640072,0.5620366052853973,1,0
2026-07-30 09:46:00-04:00,1193.010009765625,1206.1099853515625,1192.9549560546875,1203.260009765625,209689,0.0,0.0,2026-07-30,1158.2399571335156,1186.4744081031126,1167.6416866126326,1139.5469584209452,68.93628164839937,13.455330984933036,36.85979826089912,9.482436141282248,54.51002744077715,20.482720224452578,19.38218820511375,1.1005320193388286,1195.25,1113.06,1195.25,1090.0,3436475.0,7.5126056322667,0.8214270114804071,1168.81047265625,23.06134548721213,1214.9331636306745,1122.6877816818258,1169.0631201053056,1195.9737820751718,1142.1524581354395,False,0.011182396884904295,high_volatility,09:46:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.7791696824601452,0.2166453241282037,0.00418499341165117,2.9367070059452894e-05,0.8214270114804071,3.88693658467178,1.0828578258282207,2.1824747692755553,1.1182396884904295,-0.2362948338502293,6.996452883749718,7.179109758960411,3.008489510004255,0.8564278399765611,1,0
2026-07-30 09:47:00-04:00,1203.2550048828125,1208.5,1199.9105224609375,1205.5550537109375,144476,0.0,0.0,2026-07-30,1159.5172794965079,1190.2905372246776,1171.0883563488421,1142.1355111774155,76.24009196080198,12.532435825892858,36.37647991909505,8.975176208662113,54.932142047761744,20.87769303293294,19.681289170677587,1.1964038622553517,1206.1099853515625,1113.06,1206.1099853515625,1090.0,3580951.0,7.608098910216499,0.5503892698549722,1173.0722253417966,21.447948052182813,1215.9681214461623,1130.176329237431,1172.538542353461,1197.6034140052468,1147.4736707016752,False,0.0103955732152717,high_volatility,09:47:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.267775172315782,0.3428551126270163,0.38936971505720175,-4.159435842493655e-06,0.5503892698549722,3.9704258857117187,1.4572025532609167,2.4839942485556987,1.03955732152717,-0.2436860810146876,7.200533098639096,7.3895604258586784,2.81238978860372,0.46821016034274116,1,0
2026-07-30 09:48:00-04:00,1206.2198486328125,1209.449951171875,1203.969970703125,1208.43994140625,105203,0.0,0.0,2026-07-30,1160.455716078058,1193.9204180609922,1174.4839549904245,1144.7356849118796,74.41907978769532,12.075291224888392,35.70143311486592,8.656994845897342,55.36327345591204,21.17935572714714,19.980902481971498,1.1984532451756422,1208.5,1120.32,1208.5,1090.0,3686154.0,7.375842247518727,0.3929032932722832,1177.2227224121093,19.70417564992324,1216.6310737119559,1137.8143711122627,1175.9577232156314,1200.1083056654081,1151.8071407658547,False,0.009992462853252344,high_volatility,09:48:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.40512786242537646,0.1843090082865544,0.41056312928806915,0.0005514430218869848,0.3929032932722832,4.134946699246931,1.2963361459209732,2.007319107631478,0.9992462853252344,-0.08350984384648319,7.457063480984752,7.473207552361682,2.566947555138926,0.3698959749644933,1,0
2026-07-30 09:49:00-04:00,1208.949951171875,1216.989990234375,1208.5,1209.8599853515625,140041,0.0,0.0,2026-07-30,1161.763760990044,1197.1083315191063,1177.6999577505278,1147.2895790467692,70.71280244208627,11.608154296875,38.65208652601096,8.170313455502683,56.05881352280342,21.287620822500458,20.242246150077293,1.045374672423165,1209.449951171875,1124.0,1209.449951171875,1090.0,3826195.0,6.5937151196950206,0.5096847230883821,1180.9647216796875,18.325860654208793,1217.616442988105,1144.31300037127,1179.18651008572,1202.40281867947,1155.97020149197,False,0.009594626186022583,high_volatility,09:49:00,True,False,1136.97,997.0,1182.4000244140625,1124.579345703125,1324.0,1163.0899658203125,1258.5799560546875,0.10718907260963335,0.8398130841121495,0.05299784327821711,0.0004220398119473659,0.5096847230883821,4.139931540000132,0.5485078480438332,3.493510701539271,0.9594626186022583,-0.5858721057713352,7.583336824945612,8.137139152186606,2.4465620769610217,0.4016981642838845,1,0
