ticker,side,entry_time,exit_time,entry_price,exit_price,shares,notional,duration_min,pnl,pnl_pct,reason
SNDK,SHORT,2026-08-26 11:11:00-04:00,2026-08-26 11:12:00-04:00,1496.2950439453125,1492.8800048828125,66,98755.47290039062,1,225.392578125,0.22823299965596994,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 11:20:00-04:00,2026-08-26 11:22:00-04:00,1494.1824951171875,1492.4949951171875,66,98616.04467773438,2,111.375,0.11293801162271351,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 11:29:00-04:00,2026-08-26 11:30:00-04:00,1500.260009765625,1498.075439453125,66,99017.16064453125,1,144.181640625,0.14561278033674174,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 11:32:00-04:00,2026-08-26 11:34:00-04:00,1498.0,1496.2049560546875,66,98868.0,2,118.472900390625,0.11982936884596129,SIGNAL_DECAY
SNDK,LONG,2026-08-26 11:44:00-04:00,2026-08-26 11:45:00-04:00,1510.5699462890625,1508.4891357421875,66,99697.61645507812,1,-137.33349609375,-0.13775002951613183,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 11:46:00-04:00,2026-08-26 11:48:00-04:00,1508.5784912109375,1506.969970703125,66,99566.18041992188,2,106.162353515625,0.10662491326661691,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:04:00-04:00,2026-08-26 12:05:00-04:00,1496.5699462890625,1498.43994140625,66,98773.61645507812,1,-123.419677734375,-0.12495206935194665,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:08:00-04:00,2026-08-26 12:10:00-04:00,1499.26123046875,1497.1800537109375,66,98951.2412109375,2,137.357666015625,0.13881348463615054,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:17:00-04:00,2026-08-26 12:19:00-04:00,1496.1199951171875,1499.030029296875,66,98743.91967773438,2,-192.062255859375,-0.19450539991343166,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:20:00-04:00,2026-08-26 12:21:00-04:00,1499.489990234375,1502.8599853515625,66,98966.33935546875,1,-222.419677734375,-0.22474275514575187,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:25:00-04:00,2026-08-26 12:26:00-04:00,1501.8974609375,1501.5,66,99125.232421875,1,26.232421875,0.026463919664122794,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:29:00-04:00,2026-08-26 12:31:00-04:00,1503.3399658203125,1504.97998046875,66,99220.43774414062,2,-108.240966796875,-0.1090914021927575,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:38:00-04:00,2026-08-26 12:40:00-04:00,1498.81005859375,1499.47998046875,66,98921.4638671875,2,-44.21484375,-0.04469691614083177,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:42:00-04:00,2026-08-26 12:43:00-04:00,1499.219970703125,1497.9000244140625,66,98948.51806640625,1,87.116455078125,0.08804220293593429,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:44:00-04:00,2026-08-26 12:45:00-04:00,1497.699951171875,1498.8699951171875,66,98848.19677734375,1,-77.222900390625,-0.07812272040184012,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:55:00-04:00,2026-08-26 12:56:00-04:00,1500.0,1501.760009765625,66,99000.0,1,-116.16064453125,-0.117333984375,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 12:57:00-04:00,2026-08-26 12:58:00-04:00,1501.8800048828125,1503.1949462890625,66,99124.08032226562,1,-86.7861328125,-0.08755302700448438,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:02:00-04:00,2026-08-26 13:03:00-04:00,1502.510009765625,1503.949951171875,66,99165.66064453125,1,-95.0361328125,-0.09583572800786964,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:05:00-04:00,2026-08-26 13:06:00-04:00,1502.25,1503.3199462890625,66,99148.5,1,-70.616455078125,-0.07122291822682643,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:07:00-04:00,2026-08-26 13:08:00-04:00,1504.3349609375,1504.3800048828125,66,99286.107421875,1,-2.972900390625,-0.0029942763069488636,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:09:00-04:00,2026-08-26 13:10:00-04:00,1503.7449951171875,1505.0,66,99247.16967773438,1,-82.830322265625,-0.08345862409435298,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:12:00-04:00,2026-08-26 13:13:00-04:00,1507.4515380859375,1507.3349609375,66,99491.80151367188,1,7.694091796875,0.0077333927819346,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:15:00-04:00,2026-08-26 13:16:00-04:00,1506.5050048828125,1507.57275390625,66,99429.33032226562,1,-70.471435546875,-0.07087590283316435,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:20:00-04:00,2026-08-26 13:21:00-04:00,1506.85009765625,1505.34912109375,66,99452.1064453125,1,99.064453125,0.09961021105115993,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:23:00-04:00,2026-08-26 13:24:00-04:00,1504.050048828125,1506.4000244140625,66,99267.30322265625,1,-155.098388671875,-0.15624317739748586,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:28:00-04:00,2026-08-26 13:30:00-04:00,1506.010009765625,1505.81005859375,66,99396.66064453125,2,13.19677734375,0.013276881998023219,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:32:00-04:00,2026-08-26 13:33:00-04:00,1506.4000244140625,1506.9100341796875,66,99422.40161132812,1,-33.66064453125,-0.03385619738179281,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:37:00-04:00,2026-08-26 13:38:00-04:00,1507.6600341796875,1509.3599853515625,66,99505.56225585938,1,-112.19677734375,-0.11275427704760625,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:39:00-04:00,2026-08-26 13:40:00-04:00,1508.93505859375,1509.72998046875,66,99589.7138671875,1,-52.46484375,-0.05268098653237114,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:45:00-04:00,2026-08-26 13:46:00-04:00,1506.1800537109375,1507.1400146484375,66,99407.88354492188,1,-63.357421875,-0.06373480614982525,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 13:53:00-04:00,2026-08-26 13:54:00-04:00,1504.7149658203125,1504.655029296875,66,99311.18774414062,1,3.955810546875,0.003983247644833845,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:05:00-04:00,2026-08-26 14:06:00-04:00,1500.1500244140625,1499.905029296875,66,99009.90161132812,1,16.169677734375,0.016331374409248943,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:07:00-04:00,2026-08-26 14:08:00-04:00,1499.510009765625,1499.47998046875,66,98967.66064453125,1,1.98193359375,0.0020026072970125495,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:10:00-04:00,2026-08-26 14:11:00-04:00,1499.300048828125,1497.4375,66,98953.80322265625,1,122.92822265625,0.12422789084685189,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:22:00-04:00,2026-08-26 14:23:00-04:00,1496.8299560546875,1496.905029296875,66,98790.77709960938,1,-4.954833984375,-0.005015482345461368,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:24:00-04:00,2026-08-26 14:25:00-04:00,1497.5,1496.22998046875,66,98835.0,1,83.8212890625,0.08480931761268781,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:26:00-04:00,2026-08-26 14:27:00-04:00,1497.0,1497.949951171875,66,98802.0,1,-62.69677734375,-0.06345699210921844,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:30:00-04:00,2026-08-26 14:31:00-04:00,1497.31005859375,1498.239990234375,66,98822.4638671875,1,-61.37548828125,-0.062106818510147266,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:37:00-04:00,2026-08-26 14:38:00-04:00,1500.14599609375,1500.0,66,99009.6357421875,1,9.6357421875,0.009732125681777719,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:41:00-04:00,2026-08-26 14:42:00-04:00,1499.5389404296875,1498.469970703125,66,98969.57006835938,1,70.552001953125,0.07128656000464986,SIGNAL_DECAY
SNDK,SHORT,2026-08-26 14:50:00-04:00,2026-08-26 14:51:00-04:00,1498.5999755859375,1498.530029296875,66,98907.59838867188,1,4.616455078125,0.004667442292940897,SIGNAL_DECAY
TSLA,LONG,2026-08-26 09:34:00-04:00,2026-08-26 09:35:00-04:00,343.7189025878906,343.885009765625,290,99678.48175048828,1,48.17108154296875,0.04832645993098985,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 09:44:00-04:00,2026-08-26 09:50:00-04:00,348.42999267578125,346.9100036621094,287,99999.40789794922,6,436.2368469238281,0.4362394299064389,SIGNAL_DECAY
TSLA,LONG,2026-08-26 09:54:00-04:00,2026-08-26 09:55:00-04:00,348.2300109863281,347.95001220703125,287,99942.01315307617,1,-80.35964965820312,-0.0804062747216431,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:00:00-04:00,2026-08-26 10:01:00-04:00,348.94000244140625,348.8999938964844,286,99796.84069824219,1,-11.44244384765625,-0.011465737560024579,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 10:04:00-04:00,2026-08-26 10:05:00-04:00,348.489990234375,348.44000244140625,286,99668.13720703125,1,14.2965087890625,0.014344111558306448,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:06:00-04:00,2026-08-26 10:07:00-04:00,348.4849853515625,348.56500244140625,286,99666.70581054688,1,22.8848876953125,0.022961416763200362,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 10:08:00-04:00,2026-08-26 10:09:00-04:00,348.2200012207031,348.2200012207031,287,99939.1403503418,1,0.0,0.0,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 10:19:00-04:00,2026-08-26 10:21:00-04:00,349.1675109863281,348.0299987792969,286,99861.90814208984,2,325.3284912109375,0.32577836460729304,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:28:00-04:00,2026-08-26 10:29:00-04:00,345.9971923828125,346.25,289,99993.18859863281,1,73.0614013671875,0.07306637821147195,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:33:00-04:00,2026-08-26 10:34:00-04:00,346.4010925292969,346.125,288,99763.5146484375,1,-79.5146484375,-0.07970313467574426,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:35:00-04:00,2026-08-26 10:36:00-04:00,346.1059875488281,346.9800109863281,288,99678.5244140625,1,251.71875,0.25253057414289726,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:41:00-04:00,2026-08-26 10:42:00-04:00,346.4909973144531,345.80999755859375,288,99789.4072265625,1,-196.1279296875,-0.19654183258370292,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:43:00-04:00,2026-08-26 10:44:00-04:00,346.05999755859375,345.864990234375,1098,379973.87731933594,1,-214.1180419921875,-0.05635072692437732,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:47:00-04:00,2026-08-26 10:48:00-04:00,345.4100036621094,344.9700012207031,289,99823.49105834961,1,-127.16070556640625,-0.12738555245686337,SIGNAL_DECAY
TSLA,LONG,2026-08-26 10:58:00-04:00,2026-08-26 10:59:00-04:00,343.7582092285156,343.510009765625,1105,379852.82119750977,1,-274.2604064941406,-0.07220175583519889,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:02:00-04:00,2026-08-26 11:04:00-04:00,344.239990234375,344.3599853515625,290,99829.59716796875,2,34.798583984375,0.03485798297455261,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:05:00-04:00,2026-08-26 11:06:00-04:00,344.42999267578125,344.8699951171875,290,99884.69787597656,1,127.6007080078125,0.12774800417001808,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:08:00-04:00,2026-08-26 11:09:00-04:00,345.2099914550781,344.9100036621094,289,99765.68753051758,1,-86.69647216796875,-0.08690008991463016,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:10:00-04:00,2026-08-26 11:11:00-04:00,344.7749938964844,344.8399963378906,290,99984.74822998047,1,18.8507080078125,0.018853583513010346,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:13:00-04:00,2026-08-26 11:14:00-04:00,344.7850036621094,344.4150085449219,290,99987.65106201172,1,-107.298583984375,-0.10731183585643901,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:16:00-04:00,2026-08-26 11:17:00-04:00,344.4049987792969,344.1300048828125,290,99877.4496459961,1,-79.74822998046875,-0.07984608163617213,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:22:00-04:00,2026-08-26 11:23:00-04:00,343.7850036621094,344.0950012207031,290,99697.65106201172,1,89.8992919921875,0.0901719258523657,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:35:00-04:00,2026-08-26 11:36:00-04:00,343.4620056152344,343.4800109863281,291,99947.4436340332,1,5.23956298828125,0.005242318160198668,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:41:00-04:00,2026-08-26 11:42:00-04:00,343.69000244140625,344.1400146484375,290,99670.10070800781,1,130.5035400390625,0.13093549531106016,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:43:00-04:00,2026-08-26 11:44:00-04:00,344.0899963378906,344.1300048828125,290,99786.09893798828,1,11.60247802734375,0.011627349050446465,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:49:00-04:00,2026-08-26 11:50:00-04:00,344.260009765625,344.1600036621094,290,99835.40283203125,1,-29.00177001953125,-0.029049584813440856,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:56:00-04:00,2026-08-26 11:58:00-04:00,344.7200012207031,344.5350036621094,290,99968.8003540039,2,-53.6492919921875,-0.05366603560531649,SIGNAL_DECAY
TSLA,LONG,2026-08-26 11:59:00-04:00,2026-08-26 12:00:00-04:00,344.3699951171875,343.82000732421875,290,99867.29858398438,1,-159.4964599609375,-0.15970839526294728,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:03:00-04:00,2026-08-26 12:05:00-04:00,344.1400146484375,344.430908203125,290,99800.60424804688,2,84.359130859375,0.08452767545345391,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:18:00-04:00,2026-08-26 12:19:00-04:00,344.2749938964844,344.38720703125,1103,379735.31826782227,1,123.77108764648438,0.032594041610633194,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:20:00-04:00,2026-08-26 12:22:00-04:00,344.243408203125,344.0899963378906,290,99830.58837890625,2,-44.48944091796875,-0.044564939103743845,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:24:00-04:00,2026-08-26 12:25:00-04:00,343.8599853515625,344.0150146484375,1105,379965.28381347656,1,171.307373046875,0.045085006537325945,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:26:00-04:00,2026-08-26 12:27:00-04:00,343.7550048828125,343.7699890136719,290,99688.95141601562,1,4.34539794921875,0.0043589564214441484,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:35:00-04:00,2026-08-26 12:36:00-04:00,344.94000244140625,344.40350341796875,289,99687.6607055664,1,-155.0482177734375,-0.15553401160789787,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:38:00-04:00,2026-08-26 12:39:00-04:00,344.4100036621094,344.260009765625,290,99878.90106201172,1,-43.49822998046875,-0.043550969742310285,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:40:00-04:00,2026-08-26 12:44:00-04:00,344.1499938964844,344.614990234375,290,99803.49822998047,4,134.84893798828125,0.1351144402549342,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:50:00-04:00,2026-08-26 12:51:00-04:00,344.885009765625,344.7200012207031,289,99671.76782226562,1,-47.687469482421875,-0.047844510561363796,SIGNAL_DECAY
TSLA,LONG,2026-08-26 12:52:00-04:00,2026-08-26 12:53:00-04:00,344.6199951171875,344.4849853515625,290,99939.79858398438,1,-39.15283203125,-0.0391764167889011,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:09:00-04:00,2026-08-26 13:10:00-04:00,345.489990234375,345.19000244140625,289,99846.60717773438,1,86.69647216796875,0.08682966263805297,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:22:00-04:00,2026-08-26 13:23:00-04:00,346.68499755859375,346.79998779296875,288,99845.279296875,1,-33.1171875,-0.03316850604577007,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:29:00-04:00,2026-08-26 13:30:00-04:00,346.7900085449219,346.5899963378906,288,99875.5224609375,1,57.603515625,0.057675308429579845,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:37:00-04:00,2026-08-26 13:38:00-04:00,346.5350036621094,346.6600036621094,288,99802.0810546875,1,-36.0,-0.036071392118841146,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:44:00-04:00,2026-08-26 13:47:00-04:00,346.67999267578125,346.4549865722656,288,99843.837890625,3,64.8017578125,0.06490311188106349,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:49:00-04:00,2026-08-26 13:50:00-04:00,346.20001220703125,346.6400146484375,288,99705.603515625,1,-126.720703125,-0.12709486594215483,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:55:00-04:00,2026-08-26 13:56:00-04:00,346.70001220703125,346.5950012207031,288,99849.603515625,1,30.2431640625,0.030288717228373757,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 13:59:00-04:00,2026-08-26 14:01:00-04:00,346.6199951171875,346.4599914550781,288,99826.55859375,2,46.0810546875,0.04616111717827471,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 14:02:00-04:00,2026-08-26 14:03:00-04:00,346.4320983886719,346.07501220703125,288,99772.4443359375,1,102.8408203125,0.1030753741646653,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 14:05:00-04:00,2026-08-26 14:06:00-04:00,345.7879943847656,345.8500061035156,289,99932.73037719727,1,-17.92138671875,-0.017933450483245593,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 14:07:00-04:00,2026-08-26 14:08:00-04:00,345.8500061035156,345.6171875,289,99950.65176391602,1,67.28457641601562,0.06731779656118918,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 14:09:00-04:00,2026-08-26 14:11:00-04:00,345.5199890136719,345.2770080566406,289,99855.27682495117,2,70.22149658203125,0.07032327065211717,SIGNAL_DECAY
TSLA,LONG,2026-08-26 14:14:00-04:00,2026-08-26 14:16:00-04:00,344.6499938964844,344.79998779296875,290,99948.49822998047,2,43.49822998046875,0.043520643882392074,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 14:16:00-04:00,2026-08-26 14:17:00-04:00,344.79998779296875,345.07501220703125,290,99991.99645996094,1,-79.757080078125,-0.07976346397890109,SIGNAL_DECAY
TSLA,LONG,2026-08-26 14:31:00-04:00,2026-08-26 14:32:00-04:00,344.9100036621094,345.32000732421875,289,99678.99105834961,1,118.49105834960938,0.11887265018588286,SIGNAL_DECAY
TSLA,SHORT,2026-08-26 14:49:00-04:00,2026-08-26 14:51:00-04:00,346.135009765625,345.9599914550781,288,99686.8828125,2,50.4052734375,0.050563596749541,SIGNAL_DECAY
MSTR,LONG,2026-08-26 09:32:00-04:00,2026-08-26 09:33:00-04:00,123.08000183105469,123.65540313720703,812,99940.9614868164,1,467.2258605957031,0.46750186674693606,SIGNAL_DECAY
MSTR,LONG,2026-08-26 09:35:00-04:00,2026-08-26 09:36:00-04:00,124.2300033569336,124.0999984741211,804,99880.92269897461,1,-104.52392578125,-0.10464853843638257,SIGNAL_DECAY
MSTR,LONG,2026-08-26 09:42:00-04:00,2026-08-26 09:43:00-04:00,123.94000244140625,124.67500305175781,806,99895.64196777344,1,592.4104919433594,0.5930293657199504,SIGNAL_DECAY
MSTR,LONG,2026-08-26 09:44:00-04:00,2026-08-26 09:45:00-04:00,124.80999755859375,125.49500274658203,801,99972.8080444336,1,548.6891555786133,0.5488383954712411,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 09:54:00-04:00,2026-08-26 09:55:00-04:00,124.02999877929688,124.51000213623047,806,99968.17901611328,1,-386.88270568847656,-0.38700585475916016,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 10:03:00-04:00,2026-08-26 10:05:00-04:00,124.41999816894531,124.44999694824219,803,99909.25852966309,2,-24.089019775390625,-0.024110898359073086,SIGNAL_DECAY
MSTR,LONG,2026-08-26 10:05:00-04:00,2026-08-26 10:06:00-04:00,124.44999694824219,124.81500244140625,803,99933.34754943848,1,293.0994110107422,0.29329489924846325,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 10:11:00-04:00,2026-08-26 10:12:00-04:00,125.08000183105469,125.0999984741211,799,99938.9214630127,1,-15.977317810058594,-0.015987082486148087,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 10:16:00-04:00,2026-08-26 10:17:00-04:00,124.7249984741211,124.55500030517578,801,99904.723777771,1,136.1685333251953,0.13629839328527635,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 10:23:00-04:00,2026-08-26 10:24:00-04:00,124.01000213623047,123.8949966430664,806,99952.06172180176,1,92.69442749023438,0.09273888491488282,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 10:30:00-04:00,2026-08-26 10:31:00-04:00,124.06999969482422,123.87000274658203,805,99876.3497543335,1,160.99754333496094,0.16119686365287442,SIGNAL_DECAY
MSTR,LONG,2026-08-26 10:32:00-04:00,2026-08-26 10:33:00-04:00,123.9000015258789,123.67500305175781,807,99987.30123138428,1,-181.57376861572266,-0.1815968291768733,SIGNAL_DECAY
MSTR,LONG,2026-08-26 10:34:00-04:00,2026-08-26 10:35:00-04:00,123.7300033569336,123.72989654541016,808,99973.84271240234,1,-0.0863037109375,-8.632629155385414e-05,SIGNAL_DECAY
MSTR,SHORT,2026-08-26 10:38:00-04:00,2026-08-26 10:39:00-04:00,123.47799682617188,123.25,809,99893.69943237305,1,184.44943237304688,0.1846457118128027,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:04:00-04:00,2026-08-26 11:05:00-04:00,121.01000213623047,121.4800033569336,826,99954.26176452637,1,388.22100830078125,0.38839865499217796,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:10:00-04:00,2026-08-26 11:12:00-04:00,122.51000213623047,122.01000213623047,816,99968.16174316406,2,-408.0,-0.40812994145898607,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:19:00-04:00,2026-08-26 11:20:00-04:00,122.11000061035156,121.97699737548828,3111,379884.2118988037,1,-413.77306365966797,-0.1089208371128337,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:33:00-04:00,2026-08-26 11:34:00-04:00,122.4749984741211,122.41000366210938,816,99939.59875488281,1,-53.0357666015625,-0.05306782022573539,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:35:00-04:00,2026-08-26 11:36:00-04:00,122.48500061035156,122.45089721679688,816,99947.76049804688,1,-27.828369140625,-0.027842914140301128,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:42:00-04:00,2026-08-26 11:43:00-04:00,122.55999755859375,122.30500030517578,815,99886.3980102539,1,-207.82276153564453,-0.2080591208367633,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:49:00-04:00,2026-08-26 11:50:00-04:00,122.6050033569336,122.27999877929688,815,99923.07773590088,1,-264.8787307739258,-0.2650826383410714,SIGNAL_DECAY
MSTR,LONG,2026-08-26 11:58:00-04:00,2026-08-26 12:00:00-04:00,122.2300033569336,122.1050033569336,818,99984.14274597168,2,-102.25,-0.1022662166137536,SIGNAL_DECAY
