date,fill_time,signal_data_cutoff,symbol,quantity,side,reference_price,fill_price,slippage_cost,commission_cost,cost,notional,shares_after,cash_after,equity_after,gross_exposure_after,net_exposure_after,reason
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,SNDK,43,buy,1516.385009765625,1517.1432022705078,32.60227770996094,0.0,32.60227770996094,65204.555419921875,43,34762.84230236817,99967.39772229004,0.652258205230674,0.652258205230674,policy_rebalance
2026-08-31,2026-08-31T09:40:00-04:00,2026-08-31T09:40:00-04:00,SNDK,-18,sell,1511.5,1510.7442500000002,13.6035,0.0,13.6035,27207.0,25,61956.23880236817,99743.73880236817,0.37884583487362544,0.37884583487362544,policy_rebalance
2026-08-31,2026-08-31T09:45:00-04:00,2026-08-31T09:45:00-04:00,SNDK,-25,sell,1530.4000244140625,1529.6348244018554,19.13000030517578,0.0,19.13000030517578,38260.00061035156,0,100197.10941241456,100197.10941241456,0.0,0.0,policy_rebalance
2026-08-31,2026-08-31T10:30:00-04:00,2026-08-31T10:30:00-04:00,MSTR,52,buy,126.61000061035156,126.67330561065673,3.2918600158691405,0.0,3.2918600158691405,6583.720031738281,52,93610.0975206604,100193.81755239869,0.06570984310778628,0.06570984310778628,policy_rebalance
2026-08-31,2026-08-31T11:55:00-04:00,2026-08-31T11:55:00-04:00,SNDK,6,buy,1512.5799560546875,1513.3362460327148,4.537739868164063,0.0,4.537739868164063,9075.479736328125,6,84530.08004446412,100360.35946340943,0.15773438341177826,0.15773438341177826,policy_rebalance
2026-08-31,2026-08-31T12:00:00-04:00,2026-08-31T12:00:00-04:00,SNDK,-6,sell,1513.47998046875,1512.7232404785157,4.54043994140625,0.0,4.54043994140625,9080.8798828125,0,93606.41948733521,100359.13951907349,0.06728555131199497,0.06728555131199497,policy_rebalance
2026-08-31,2026-08-31T12:05:00-04:00,2026-08-31T12:05:00-04:00,SNDK,4,buy,1506.47998046875,1507.2332204589843,3.0129599609375,0.0,3.0129599609375,6025.919921875,4,87577.48660549927,100350.40652737427,0.12728319061060023,0.12728319061060023,policy_rebalance
2026-08-31,2026-08-31T12:10:00-04:00,2026-08-31T12:10:00-04:00,SNDK,19,buy,1500.875244140625,1501.6256817626952,14.258314819335938,0.0,14.258314819335938,28516.629638671875,23,59046.59865200806,100317.10939419556,0.41140051773237646,0.41140051773237646,policy_rebalance
2026-08-31,2026-08-31T12:20:00-04:00,2026-08-31T12:20:00-04:00,SNDK,-12,sell,1499.06005859375,1498.3105285644533,8.9943603515625,0.0,8.9943603515625,17988.720703125,11,77026.3249947815,100292.62602017213,0.23198416422670007,0.23198416422670007,policy_rebalance
2026-08-31,2026-08-31T12:20:00-04:00,2026-08-31T12:20:00-04:00,MSTR,-1,sell,130.32000732421875,130.25484732055665,0.06516000366210938,0.0,0.06516000366210938,130.32000732421875,51,77156.57984210206,100292.56086016847,0.23068491640495084,0.23068491640495084,policy_rebalance
