bar_open_et,open,high,low,close,volume,bar_vwap_proxy,running_high,running_low,available_at,opening_low,below_opening_low
2026-09-15 09:30:00-04:00,1569.7099609375,1579.989990234375,1555.550048828125,1572.280029296875,569439.0,1569.2733561197917,1579.989990234375,1555.550048828125,2026-09-15 09:35:00-04:00,,
2026-09-15 09:35:00-04:00,1572.5400390625,1578.4814453125,1550.010009765625,1550.2587890625,275354.0,1566.1149917323305,1579.989990234375,1550.010009765625,2026-09-15 09:40:00-04:00,,
2026-09-15 09:40:00-04:00,1550.6199951171875,1557.849853515625,1546.1500244140625,1549.6700439453125,195439.0,1563.3171390269736,1579.989990234375,1546.1500244140625,2026-09-15 09:45:00-04:00,1546.1500244140625,False
2026-09-15 09:45:00-04:00,1550.1600341796875,1565.0999755859375,1550.0899658203125,1564.5050048828125,193643.0,1562.7805925714176,1579.989990234375,1546.1500244140625,2026-09-15 09:50:00-04:00,1546.1500244140625,False
2026-09-15 09:50:00-04:00,1564.4100341796875,1565.43994140625,1551.81005859375,1555.5401611328125,114869.0,1562.3390957306299,1579.989990234375,1546.1500244140625,2026-09-15 09:55:00-04:00,1546.1500244140625,False
2026-09-15 09:55:00-04:00,1556.4300537109375,1561.9300537109375,1549.0,1557.39501953125,125708.0,1561.80787897322,1579.989990234375,1546.1500244140625,2026-09-15 10:00:00-04:00,1546.1500244140625,False
2026-09-15 10:00:00-04:00,1557.0,1564.0,1556.1300048828125,1559.2349853515625,102321.0,1561.676825065971,1579.989990234375,1546.1500244140625,2026-09-15 10:05:00-04:00,1546.1500244140625,False
2026-09-15 10:05:00-04:00,1559.2550048828125,1568.0,1558.0,1565.0,100644.0,1561.7962143520342,1579.989990234375,1546.1500244140625,2026-09-15 10:10:00-04:00,1546.1500244140625,False
2026-09-15 10:10:00-04:00,1565.0250244140625,1567.199951171875,1558.170654296875,1559.2900390625,122090.0,1561.779750335334,1579.989990234375,1546.1500244140625,2026-09-15 10:15:00-04:00,1546.1500244140625,False
2026-09-15 10:15:00-04:00,1559.2750244140625,1565.449951171875,1558.8800048828125,1564.074951171875,76252.0,1561.8212912827817,1579.989990234375,1546.1500244140625,2026-09-15 10:20:00-04:00,1546.1500244140625,False
2026-09-15 10:20:00-04:00,1564.21875,1566.4300537109375,1556.4901123046875,1562.3599853515625,98025.0,1561.81824984964,1579.989990234375,1546.1500244140625,2026-09-15 10:25:00-04:00,1546.1500244140625,False
2026-09-15 10:25:00-04:00,1563.175048828125,1565.5899658203125,1554.6099853515625,1563.7049560546875,97688.0,1561.793886981627,1579.989990234375,1546.1500244140625,2026-09-15 10:30:00-04:00,1546.1500244140625,False
2026-09-15 10:30:00-04:00,1563.5350341796875,1568.06005859375,1558.56005859375,1561.4200439453125,111417.0,1561.839117883647,1579.989990234375,1546.1500244140625,2026-09-15 10:35:00-04:00,1546.1500244140625,False
2026-09-15 10:35:00-04:00,1561.050048828125,1563.344970703125,1554.31005859375,1554.8006591796875,83128.0,1561.6793970897584,1579.989990234375,1546.1500244140625,2026-09-15 10:40:00-04:00,1546.1500244140625,False
2026-09-15 10:40:00-04:00,1555.1500244140625,1555.5400390625,1550.10009765625,1553.0400390625,100037.0,1561.3079239118601,1579.989990234375,1546.1500244140625,2026-09-15 10:45:00-04:00,1546.1500244140625,False
2026-09-15 10:45:00-04:00,1552.824951171875,1554.5499267578125,1548.02001953125,1549.530029296875,80030.0,1560.9608578250243,1579.989990234375,1546.1500244140625,2026-09-15 10:50:00-04:00,1546.1500244140625,False
2026-09-15 10:50:00-04:00,1549.8800048828125,1549.8800048828125,1540.0999755859375,1543.530029296875,140005.0,1560.0698849077296,1579.989990234375,1540.0999755859375,2026-09-15 10:55:00-04:00,1546.1500244140625,True
2026-09-15 10:55:00-04:00,1543.60498046875,1545.1600341796875,1540.0,1542.760009765625,102587.0,1559.4048445308713,1579.989990234375,1540.0,2026-09-15 11:00:00-04:00,1546.1500244140625,True
2026-09-15 11:00:00-04:00,1542.6199951171875,1545.1988525390625,1539.199951171875,1541.4949951171875,77438.0,1558.916600848134,1579.989990234375,1539.199951171875,2026-09-15 11:05:00-04:00,1546.1500244140625,True
2026-09-15 11:05:00-04:00,1541.4949951171875,1542.3505859375,1535.242431640625,1535.5,73098.0,1558.370300951371,1579.989990234375,1535.242431640625,2026-09-15 11:10:00-04:00,1546.1500244140625,True
2026-09-15 11:10:00-04:00,1535.5050048828125,1537.4898681640625,1528.0,1537.1300048828125,154258.0,1557.1251104449236,1579.989990234375,1528.0,2026-09-15 11:15:00-04:00,1546.1500244140625,True
2026-09-15 11:15:00-04:00,1537.1300048828125,1538.3599853515625,1533.182373046875,1534.0,61531.0,1556.6831281937725,1579.989990234375,1528.0,2026-09-15 11:20:00-04:00,1546.1500244140625,True
