date,hour,symbol,direction,gross_pnl,costs,net_pnl
2026-09-02,13,SNDK,long,17.710205078125,0.0,17.710205078125
2026-09-02,13,SNDK,long,-5.10986328125,0.0,-5.10986328125
2026-09-02,13,SNDK,long,-16.3096923828125,0.0,-16.3096923828125
2026-09-02,13,SNDK,long,5.7396240234375,0.0,5.7396240234375
2026-09-02,13,SNDK,long,43.539794921875,0.0,43.539794921875
2026-09-02,13,SNDK,long,5.74560546875,0.0,5.74560546875
2026-09-02,13,SNDK,long,-2.94287109375,0.0,-2.94287109375
2026-09-02,13,SNDK,long,7.0400390625,0.0,7.0400390625
2026-09-02,13,SNDK,long,-0.02001953125,0.0,-0.02001953125
2026-09-02,13,SNDK,long,-11.14013671875,0.0,-11.14013671875
2026-09-02,13,SNDK,long,2.4404296875,0.0,2.4404296875
2026-09-02,13,SNDK,long,8.599853515625,0.0,8.599853515625
2026-09-02,13,SNDK,long,-0.4644775390625,0.0,-0.4644775390625
2026-09-02,13,SNDK,short,5.8974609375,0.0,5.8974609375
2026-09-02,13,SNDK,short,-3.6806640625,0.0,-3.6806640625
2026-09-02,13,SNDK,short,3.8853759765625,0.0,3.8853759765625
2026-09-02,13,SNDK,short,-1.75,0.0,-1.75
2026-09-02,13,SNDK,short,-2.1309814453125,0.0,-2.1309814453125
2026-09-02,13,SNDK,short,-0.1190185546875,0.0,-0.1190185546875
2026-09-02,13,SNDK,short,1.4549560546875,0.0,1.4549560546875
2026-09-02,13,SNDK,short,0.4000244140625,0.0,0.4000244140625
2026-09-02,14,SNDK,short,16.5198974609375,0.0,16.5198974609375
2026-09-02,14,SNDK,short,-5.039794921875,0.0,-5.039794921875
2026-09-02,14,SNDK,short,1.4100341796875,0.0,1.4100341796875
2026-09-02,14,SNDK,short,-0.260009765625,0.0,-0.260009765625
2026-09-02,14,SNDK,short,0.0599365234375,0.0,0.0599365234375
2026-09-02,14,SNDK,short,0.2900390625,0.0,0.2900390625
2026-09-02,14,SNDK,short,16.03369140625,0.0,16.03369140625
2026-09-02,14,SNDK,short,-0.493896484375,0.0,-0.493896484375
2026-09-02,14,SNDK,short,-31.009521484375,0.0,-31.009521484375
2026-09-02,14,SNDK,short,-0.70068359375,0.0,-0.70068359375
2026-09-02,14,SNDK,short,-12.8797607421875,0.0,-12.8797607421875
2026-09-02,14,SNDK,short,0.9100341796875,0.0,0.9100341796875
2026-09-02,14,SNDK,short,4.6202392578125,0.0,4.6202392578125
2026-09-02,14,SNDK,short,-4.8304443359375,0.0,-4.8304443359375
2026-09-02,14,SNDK,short,-9.48486328125,0.0,-9.48486328125
2026-09-02,14,SNDK,short,-5.4952392578125,0.0,-5.4952392578125
2026-09-02,14,SNDK,short,-0.73486328125,0.0,-0.73486328125
2026-09-02,14,SNDK,short,-26.774658203125,0.0,-26.774658203125
2026-09-02,14,SNDK,short,0.2794189453125,0.0,0.2794189453125
2026-09-02,14,SNDK,short,-3.9896240234375,0.0,-3.9896240234375
2026-09-02,14,SNDK,short,2.3096923828125,0.0,2.3096923828125
2026-09-02,14,SNDK,short,13.475341796875,0.0,13.475341796875
2026-09-02,14,SNDK,short,2.625,0.0,2.625
