date,fill_time,signal_data_cutoff,symbol,quantity,side,reference_price,fill_price,slippage_cost,commission_cost,cost,notional,shares_after,cash_after,equity_after,gross_exposure_after,net_exposure_after,reason
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,SNDK,2,buy,1516.385009765625,1516.6882867675781,0.60655400390625,0.0,0.60655400390625,3032.77001953125,2,96966.62342646484,99999.39344599609,0.030327884150308116,0.030327884150308116,policy_rebalance
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,MSTR,550,buy,127.1449966430664,127.17042564239502,13.985949630737304,0.0,13.985949630737304,69929.74815368652,550,27022.88932314758,99985.40749636535,0.7297316678523322,0.7297316678523322,policy_rebalance
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,NVDA,-99,sell,217.13999938964844,217.0965713897705,4.299371987915039,0.0,4.299371987915039,21496.859939575195,-99,48515.44989073486,99981.10812437744,0.9447722663294011,0.5147538289895609,policy_rebalance
2026-08-31,2026-08-31T09:40:00-04:00,2026-08-31T09:40:00-04:00,TSLA,1,buy,353.82000732421875,353.8907713256836,0.07076400146484375,0.0,0.07076400146484375,353.82000732421875,1,48161.559119409176,99995.57942885743,0.9477231153250847,0.5183631177048774,policy_rebalance
2026-08-31,2026-08-31T09:45:00-04:00,2026-08-31T09:45:00-04:00,SNDK,-2,sell,1530.4000244140625,1530.0939444091798,0.612160009765625,0.0,0.612160009765625,3060.800048828125,0,51221.74700822753,99609.3963307373,0.9192655819439279,0.48577394407497665,policy_rebalance
2026-08-31,2026-08-31T09:45:00-04:00,2026-08-31T09:45:00-04:00,TSLA,-1,sell,355.82000732421875,355.74884332275394,0.07116400146484375,0.0,0.07116400146484375,355.82000732421875,0,51577.49585155029,99609.32516673583,0.9156940831097427,0.48220213554087604,policy_rebalance
2026-08-31,2026-08-31T09:45:00-04:00,2026-08-31T09:45:00-04:00,MSTR,-1,sell,126.58499908447266,126.55968208465576,0.02531699981689453,0.0,0.02531699981689453,126.58499908447266,549,51704.05553363494,99609.29984973601,0.9144235007780882,0.480931443031602,policy_rebalance
2026-08-31,2026-08-31T09:45:00-04:00,2026-08-31T09:45:00-04:00,NVDA,-9,sell,218.0800018310547,218.0363858306885,0.39254400329589845,0.0,0.39254400329589845,1962.7200164794922,-108,53666.38300611114,99608.90730573272,0.9341313664804581,0.4612290762171375,policy_rebalance
2026-08-31,2026-08-31T09:50:00-04:00,2026-08-31T09:50:00-04:00,TSLA,-4,sell,359.4200134277344,359.34812942504885,0.2875360107421875,0.0,0.2875360107421875,1437.6800537109375,-4,55103.77552381133,99804.23683515166,0.9482136567046362,0.44788139991664716,policy_rebalance
2026-08-31,2026-08-31T09:55:00-04:00,2026-08-31T09:55:00-04:00,MSTR,-204,sell,126.66000366210938,126.63467166137696,5.167728149414063,0.0,5.167728149414063,25838.640747070312,345,80937.24854273224,99633.73404688263,0.6895146275495287,0.18765216101760035,policy_rebalance
2026-08-31,2026-08-31T09:55:00-04:00,2026-08-31T09:55:00-04:00,SNDK,2,buy,1526.074951171875,1526.3801661621094,0.61042998046875,0.0,0.61042998046875,3052.14990234375,2,77884.48821040802,99633.12361690216,0.7201527395742182,0.21828719824261955,policy_rebalance
2026-08-31,2026-08-31T09:55:00-04:00,2026-08-31T09:55:00-04:00,TSLA,-25,sell,360.5050048828125,360.43290388183595,1.8025250244140625,0.0,1.8025250244140625,9012.625122070312,-29,86895.31080745392,99631.32109187775,0.8106255258087032,0.12783139021793125,policy_rebalance
2026-08-31,2026-08-31T09:55:00-04:00,2026-08-31T09:55:00-04:00,NVDA,-59,sell,218.1407012939453,218.09707315368652,2.574060275268555,0.0,2.574060275268555,12870.301376342773,-167,99763.03812352143,99628.74703160248,0.939829077583009,-0.0013479150939873594,policy_rebalance
2026-08-31,2026-08-31T10:00:00-04:00,2026-08-31T10:00:00-04:00,MSTR,-240,sell,126.98999786376953,126.96459986419679,6.095519897460938,0.0,6.095519897460938,30477.599487304688,105,130234.54209092866,99631.53068498384,0.6362547141321601,-0.30716191145056065,policy_rebalance
2026-08-31,2026-08-31T10:00:00-04:00,2026-08-31T10:00:00-04:00,TSLA,29,buy,360.1400146484375,360.2120426513672,2.0888120849609373,0.0,2.0888120849609373,10444.060424804688,0,119788.39285403902,99629.44187289888,0.5314389968907557,-0.20233929451153293,policy_rebalance
2026-08-31,2026-08-31T10:00:00-04:00,2026-08-31T10:00:00-04:00,SNDK,1,buy,1530.030029296875,1530.3360353027344,0.306006005859375,0.0,0.306006005859375,1530.030029296875,3,118258.05681873628,99629.13586689302,0.5467978840225888,-0.18698266114374373,policy_rebalance
2026-08-31,2026-08-31T10:00:00-04:00,2026-08-31T10:00:00-04:00,TSLA,16,buy,360.1400146484375,360.2120426513672,1.152448046875,0.0,1.152448046875,5762.240234375,16,112494.6641363144,99627.98341884614,0.6046417768001912,-0.1291472563825309,policy_rebalance
2026-08-31,2026-08-31T10:00:00-04:00,2026-08-31T10:00:00-04:00,NVDA,-151,sell,218.8800048828125,218.83622888183595,6.610176147460938,0.0,6.610176147460938,33050.88073730469,-318,145538.93469747162,99621.37324269867,0.9364468548673928,-0.460920783965787,policy_rebalance
2026-08-31,2026-08-31T10:10:00-04:00,2026-08-31T10:10:00-04:00,SNDK,-3,sell,1518.2850341796875,1517.9813771728516,0.9109710205078125,0.0,0.9109710205078125,4554.8551025390625,0,150092.8788289902,99398.3471441147,0.8936884160840183,-0.510013829620074,policy_rebalance
2026-08-31,2026-08-31T10:10:00-04:00,2026-08-31T10:10:00-04:00,TSLA,-1,sell,360.760009765625,360.6878577636719,0.072152001953125,0.0,0.072152001953125,360.760009765625,15,150453.56668675385,99398.27499211274,0.8900596254597756,-0.5136436391747478,policy_rebalance
2026-08-31,2026-08-31T10:10:00-04:00,2026-08-31T10:10:00-04:00,MSTR,-1,sell,126.62999725341797,126.60467125396728,0.025325999450683593,0.0,0.025325999450683593,126.62999725341797,104,150580.17135800782,99398.24966611329,0.8887858861733281,-0.5149177361152608,policy_rebalance
2026-08-31,2026-08-31T10:10:00-04:00,2026-08-31T10:10:00-04:00,NVDA,1,buy,219.3800048828125,219.42388088378905,0.0438760009765625,0.0,0.0438760009765625,219.3800048828125,-317,150360.74747712404,99398.20579011232,0.8865791963566572,-0.5127108812670463,policy_rebalance
2026-08-31,2026-08-31T10:10:00-04:00,2026-08-31T10:10:00-04:00,SNDK,-3,sell,1518.2850341796875,1517.9813771728516,0.9109710205078125,0.0,0.9109710205078125,4554.8551025390625,-3,154914.6916086426,99397.29481909183,0.932412060910827,-0.5585403193376167,policy_rebalance
