ticker,date,candidate,is_selected,fill_time,signal_data_cutoff,reference_price,from_position,to_position,turnover,cost_fraction_of_day_start_equity,slippage_bps_per_side,commission_bps_per_side
SNDK,2026-08-31,trend_3,False,2026-08-31T09:50:00-04:00,2026-08-31T09:50:00-04:00,1523.625,0.0,1.0,1.0,0.0002,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T10:10:00-04:00,2026-08-31T10:10:00-04:00,1518.2850341796875,1.0,-1.0,2.0,0.00039851836959169134,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T10:30:00-04:00,2026-08-31T10:30:00-04:00,1513.8199462890625,-1.0,1.0,2.0,0.0003995077127931372,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T10:50:00-04:00,2026-08-31T10:50:00-04:00,1521.2349853515625,1.0,-1.0,2.0,0.0004013040078273977,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T10:55:00-04:00,2026-08-31T10:55:00-04:00,1526.93505859375,-1.0,1.0,2.0,0.00039964040006458556,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T11:00:00-04:00,2026-08-31T11:00:00-04:00,1525.31005859375,1.0,-1.0,2.0,0.00039905540736702894,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T11:05:00-04:00,2026-08-31T11:05:00-04:00,1524.0,-1.0,1.0,2.0,0.00039923838889208184,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T11:30:00-04:00,2026-08-31T11:30:00-04:00,1532.010009765625,1.0,-1.0,2.0,0.0004011762159987825,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T12:30:00-04:00,2026-08-31T12:30:00-04:00,1496.25,-1.0,1.0,2.0,0.00041056056280333586,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T12:55:00-04:00,2026-08-31T12:55:00-04:00,1502.25,1.0,-1.0,2.0,0.00041204203818153584,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T13:00:00-04:00,2026-08-31T13:00:00-04:00,1505.8199462890625,-1.0,1.0,2.0,0.00041089843650491135,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T13:15:00-04:00,2026-08-31T13:15:00-04:00,1504.25244140625,1.0,-1.0,2.0,0.0004103065175983574,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T13:45:00-04:00,2026-08-31T13:45:00-04:00,1500.486572265625,-1.0,1.0,2.0,0.0004111650650279236,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T14:45:00-04:00,2026-08-31T14:45:00-04:00,1504.800048828125,1.0,-1.0,2.0,0.000412182110042222,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T15:30:00-04:00,2026-08-31T15:30:00-04:00,1475.989990234375,-1.0,1.0,2.0,0.0004199041953664639,2.0,0.0
SNDK,2026-08-31,trend_3,False,2026-08-31T16:00:00-04:00,,1569.6099853515625,1.0,0.0,1.0,0.00022317976001531845,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T10:35:00-04:00,2026-08-31T10:35:00-04:00,1520.489990234375,0.0,1.0,1.0,0.0002,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T10:50:00-04:00,2026-08-31T10:50:00-04:00,1521.2349853515625,1.0,-1.0,2.0,0.000400115948969858,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T10:55:00-04:00,2026-08-31T10:55:00-04:00,1526.93505859375,-1.0,1.0,2.0,0.000398457266310956,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T11:00:00-04:00,2026-08-31T11:00:00-04:00,1525.31005859375,1.0,-1.0,2.0,0.0003978740054818641,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T11:10:00-04:00,2026-08-31T11:10:00-04:00,1527.0,-1.0,1.0,2.0,0.0003972728696111615,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T11:40:00-04:00,2026-08-31T11:40:00-04:00,1521.989990234375,1.0,-1.0,2.0,0.00039581104964472684,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T13:10:00-04:00,2026-08-31T13:10:00-04:00,1505.18994140625,-1.0,1.0,2.0,0.0004000352450868923,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T13:35:00-04:00,2026-08-31T13:35:00-04:00,1498.5899658203125,1.0,-1.0,2.0,0.0003981218530998969,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T14:20:00-04:00,2026-08-31T14:20:00-04:00,1506.6099853515625,-1.0,1.0,2.0,0.00039583919193645576,2.0,0.0
SNDK,2026-08-31,trend_12,False,2026-08-31T14:55:00-04:00,2026-08-31T14:55:00-04:00,1481.219970703125,1.0,-1.0,2.0,0.0003890126788055173,2.0,0.0
