ticker,date,selected_candidate,selection_data_cutoff,validation_start_date,validation_end_date,available_prior_sessions,selection_mode,selection_score,bar_data_start,bar_data_end,candidate,is_selected,status,validation_score,model_train_sessions,model_train_last_date,net_return,gross_return,cost_fraction_of_day_start_equity,slippage_cost_fraction,commission_cost_fraction,max_drawdown,trade_count,fill_count,turnover,exposed_bars
SNDK,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,prior_chronological_validation,0.005973128457712029,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,flat,False,ok,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
SNDK,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,prior_chronological_validation,0.005973128457712029,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,trend_3,False,ok,-0.04677814985965756,0,,0.11567562031657674,0.1223910987385115,0.006108679188074773,0.0061086791880747724,0.0,-0.015044602801712492,15,16,30.0,74
SNDK,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,prior_chronological_validation,0.005973128457712029,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,trend_12,False,ok,-0.06450735905585214,0,,-0.05626280169665265,-0.05210041279208111,0.004333321792962993,0.004333321792962993,0.0,-0.07671719019654077,11,12,22.0,65
SNDK,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,prior_chronological_validation,0.005973128457712029,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,reversal_3,False,ok,-0.00766315971011422,0,,-0.11656818603803554,-0.11125063031137383,0.005861813266036106,0.005861813266036106,0.0,-0.11945309266998116,15,16,30.0,74
SNDK,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,prior_chronological_validation,0.005973128457712029,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,ml_ridge,True,ok,0.005973128457712029,25,2026-08-28,0.09174173416865172,0.09480346409270801,0.0028352607374327776,0.0028352607374327776,0.0,-0.028560061472978404,7,8,14.0,77
SNDK,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,prior_chronological_validation,0.005973128457712029,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,buy_hold_session,False,ok,,0,,0.05569706099411431,0.05611946653595057,0.0004111816485285286,0.00041118164852852856,0.0,-0.05340020825177039,1,2,2.0,78
SNDK,2026-09-01,ml_ridge,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,prior_chronological_validation,0.08414217852245098,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,flat,False,ok,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
SNDK,2026-09-01,ml_ridge,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,prior_chronological_validation,0.08414217852245098,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,trend_3,False,ok,0.0582904554725574,0,,0.015863362722330576,0.023614852225144256,0.0077351124203610564,0.007735112420361055,0.0,-0.021365203552714873,19,20,38.0,74
SNDK,2026-09-01,ml_ridge,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,prior_chronological_validation,0.08414217852245098,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,trend_12,False,ok,-0.08979391666365766,0,,0.029103692411703408,0.030751864957071717,0.0016382244028944593,0.0016382244028944593,0.0,-0.0241737583602456,4,5,8.0,65
SNDK,2026-09-01,ml_ridge,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,prior_chronological_validation,0.08414217852245098,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,reversal_3,False,ok,-0.10434845495116962,0,,-0.03125649150628307,-0.02386454745892308,0.007411436304858749,0.007411436304858749,0.0,-0.050320029745113404,19,20,38.0,74
