ticker,date,candidate,is_selected,fill_time,signal_data_cutoff,reference_price,from_position,to_position,turnover,cost_fraction_of_day_start_equity,slippage_bps_per_side,commission_bps_per_side
SNDK,2026-08-31,ml_ridge,True,2026-08-31T15:05:00-04:00,2026-08-31T15:05:00-04:00,1468.2049560546875,1.0,-1.0,2.0,0.0010162565727622269,5.0,0.0
SNDK,2026-08-31,ml_ridge,True,2026-08-31T15:10:00-04:00,2026-08-31T15:10:00-04:00,1465.885009765625,-1.0,1.0,2.0,0.0010168445220561846,5.0,0.0
SNDK,2026-08-31,ml_ridge,True,2026-08-31T16:00:00-04:00,,1569.6099853515625,1.0,0.0,1.0,0.0005438534589793595,5.0,0.0
SNDK,2026-08-31,buy_hold_session,False,2026-08-31T09:30:00-04:00,,1486.2049560546875,0.0,1.0,1.0,0.0005,5.0,0.0
SNDK,2026-08-31,buy_hold_session,False,2026-08-31T16:00:00-04:00,,1569.6099853515625,1.0,0.0,1.0,0.000527795703401341,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T09:50:00-04:00,2026-09-01T09:50:00-04:00,1543.155029296875,0.0,-1.0,1.0,0.0005,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T09:55:00-04:00,2026-09-01T09:55:00-04:00,1542.77001953125,-1.0,1.0,2.0,0.00099974937044784,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T10:10:00-04:00,2026-09-01T10:10:00-04:00,1535.9849853515625,1.0,-1.0,2.0,0.00099435716450242,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T10:30:00-04:00,2026-09-01T10:30:00-04:00,1536.64501953125,-1.0,1.0,2.0,0.0009929288981985786,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T11:15:00-04:00,2026-09-01T11:15:00-04:00,1557.5201416015625,1.0,-1.0,2.0,0.0010054112900035285,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T11:30:00-04:00,2026-09-01T11:30:00-04:00,1566.949951171875,-1.0,1.0,2.0,0.0009983174383709772,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T12:05:00-04:00,2026-09-01T12:05:00-04:00,1591.6800537109375,1.0,-1.0,2.0,0.0010130591285227564,5.0,0.0
SNDK,2026-09-01,trend_3,False,2026-09-01T12:50:00-04:00,2026-09-01T12:50:00-04:00,1571.6400146484375,-1.0,1.0,2.0,0.0010248113477871713,5.0,0.0
