date,hour,symbol,direction,gross_pnl,costs,net_pnl
2026-08-31,9,SNDK,long,-252.44970703125,0.0,-252.44970703125
2026-08-31,9,SNDK,long,27.7392578125,0.0,27.7392578125
2026-08-31,9,SNDK,long,397.44140625,0.0,397.44140625
2026-08-31,9,SNDK,long,56.1591796875,0.0,56.1591796875
2026-08-31,9,SNDK,long,-99.07470703125,0.0,-99.07470703125
2026-08-31,9,SNDK,long,-2.5506591796875,0.0,-2.5506591796875
2026-08-31,9,SNDK,long,24.720703125,0.0,24.720703125
2026-08-31,9,SNDK,long,4.6787109375,0.0,4.6787109375
2026-08-31,10,SNDK,long,59.04052734375,0.0,59.04052734375
2026-08-31,10,SNDK,long,-11.57958984375,0.0,-11.57958984375
2026-08-31,10,SNDK,long,-58.4656982421875,0.0,-58.4656982421875
2026-08-31,10,SNDK,long,6.380859375,0.0,6.380859375
2026-08-31,10,SNDK,long,-83.9300537109375,0.0,-83.9300537109375
2026-08-31,10,SNDK,long,6.8199462890625,0.0,6.8199462890625
2026-08-31,10,SNDK,long,-75.4598388671875,0.0,-75.4598388671875
2026-08-31,10,SNDK,long,86.8438720703125,0.0,86.8438720703125
2026-08-31,10,SNDK,long,-8.9093017578125,0.0,-8.9093017578125
2026-08-31,10,SNDK,long,-62.900390625,0.0,-62.900390625
2026-08-31,10,SNDK,long,-6.69921875,0.0,-6.69921875
2026-08-31,10,SNDK,long,23.26904296875,0.0,23.26904296875
2026-08-31,10,SNDK,long,-0.570068359375,0.0,-0.570068359375
2026-08-31,10,SNDK,long,69.55078125,0.0,69.55078125
2026-08-31,10,SNDK,long,-2.850341796875,0.0,-2.850341796875
2026-08-31,10,SNDK,long,27.80029296875,0.0,27.80029296875
2026-08-31,10,SNDK,long,1.300048828125,0.0,1.300048828125
2026-08-31,10,SNDK,long,67.80029296875,0.0,67.80029296875
2026-08-31,10,SNDK,long,9.49951171875,0.0,9.49951171875
2026-08-31,10,SNDK,long,-105.30029296875,0.0,-105.30029296875
2026-08-31,10,SNDK,long,6.35009765625,0.0,6.35009765625
2026-08-31,10,SNDK,long,52.349853515625,0.0,52.349853515625
2026-08-31,10,SNDK,long,4.65087890625,0.0,4.65087890625
2026-08-31,11,SNDK,long,-29.45068359375,0.0,-29.45068359375
2026-08-31,11,SNDK,long,13.20068359375,0.0,13.20068359375
2026-08-31,11,SNDK,long,-11.25,0.0,-11.25
2026-08-31,11,SNDK,long,-1.8505859375,0.0,-1.8505859375
2026-08-31,11,SNDK,long,29.49951171875,0.0,29.49951171875
2026-08-31,11,SNDK,long,0.50048828125,0.0,0.50048828125
2026-08-31,11,SNDK,long,74.649658203125,0.0,74.649658203125
2026-08-31,11,SNDK,long,1.35009765625,0.0,1.35009765625
