time,action,quantity,price,shares_before,shares_after,assumed_cost
2026-09-15T09:45:00-04:00,X,5,1549.3849541625978,0,-5,3.8754000854492188
2026-09-15T09:55:00-04:00,X,2,1555.6518386840821,-5,-7,1.5564300537109375
2026-09-15T10:00:00-04:00,C,1,1557.7785,-7,-6,0.7785
2026-09-15T10:10:00-04:00,C,1,1565.8075369262694,-6,-5,0.7825125122070312
2026-09-15T10:15:00-04:00,C,5,1560.0546619262695,-5,0,3.898187561035156
2026-09-15T10:20:00-04:00,B,4,1565.000859375,0,4,3.1284375
2026-09-15T10:35:00-04:00,S,1,1560.269523803711,4,3,0.7805250244140625
2026-09-15T10:40:00-04:00,S,1,1554.3724494018556,3,2,0.7775750122070313
2026-09-15T10:45:00-04:00,S,2,1552.0485386962891,2,0,1.552824951171875
2026-09-15T11:15:00-04:00,B,2,1537.898569885254,0,2,1.5371300048828125
2026-09-15T11:20:00-04:00,S,2,1532.803161315918,2,0,1.5335699462890624
2026-09-15T11:45:00-04:00,B,2,1540.9000698852537,0,2,1.5401300048828126
2026-09-15T11:50:00-04:00,S,2,1537.220995239258,2,0,1.537989990234375
2026-09-15T12:35:00-04:00,B,2,1525.462301147461,0,2,1.524699951171875
2026-09-15T12:40:00-04:00,S,1,1526.8261708374025,2,1,0.7637949829101562
2026-09-15T12:55:00-04:00,B,1,1530.6149005737304,1,2,0.7649249877929688
2026-09-15T13:05:00-04:00,S,2,1526.7962785644531,2,0,1.52756005859375
2026-09-15T13:10:00-04:00,B,1,1532.6459448852538,0,1,0.7659400024414063
2026-09-15T13:15:00-04:00,S,1,1530.8141660766603,1,0,0.7657899780273437
2026-09-15T13:25:00-04:00,X,1,1530.5243940429689,0,-1,0.76564501953125
2026-09-15T13:30:00-04:00,C,1,1532.1757391967772,-1,0,0.7657050170898437
2026-09-15T13:50:00-04:00,X,3,1526.160854248047,0,-3,2.290386474609375
2026-09-15T13:55:00-04:00,C,1,1526.6000767822266,-3,-2,0.7629185791015625
2026-09-15T14:00:00-04:00,X,1,1522.8681898803711,-2,-3,0.7618150024414062
2026-09-15T14:05:00-04:00,C,2,1520.8200886230468,-3,-1,1.52006005859375
2026-09-15T14:30:00-04:00,C,1,1518.4788306884766,-1,0,0.7588599853515625
2026-09-15T14:35:00-04:00,X,2,1512.733245239258,0,-2,1.513489990234375
2026-09-15T14:40:00-04:00,C,2,1516.572848876953,-2,0,1.51581494140625
2026-09-15T14:40:00-04:00,B,1,1516.572848876953,0,1,0.757907470703125
2026-09-15T14:45:00-04:00,S,1,1514.2205383300782,1,0,0.757489013671875
2026-09-15T14:50:00-04:00,X,1,1515.2420000000002,0,-1,0.758
2026-09-15T15:00:00-04:00,C,1,1516.804165649414,-1,0,0.7580230712890625
2026-09-15T15:30:00-04:00,X,2,1519.309911315918,0,-2,1.5200699462890626
2026-09-15T15:35:00-04:00,X,2,1529.2350000000001,-2,-4,1.53
2026-09-15T15:45:00-04:00,C,1,1532.7659999999998,-4,-3,0.766
