date,starting_equity,ending_equity,net_pnl,net_return,costs,gross_pnl,turnover_dollars,turnover_equity_multiple,fill_count,max_drawdown,max_gross_exposure,max_abs_net_exposure,max_symbol_exposure,min_cash,ending_cash,ending_gross_exposure,ending_net_exposure,SNDK_net_pnl,SNDK_costs,SNDK_fill_count,MSTR_net_pnl,MSTR_costs,MSTR_fill_count,NVDA_net_pnl,NVDA_costs,NVDA_fill_count
2026-08-31,100000.0,101276.89690809482,1276.8969080948154,0.012768969080948154,238.1252705551148,1515.0221786499303,1190626.3527755737,11.906263527755737,125,-0.005098776599579913,0.9540266002764608,0.9488399944725544,0.7029510865748885,5114.805365951546,101276.89690809482,0.0,0.0,396.65795156250533,47.360358984375,13,1251.4758739883466,86.82053561859134,47,-371.236917456059,103.94437595214848,65
2026-09-01,101276.89690809482,101494.60832046653,217.71141237171832,0.002149665116312595,129.43505674438495,347.1464691161032,647175.2837219238,6.390157118550071,82,-0.014042098684075355,0.9502004798875205,0.6988764953891717,0.7017228427949884,30492.59202190554,101494.60832046653,0.0,0.0,-157.23696186522466,38.31728413085936,23,325.95324331971256,52.55948251037598,29,48.995130917362985,38.55829010314941,30
2026-09-02,101494.60832046653,101216.93160068506,-277.676719781477,-0.0027358765591244034,174.5230485168458,-103.15367126463121,872615.2425842285,8.597651215412045,107,-0.016939970021283224,0.9491830164344697,0.9486954891798173,0.7029439289790492,5271.761096676564,101216.93160068506,0.0,0.0,-384.8193581542928,58.44069604492188,28,117.61893647764828,57.13249784851074,41,-10.47629810485148,58.949854623413096,38
2026-09-03,101216.93160068506,105648.9691525741,4432.037551889036,0.04378751145484279,226.74951170959457,4658.787063598631,1133747.5585479736,11.201165068120877,104,-0.0042909146175141855,0.9500835522467711,0.9481630727137744,0.7024810587589785,5389.617990952989,105648.9691525741,0.0,0.0,0.0,0.0,0,3976.075332824741,140.30458050537112,65,455.96221906432754,86.44493120422365,39
2026-09-04,105648.9691525741,105513.99122270965,-134.97792986444256,-0.0012776076373212193,204.95278338012713,69.97485351568457,1024763.9169006348,9.699705781517952,109,-0.012714108838040916,0.9560857286874044,0.94889969064484,0.7048975079516007,5433.096276115364,105513.99122270965,0.0,0.0,-73.93376604004015,56.63310686035156,10,936.0842974457119,59.28369877014159,45,-997.1284612701165,89.03597774963374,54
2026-09-08,105513.99122270965,104409.35071368255,-1104.6405090271,-0.01046913775345226,152.86572875366323,-951.7747802734368,764328.6437683105,7.243860600013063,115,-0.021594989360075423,0.9611863839752839,0.9490076515862972,0.6996569821388263,5364.020431797791,104409.35071368255,0.0,0.0,-655.7422352050949,29.068162939453124,5,-23.500349349989847,64.9031661224365,67,-425.39792447203945,58.894399691772456,43
2026-09-09,104409.35071368255,102225.0660872361,-2184.284626446446,-0.020920392776278433,293.05669065551797,-1891.227935790928,1465283.453277588,14.03402514489123,120,-0.021090433309284617,0.9516692686620175,0.9494343577535664,0.7002020758499404,5259.151670210267,102225.0660872361,0.0,0.0,-916.6407028320309,56.935136425781245,6,-1150.3985376831151,119.03150277099604,52,-117.24538593138095,117.09005145874022,62
2026-09-10,102225.0660872361,102278.0756326677,53.009545431588776,0.0005185572136128713,89.42085923156856,142.43040466315733,447104.2961578369,4.373724696605138,136,-0.008505632196536772,0.9527591923074689,0.6988352699727313,0.7018699225147959,30782.282081300436,102278.0756326677,0.0,0.0,0.0,0.0,0,131.8213961914007,60.545760791015624,70,-78.81185075988287,28.87509844055176,66
2026-09-11,102278.0756326677,105286.31437729963,3008.2387446319335,0.029412351826368345,210.17600451354838,3218.4147491454814,1050880.022567749,10.274734013787967,104,-0.014370285898636426,0.9486268503102253,0.9486268503102253,0.7063387020625849,5455.827861085663,105286.31437729963,0.0,0.0,93.14416254884395,60.27209721679687,11,2790.8306387817356,99.3996468627929,70,124.26394330139374,50.50426043395996,23
