candidate,symbol,mean_abs_weight,max_abs_weight,net_pnl,costs
four_tree_control,SNDK,0.049837647741269045,0.7074432821860553,-389.86698291005723,715.7749418945311
four_tree_control,TSLA,0.3080258040365772,0.7007981310001521,2014.8165077668673,1237.183461715698
four_tree_control,MSTR,0.3152114580480002,0.7062523893377964,11161.816924724742,1245.4717944526672
four_tree_control,NVDA,0.17407957088489343,0.6994362106387066,-1027.906015388391,960.1349124832152
largecap_four_tree,SNDK,0.049837647741269045,0.7074432821860553,-389.86698291005723,715.7749418945311
largecap_four_tree,TSLA,0.3080258040365772,0.7007981310001521,2014.8165077668673,1237.183461715698
largecap_four_tree,MSTR,0.3152114580480002,0.7062523893377964,11161.816924724742,1245.4717944526672
largecap_four_tree,NVDA,0.17407957088489343,0.6994362106387066,-1027.906015388391,960.1349124832152
largecap_equal,AAPL,0.031465712011250105,0.0333760226115971,93.11849807739372,29.003389129638673
largecap_equal,AMD,0.0308681593430747,0.0329986636361524,281.32559817505216,28.343835418701172
largecap_equal,AMZN,0.031074751234470722,0.0332955737362621,6.54260974121371,28.662437866210944
largecap_equal,AVGO,0.031143435272672163,0.0331867308275031,37.836548965457496,28.72927745056152
largecap_equal,COIN,0.0,0.0,0.0,0.0
largecap_equal,COST,0.026946629006215996,0.0284311070512179,-144.2700973205533,24.88478237915039
largecap_equal,CRM,0.03086627525882416,0.0324495376266308,-118.21484061431602,28.394634925842283
largecap_equal,GOOGL,0.0303102845046871,0.0329955787068267,41.54559873962717,27.935938125610345
largecap_equal,HOOD,0.03201040565477883,0.0353085573065553,96.33716262817688,29.358012542724605
largecap_equal,INTC,0.032373271641311256,0.0342857327584702,427.1280034675633,29.684473644256595
largecap_equal,JNJ,0.031100607242150663,0.0325759735963023,-117.9300098114004,28.72435185241699
largecap_equal,JPM,0.03131192093317962,0.0323186651792281,-76.6091266479466,28.864192565917968
largecap_equal,MA,0.028230842430286316,0.0297469383248124,-99.91142456054376,26.033861083984377
largecap_equal,MARA,0.0,0.0,0.0,0.0
largecap_equal,META,0.030028491748035603,0.0328573662365547,139.49113357544184,27.594742889404298
largecap_equal,MSFT,0.029238664185572635,0.0306725242890398,-13.210515289304112,26.94836929321289
largecap_equal,MSTR,0.03197609826551637,0.0353391632120179,343.2838844261205,29.33419571304321
largecap_equal,MU,0.028562871119584343,0.0308255976127669,100.84998120117416,26.34166918945313
largecap_equal,NFLX,0.03190958918711518,0.0333660057988062,-62.47497546767863,29.40236651992798
