day,symbol,eligible,reason,last_price,adv,history_start,history_end,sessions,dollar_volume_method,instrument_admitted,market_cap,metadata_known_at,membership_basis
2026-09-02,GOOGL,True,admitted,335.010009765625,6091994743.032869,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,4139833098240,2026-09-13T19:07:19.761979+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,HOOD,True,admitted,103.48999786376953,1654483217.8446293,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,101209694208,2026-09-13T19:07:19.896464+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,INTC,True,admitted,88.97000122070312,8054233575.00651,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,544151666688,2026-09-13T19:07:19.928326+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,JNJ,True,admitted,271.3399963378906,1116460707.7795784,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,640020840448,2026-09-13T19:07:19.944521+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,JPM,True,admitted,355.05999755859375,1298603190.241385,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,946925731840,2026-09-13T19:07:19.997855+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,MA,True,admitted,581.1900024414062,1180638988.1704192,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,498616074240,2026-09-13T19:07:20.108974+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,MARA,False,small_or_unknown_market_cap,10.234999656677246,480998929.24247533,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,4627865600,2026-09-13T19:07:20.132453+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,META,True,admitted,578.530029296875,7495183984.223654,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,1650860490752,2026-09-13T19:07:20.248934+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,MSFT,True,admitted,501.1499938964844,8867009202.973814,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,3680323239936,2026-09-13T19:07:20.272286+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,MSTR,True,admitted,124.91000366210938,2601485286.888974,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,52031979520,2026-09-13T19:07:20.321485+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,MU,True,admitted,933.239990234375,24058326580.92807,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,1101452017664,2026-09-13T19:07:20.369691+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,NFLX,True,admitted,80.80000305175781,1727739947.8203747,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,322288943104,2026-09-13T19:07:20.486151+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,NVDA,True,admitted,217.5399932861328,22437710639.241737,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,5271048421376,2026-09-13T19:07:20.541350+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,ORCL,True,admitted,141.30999755859375,2792298649.82282,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,432877174784,2026-09-13T19:07:20.552533+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,PG,True,admitted,146.22000122070312,914005760.4953048,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,337414619136,2026-09-13T19:07:20.557477+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,PLTR,True,admitted,179.89999389648438,5499191850.297163,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,401863442432,2026-09-13T19:07:20.707534+00:00,contemporary_selected_panel_not_historical_proof
