signal_bar_open_et,information_available_et,earliest_simulated_fill_et,bar_open,bar_high,bar_low,bar_close,bar_volume,bar_return_bps,session_return_bps,realized_next_5m_bps,realized_next_15m_bps,realized_next_30m_bps,realized_next_60m_bps,alpha31__a158_kmid,alpha31__a158_klen,alpha31__a158_kmid2,alpha31__a158_kup,alpha31__a158_klow,alpha31__a158_ksft,alpha31__a158_roc_5,alpha31__a158_ma_5,alpha31__a158_std_5,alpha31__a158_rsv_5,alpha31__a158_vma_5,alpha31__a158_corr_5,alpha31__a158_roc_20,alpha31__a158_ma_20,alpha31__a158_std_20,alpha31__a158_rsv_20,alpha31__a158_vma_20,alpha31__a158_corr_20,alpha31__a101_002,alpha31__a101_003,alpha31__a101_004,alpha31__a101_006,alpha31__a101_012,alpha31__a101_101,alpha31__xs_return_rank,alpha31__xs_peer_return,alpha31__xs_peer_residual,alpha31__xs_group_residual,alpha31__xs_market_beta,alpha31__xs_market_residual,alpha31__xs_peer_count,context__seasonal_rvol,context__momentum_1,context__SPY_return_1,context__SPY_relative_1,context__QQQ_return_1,context__QQQ_relative_1,context__SOXX_return_1,context__SOXX_relative_1,context__momentum_3,context__SPY_return_3,context__SPY_relative_3,context__QQQ_return_3,context__QQQ_relative_3,context__SOXX_return_3,context__SOXX_relative_3,context__momentum_12,context__SPY_return_12,context__SPY_relative_12,context__QQQ_return_12,context__QQQ_relative_12,context__SOXX_return_12,context__SOXX_relative_12,context__trend_efficiency_12,context__volume_x_return,context__volume_x_efficiency,context__overnight_gap,context__session_fraction,calibrated_legacy_curve_raw_5m_bps,calibrated_legacy_curve_raw_15m_bps,calibrated_legacy_curve_raw_30m_bps,calibrated_legacy_curve_raw_60m_bps,calibrated_legacy_curve_cal_5m_bps,calibrated_legacy_curve_cal_15m_bps,calibrated_legacy_curve_cal_30m_bps,calibrated_legacy_curve_cal_60m_bps,calibrated_legacy_curve_target_weight,calibrated_legacy_curve_action,calibrated_context_curve_raw_5m_bps,calibrated_context_curve_raw_15m_bps,calibrated_context_curve_raw_30m_bps,calibrated_context_curve_raw_60m_bps,calibrated_context_curve_cal_5m_bps,calibrated_context_curve_cal_15m_bps,calibrated_context_curve_cal_30m_bps,calibrated_context_curve_cal_60m_bps,calibrated_context_curve_target_weight,calibrated_context_curve_action,calibrated_legacy_curve_policy_cost5_raw_5m_bps,calibrated_legacy_curve_policy_cost5_raw_15m_bps,calibrated_legacy_curve_policy_cost5_raw_30m_bps,calibrated_legacy_curve_policy_cost5_raw_60m_bps,calibrated_legacy_curve_policy_cost5_cal_5m_bps,calibrated_legacy_curve_policy_cost5_cal_15m_bps,calibrated_legacy_curve_policy_cost5_cal_30m_bps,calibrated_legacy_curve_policy_cost5_cal_60m_bps,calibrated_legacy_curve_policy_cost5_target_weight,calibrated_legacy_curve_policy_cost5_action,deployed_expected_5m_bps,deployed_target_weight,l1__l1_spread_bps,l1__l1_quote_imbalance,l1__l1_microprice_bps,l1__l1_ofi_normalized,l1__l1_signed_trade_imbalance,l1__l1_quote_updates,l1__l1_ofi_raw,l1__l1_mean_half_depth,l1__l1_ofi_depth,l1__l1_ofi_x_spread,l1__l1_ofi_x_session_sin,l1__l1_ofi_x_session_cos,l1_learned_residual_5m_bps
2026-09-14 09:30:00-04:00,2026-09-14 09:35:00-04:00,2026-09-14 09:35:00-04:00,1521.5250244140625,1544.0,1515.31005859375,1518.5,1442238.0,,-19.881529160044042,-38.709709564269666,182.3564922440757,175.44453202147815,226.43199164746443,-0.0019881529160044103,0.018856043079080124,-0.10543850094456464,0.014771347973453534,0.0020965421896221802,-0.014662958699835764,,,,,,,,,,,,,,,,,,-0.1054348259692703,,,,,,,0,0.0021668803621324173,,,,,,,,,,,,,,,,,,,,,,,,,-0.06864606469763002,0.0,-10.523012113917893,-8.272204843476782,-24.863905248445565,2.4722029787304725,-9.992817691595736,-0.43250120034806144,3.8703739938534047,5.736521532894924,0.0,hold,-27.39942695374404,-11.870916320166463,-41.29189138228368,-19.281798822948666,4.703102795422076,4.963020856373283,6.903407681083012,15.801389356141733,0.0,hold,-10.523012113917893,-8.272204843476782,-24.863905248445565,2.4722029787304725,-9.992817691595736,-0.43250120034806144,3.8703739938534047,5.736521532894924,0.0,hold,-11.122263320125306,-0.2499999999999997,545.7463884430177,0.0,0.0,12.666666666666666,0.17921146953405018,2298,1520.0,84.13402959094866,18.06641150305162,9859.678829915812,0.0,18.06641150305162,-17.748779018296222
2026-09-14 09:35:00-04:00,2026-09-14 09:40:00-04:00,2026-09-14 09:40:00-04:00,1519.0,1525.7899169921875,1505.0,1513.1400146484375,400072.0,-35.297894972423634,-55.10924651964899,36.94330812064717,77.12570042674338,264.91674908246887,236.86135888738136,-0.0038577915415158,0.013686581298345952,-0.2818667026792027,0.004469991436594799,0.005358798320235352,-0.002968984657875247,,,,,,,,,,,,,,,,,-5.3599853515625,-0.28185314547523216,0.75,-0.006328235127887309,0.0027984456306449452,-0.0015744841860949599,,,3,-0.04604485071381159,-0.003529789497242364,-0.0001515651881149882,-0.0033782243091273756,-0.0005404597187856908,-0.002989329778456673,-0.0003430248896544308,-0.003186764607587933,,,,,,,,,,,,,,,,0.0001625286304517047,,-0.06864606469763002,0.01282051282051282,-1.4230209402769127,0.4377178659042608,-5.70930126286265,0.5455421239336793,-2.9152397219456003,0.7131608468155862,3.870776744312999,7.438469813681799,3.936336866584091e-10,hold,9.326080178360309,-8.256916544286046,22.24197259545916,38.85891851087638,3.332325320631994,16.42179760208832,27.861084931465832,32.39347119559654,1.273633323472581e-10,hold,-1.4230209402769127,0.4377178659042608,-5.70930126286265,0.5455421239336793,-2.9152397219456003,0.7131608468155862,3.870776744312999,7.438469813681799,0.0,hold,-1.62067362794405,-0.1043213594374663,290.4719186469083,0.0,0.0,-23.0,0.660377358490566,9855,-1840.0,42.55910705225774,-43.23398979543179,-12558.259966639927,-3.4788908107723375,-43.0937952883965,-47.72415286795121
2026-09-14 09:40:00-04:00,2026-09-14 09:45:00-04:00,2026-09-14 09:45:00-04:00,1513.1199951171875,1521.7900390625,1509.02001953125,1518.3900146484375,219495.0,34.69606215667831,-20.604391747235383,184.30109075663557,88.10112020700033,259.9573419823953,243.33203228737332,0.0034828827510417306,0.00843952863782029,0.41268688104611917,0.0022470289369212757,0.0027096169498572824,0.003945470763977737,,,,,,,,,,,,,,,,,5.25,0.41265456672073403,1.0,0.0017125562898859432,0.0017570499257818877,0.0006502994548074348,,,3,-0.41503394346194267,0.003469606215667831,0.0011073016494225207,0.00236230456624531,0.0021695198395108584,0.0013000863761569725,0.006307270120484265,-0.0028376639048164343,,,,,,,,,,,,,,,,-0.0014400043499486874,,-0.06864606469763002,0.02564102564102564,-1.2777551692394742,4.411479365373091,5.422557717756735,2.2580709403664625,-0.8289808074871603,2.2048199889518654,5.25004568922701,18.55897736300379,-3.903720486444719e-10,hold,3.6445937417230354,-4.2289627661091895,48.533874685837226,38.642239555541856,7.399605869410216,22.0008409215935,24.590596186395626,27.46112616027121,0.35366134331621535,increase,-1.2777551692394742,4.411479365373091,5.422557717756735,2.2580709403664625,-0.8289808074871603,2.2048199889518654,5.25004568922701,18.55897736300379,0.004011672961835119,increase,-1.4973898209442982,-0.10432135943746633,79.41672532171765,0.0,0.0,48.0,0.4691588785046729,6275,3840.0,43.47729083665339,88.32197053001978,7014.241673455422,14.167840420601827,87.17822420835402,-10.974600124324528
2026-09-14 09:45:00-04:00,2026-09-14 09:50:00-04:00,2026-09-14 09:50:00-04:00,1518.7099609375,1547.6700439453125,1518.3299560546875,1546.0,366707.0,181.8372426398973,160.85818631450311,-141.65586604418468,-6.788173472281889,121.54942407466285,-0.451439975136525,0.017969223725676924,0.01931908570120483,0.9301280611098313,0.001099646402715092,0.0002502155728128121,0.017119792895774644,,,,,,,,,,,,,,,,,-27.6099853515625,0.9300963605790381,1.0,0.0019005325321679682,0.016283191731821762,0.01127437067576409,,,3,0.04246610877174284,0.01818372426398973,0.0011588007978993176,0.017024923466090414,0.002776920543095418,0.015406803720894313,0.007069996002480927,0.011113728261508804,0.018109976950938522,0.0021154767445181744,0.015994500206420348,0.0044093286402084875,0.013700648310730035,0.013074229576319096,0.005035747374619426,,,,,,,,,0.0007721920124699674,,-0.06864606469763002,0.038461538461538464,7.37535854412856,27.180931022364632,31.969450084879583,33.87557649668697,-0.41671643400123787,0.5246152567478176,21.46903492222858,54.63637167003252,0.0,hold,20.25461335336798,52.336153881450315,132.4211207499809,145.42248387044629,13.032186944699506,38.363060576049605,58.611367856367266,98.62203562895475,0.641629430531739,increase,7.37535854412856,27.180931022364632,31.969450084879583,33.87557649668697,-0.41671643400123787,0.5246152567478176,21.46903492222858,54.63637167003252,0.03534747094918798,increase,6.878908990676279,0.10432135943746652,545.7463884430177,0.0,0.0,1.5,0.9922480620155039,1462,120.0,46.155950752393984,2.599881446354475,1418.8759097279642,0.6221923554032176,2.524333616615687,-52.4672071945465
2026-09-14 09:50:00-04:00,2026-09-14 09:55:00-04:00,2026-09-14 09:55:00-04:00,1546.699951171875,1548.0,1523.050048828125,1524.77001953125,244401.0,-137.32199527005218,21.327254334426726,47.87496357400612,186.35378205887676,216.7834967032478,103.407391514585,-0.014178529988320964,0.016131086803857064,-0.8789568961299125,0.0008405307229369232,0.0011120260925991782,-0.013907034618658708,,0.9995999332635013,0.008450666146796074,0.45976789607557067,2.187317564167086,-0.15502029710290666,,,,,,,,,,,-21.22998046875,-0.8789216687396139,0.25,0.0018044822286643984,-0.015536681755669616,-0.010727161837485344,,,3,-0.27259171624049916,-0.013732199527005218,-0.00015782809277431475,-0.013574371434230903,-0.0008865304906529037,-0.012845669036352314,-0.0051582251169077775,-0.00857397441009744,0.00768600709136269,0.002109199639439119,0.005576807451923571,0.004061543964967385,0.0036244631263953053,0.008194400412978364,-0.0005083933216156744,,,,,,,,,0.003743283836823323,,-0.06864606469763002,0.05128205128205128,1.890957990518229,-14.779547344173638,-15.786540837344576,-0.6854489966770407,2.777426507272264,5.1375676002733055,1.0981981016759625,-22.087288537669384,0.0033920642459188736,increase,6.233571511238892,-34.68915221851659,5.044177975755619,-28.566546476804533,0.6559752795365027,6.971245898556808,-2.283764559067167,-28.13958139836985,0.12239155367938362,reduce,1.890957990518229,-14.779547344173638,-15.786540837344576,-0.6854489966770407,2.777426507272264,5.1375676002733055,1.0981981016759625,-22.087288537669384,0.03249771126827603,hold,2.9930599646404517,0.10432135943746661,460.7505261143524,0.0,0.0,12.5,-1.0,5610,1000.0,44.613190730837786,22.41489531724469,10327.674810218625,7.098079931381895,21.26134505083701,-62.06529215995679
2026-09-14 09:55:00-04:00,2026-09-14 10:00:00-04:00,2026-09-14 10:00:00-04:00,1524.7900390625,1536.22998046875,1524.219970703125,1532.4300537109375,168743.0,50.23730845680197,71.67170517668353,88.50693429409473,170.35537186592674,158.47652447664728,75.58353871732093,0.0050105355181457485,0.00787650067087874,0.6361372553004979,0.0024920983613906885,0.00037386679134230184,0.0028923039480973625,0.9909098273835047,0.996421348439464,0.008392891926863025,0.6379082258357409,1.6586382842547542,-0.009950160729676088,,,,,,,,,,,7.6600341796875,0.6360842924549855,1.0,-0.0013575421046495562,0.006381272950329753,0.004477912724359268,,,3,-0.4095208434666676,0.0050237308456801966,-0.00023019561006454303,0.00525392645574474,-4.254556331495518e-05,0.005066276408995152,-0.001020938619601286,0.0060446694652814825,0.009246661876758155,0.0007703638263187873,0.008476298050439368,0.0018453023414259917,0.007401359535332164,0.0008524490665202666,0.008394212810237889,,,,,,,,,-0.0020573224932724696,,-0.06864606469763002,0.0641025641025641,2.0007081307972223,7.342178797313473,14.460418140423814,32.26909069576127,0.8094729511957817,5.175675693849526,18.36777014883184,32.81141697601581,0.015578932403731711,increase,-6.715025229409221,-12.750988140316977,27.89959544957512,24.32404435247408,8.120602797674803,21.312674257266877,22.992918351794465,25.755791419806243,0.33301343038882325,increase,2.0007081307972223,7.342178797313473,14.460418140423814,32.26909069576127,0.8094729511957817,5.175675693849526,18.36777014883184,32.81141697601581,0.10894626514543072,increase,2.3031454410988896,0.10432135943746661,303.8801554104127,0.0,0.0,87.0,0.14285714285714285,5828,6960.0,45.32258064516129,153.5658362989324,46665.610200249575,60.19268024441979,141.2774126432939,-35.11686358444692
2026-09-14 10:00:00-04:00,2026-09-14 10:05:00-04:00,2026-09-14 10:05:00-04:00,1532.0899658203125,1550.0,1530.9300537109375,1545.655029296875,210276.0,86.30068011203474,158.5909169788713,48.87945907290137,128.4247745116973,50.10833626534206,-83.23352654978855,0.00885396013236043,0.012447014675702845,0.711332023223473,0.0028359762155341925,0.0007570783278082232,0.00677506224463446,0.978963601817911,0.9921030206430166,0.007987263050299979,0.8939733339687844,1.150508855028629,0.3725418418397767,,,,,,,,,,,-13.2249755859375,0.7112947239719449,1.0,-0.0016516298478094586,0.010281697859012931,0.008835941143116588,,,3,-0.2103929109748761,0.008630068011203473,0.0006118814708733211,0.008018186540330152,0.0006376052539434074,0.007992462757260066,0.0009017488239653204,0.007728319187238153,-0.00022313758287517693,0.00022365669708501734,-0.0004467942799601943,-0.00029202544180939594,6.8887858934219e-05,-0.005277715986127918,0.005054578403252741,,,,,,,,,-0.0018157051307882586,,-0.06864606469763002,0.07692307692307693,-2.127253066843461,5.422204329601561,15.538312246543052,46.237244383880146,-0.5677335341760783,7.3788870317441075,24.353368709535914,45.22324313559248,1.466490867458048e-08,increase,-5.239820523826985,-17.333073205551617,4.101033564090152,-3.841796477136966,4.063996732695737,11.0447708551867,9.278975172043046,3.8992866124019243,0.2499999744931088,reduce,-2.127253066843461,5.422204329601561,15.538312246543052,46.237244383880146,-0.5677335341760783,7.3788870317441075,24.353368709535914,45.22324313559248,0.09867992856454298,hold,-2.2112695312251844,-0.0992355752189128,68.91406140194496,0.0,0.0,-19.5,0.6497695852534562,5928,-1560.0,43.95411605937922,-35.49155664722137,-2445.8673140372216,-16.493748785867815,-31.4262126930944,-10.775732690828992
2026-09-14 10:05:00-04:00,2026-09-14 10:10:00-04:00,2026-09-14 10:10:00-04:00,1545.6500244140625,1556.6300048828125,1543.949951171875,1553.1650390625,238532.0,48.587877781767205,207.94935436978523,32.09404444690422,29.873019625497044,-27.33133729271975,-130.15079705397503,0.004862041555161462,0.008203702979750774,0.5926642599277511,0.0022417531560069864,0.0010999082685823251,0.0037201966677368006,0.9776102194297054,0.9917838668645993,0.007409397302466671,0.9095310338672735,1.0301837908540572,0.3162064947207969,,,,,,,0.38729833462074165,,,,-7.510009765625,0.5926175237279964,1.0,0.002175770799450897,0.002683016978725824,0.0026124695137230702,,,3,0.01712961887061737,0.004858787778176721,0.0005391120278326333,0.0043196757503440875,0.0014230460167761194,0.0034357417614006014,0.0037941367950797833,0.0010646509830969375,0.018622493338358748,0.0009208627317160989,0.01770163060664265,0.0020189253388489536,0.016603567999509794,0.0036735706538582047,0.014948922684500543,,,,,,,,,8.3229182813381e-05,,-0.06864606469763002,0.08974358974358974,6.654895251399844,12.901429605170742,12.6184045515455,27.183105062294445,-0.2501175898663727,1.4234622829627708,16.589084781317133,26.588898312371548,0.036537981143303644,increase,8.85909295254895,4.881284625820664,54.8584536304912,43.25651590768016,6.161399807533952,19.31831282448239,22.45739184199421,26.940959131850438,0.24127860261953898,increase,6.654895251399844,12.901429605170742,12.6184045515455,27.183105062294445,-0.2501175898663727,1.4234622829627708,16.589084781317133,26.588898312371548,0.06620650324632316,hold,6.861871714956574,0.23907431370106125,420.8594163758196,0.0,0.0,-139.5,1.0,4537,-11160.0,44.63301741238704,-250.0391111111111,-105231.31437335094,-133.63736008426102,-211.33057770929443,-50.986833985047916
2026-09-14 10:10:00-04:00,2026-09-14 10:15:00-04:00,2026-09-14 10:15:00-04:00,1553.205078125,1562.9200439453125,1553.205078125,1557.5699462890625,192192.0,28.360844570782806,236.8999608723543,46.91378374033661,-11.679874453688344,-16.204072922402226,-167.18068873107117,0.002810232998550125,0.006254786284912372,0.44929320851914706,0.0034445532863622472,0.0,-0.0006343202878121224,0.9925717966524533,0.9904646794538361,0.008886427840677705,0.8658114293587034,1.096969696969697,-0.05324023056533021,,,,,,,0.34921514788478863,,-0.5555555555555556,,4.4049072265625,0.44924696574551254,1.0,-0.0007398486294753667,0.0035759330865536474,0.0018892188804930932,,,3,-0.15310099338514382,0.0028360844570782806,-0.0005651329117203341,0.0034012173687986147,0.00025450013894379175,0.002581584318134489,0.0008376956467035512,0.0019983888103747294,0.01640524637143881,0.0005855398089169572,0.01581970656252185,0.0023165834182334866,0.014088662953205322,0.005540939213139362,0.010864307158299447,,,,,,,,,-0.00043420734770285103,,-0.06864606469763002,0.10256410256410256,5.990873130029836,10.313979551989044,9.151027707862164,25.836780852494353,-0.44834335134648995,1.6021283233765746,15.680034647427162,22.527786573997883,0.03522316296545356,increase,8.290174974539783,15.460468070510654,24.003078471021766,68.92139233207286,3.829327145493318,16.347062029395932,38.08518781687832,62.61049278599551,0.23317938271091881,hold,5.990873130029836,10.313979551989044,9.151027707862164,25.836780852494353,-0.44834335134648995,1.6021283233765746,15.680034647427162,22.527786573997883,0.06642322958729695,hold,6.17004724336645,0.23907431370106125,264.6435797492881,0.0,0.0,-16.5,,4716,-1320.0,42.0949957591179,-31.35764658472698,-8298.599844695185,-18.837863610483208,-25.068643639524495,
2026-09-14 10:15:00-04:00,2026-09-14 10:20:00-04:00,2026-09-14 10:20:00-04:00,1558.18994140625,1565.9200439453125,1555.875,1565.690185546875,143420.0,52.13402632195718,290.2690420738918,-48.8983027587031,-77.32341404503407,-120.53575884302114,-216.54439101924328,0.004813433806315107,0.006446610697696427,0.7466611576273121,0.00014751628946472033,0.0014856606019165992,0.006151578118766986,0.9738644551818966,0.9905548780326168,0.008060084847047736,0.9944878178725607,1.3291911867243063,-0.19226943243133346,,,,,,,0.38729833462074165,,-0.5555555555555556,0.3615319442126172,8.1202392578125,0.7465868337281788,1.0,-0.0028976611901537033,0.008111063822349421,0.008760843775396765,,,3,-0.2700798652329859,0.005213402632195718,-0.000788984777249091,0.006002387409444809,-0.0009895284610869082,0.0062029310932826265,-0.00010959628608475658,0.005322998918280475,0.012962243107450755,-0.0008152895606257093,0.013777532668076464,0.0006867195220030542,0.0122755235854477,0.004524906507608062,0.008437336599842693,,,,,,,,,-0.0014080350803087134,,-0.06864606469763002,0.11538461538461539,1.8943701769023893,5.652737835897228,6.405213545844417,13.169945551306343,-0.25395161322513776,2.4519876458395093,9.891012836020025,18.71245115007856,0.062351277329501534,increase,-10.801062862954515,-2.3670726472968657,-10.6087392664827,44.253932658750315,5.740413266844327,16.857716646940236,36.6219018996803,60.15278356641191,0.2435454030829205,increase,1.8943701769023893,5.652737835897228,6.405213545844417,13.169945551306343,-0.25395161322513776,2.4519876458395093,9.891012836020025,18.71245115007856,0.06654504777433418,hold,2.0870182947194773,0.22861381355363028,271.57576659814384,0.0,0.0,-25.5,1.0,3637,-2040.0,41.66070937585923,-48.96700105596621,-13298.250849786142,-32.471127906312134,-36.652326596096366,-30.491379708661185
