strategy,date,fill_time,signal_data_cutoff,symbol,quantity,side,reference_price,fill_price,slippage_cost,commission_cost,cost,notional,shares_after,cash_after,equity_after,gross_exposure_after,net_exposure_after,reason
calibrated_legacy_curve,2026-09-14,2026-09-14T11:15:00-04:00,2026-09-14T11:15:00-04:00,SNDK,3,buy,1532.1400146484375,1532.9060846557616,2.298210021972656,0.0,2.298210021972656,4596.4200439453125,6,72190.85634806062,47161.55687906648,0.920558660862316,-0.5307140205989224,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T11:25:00-04:00,2026-09-14T11:25:00-04:00,SNDK,-1,sell,1529.8199462890625,1529.055036315918,0.7649099731445312,0.0,0.7649099731445312,1529.8199462890625,5,74351.1643379059,47067.60484388734,0.9046935593630332,-0.5796674715977579,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T11:35:00-04:00,2026-09-14T11:35:00-04:00,SNDK,-1,sell,1549.030029296875,1548.2555142822266,0.7745150146484375,0.0,0.7745150146484375,1549.030029296875,4,68189.06654112245,47104.716794418346,0.8029147112524357,-0.4476059125612338,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T11:40:00-04:00,2026-09-14T11:40:00-04:00,SNDK,-1,sell,1542.5899658203125,1541.8186708374024,0.7712949829101563,0.0,0.7712949829101563,1542.5899658203125,3,75244.7671201172,47088.85610937502,0.871566101008852,-0.5979315136758349,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T12:15:00-04:00,2026-09-14T12:15:00-04:00,SNDK,-1,sell,1536.0,1535.232,0.768,0.0,0.768,1536.0,2,56397.39252944949,47053.52296157839,0.8992085400714637,-0.1985795957403835,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T12:25:00-04:00,2026-09-14T12:25:00-04:00,SNDK,-2,sell,1545.6600341796875,1544.8872041625978,1.5456600341796876,0.0,1.5456600341796876,3091.320068359375,0,70090.90200386812,47052.81893502046,0.875943219771881,-0.4896217397870051,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T12:35:00-04:00,2026-09-14T12:35:00-04:00,SNDK,1,buy,1543.3699951171875,1544.141680114746,0.7716849975585938,0.0,0.7716849975585938,1543.3699951171875,1,73783.13104984286,47077.50369998935,0.9257862808426148,-0.567269401539223,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T12:40:00-04:00,2026-09-14T12:40:00-04:00,SNDK,1,buy,1545.925048828125,1546.698011352539,0.7729625244140625,0.0,0.7729625244140625,1545.925048828125,2,64642.63803849032,47094.56369767001,0.7965552948550109,-0.3726135877056336,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T12:50:00-04:00,2026-09-14T12:50:00-04:00,SNDK,-1,sell,1547.974365234375,1547.200378051758,0.7739871826171875,0.0,0.7739871826171875,1547.974365234375,1,70030.38066087344,47036.96098313907,0.9101333730793124,-0.4888372717356596,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T13:10:00-04:00,2026-09-14T13:10:00-04:00,SNDK,-1,sell,1567.1473388671875,1566.363765197754,0.7835736694335937,0.0,0.7835736694335937,1567.1473388671875,0,86429.86279282383,47057.03709397129,0.8983409974546533,-0.8367043088630157,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T14:25:00-04:00,2026-09-14T14:25:00-04:00,SNDK,1,buy,1565.0849609375,1565.8675034179687,0.78254248046875,0.0,0.78254248046875,1565.0849609375,1,70880.88820729076,46989.27851185619,0.9285505296244008,-0.5084481067187766,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:05:00-04:00,2026-09-14T15:05:00-04:00,SNDK,1,buy,1564.5550537109375,1565.3373312377928,0.7822775268554687,0.0,0.7822775268554687,1564.5550537109375,2,74846.8823711854,46930.98805355845,0.9279965359420722,-0.5948286084616171,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:15:00-04:00,2026-09-14T15:15:00-04:00,SNDK,-1,sell,1558.530029296875,1557.7507642822266,0.7792650146484374,0.0,0.7792650146484374,1558.530029296875,1,76804.57560040294,46954.40227581798,0.8859645893161812,-0.6357268302392621,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:20:00-04:00,2026-09-14T15:20:00-04:00,SNDK,1,buy,1562.1300048828125,1562.9110698852537,0.7810650024414062,0.0,0.7810650024414062,1562.1300048828125,2,73032.12123932659,46942.62026276409,0.9340275518955876,-0.555774279972549,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:25:00-04:00,2026-09-14T15:25:00-04:00,SNDK,-1,sell,1559.77001953125,1558.9901345214844,0.779885009765625,0.0,0.779885009765625,1559.77001953125,1,74591.11137384808,46919.75076288616,0.9013965409659358,-0.5897593265318481,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:30:00-04:00,2026-09-14T15:30:00-04:00,SNDK,1,buy,1558.9200439453125,1559.6995039672852,0.7794600219726563,0.0,0.7794600219726563,1558.9200439453125,2,72074.32412158976,46941.19503223429,0.929223035155514,-0.5354173252746691,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:35:00-04:00,2026-09-14T15:35:00-04:00,SNDK,-1,sell,1559.010009765625,1558.2305047607422,0.7795050048828125,0.0,0.7795050048828125,1559.010009765625,1,73632.5546263505,46964.95036304483,0.8950252704013736,-0.5678192792105987,policy_rebalance
calibrated_legacy_curve,2026-09-14,2026-09-14T15:45:00-04:00,2026-09-14T15:45:00-04:00,SNDK,-1,sell,1563.81005859375,1563.0281535644533,0.781905029296875,0.0,0.781905029296875,1563.81005859375,0,65364.16180267342,46929.67698516854,0.8842627346043697,-0.3928108182660375,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T09:45:00-04:00,2026-09-14T09:45:00-04:00,SNDK,10,buy,1518.7099609375,1519.4693159179687,7.5935498046875,0.0,7.5935498046875,15187.099609375,10,50566.13491463471,47075.69446968842,0.7193656948704474,-0.0741452778183389,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T09:50:00-04:00,2026-09-14T09:50:00-04:00,SNDK,9,buy,1546.699951171875,1547.473301147461,6.960149780273437,0.0,6.960149780273437,13920.299560546877,19,17749.81652101899,47137.115593284616,0.6234428794037683,0.6234428794037683,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T09:55:00-04:00,2026-09-14T09:55:00-04:00,SNDK,-16,sell,1524.7900390625,1524.0276440429689,12.1983203125,0.0,12.1983203125,24396.640625,3,56532.91542353059,46620.58580316926,0.4088552197780526,-0.2126170113393875,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:00:00-04:00,2026-09-14T10:00:00-04:00,SNDK,7,buy,1532.0899658203125,1532.8560108032225,5.362314880371094,0.0,5.362314880371094,10724.629760742188,10,59943.148104805005,46596.60867609407,0.9440244686237214,-0.2864272703081554,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:05:00-04:00,2026-09-14T10:05:00-04:00,SNDK,-3,sell,1545.6500244140625,1544.8771994018557,2.3184750366210936,0.0,2.3184750366210936,4636.950073242188,7,64577.77970301057,46732.60929285432,0.8448976282176157,-0.3818569234670335,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:30:00-04:00,2026-09-14T10:30:00-04:00,SNDK,-1,sell,1556.3699951171875,1555.591810119629,0.7781849975585937,0.0,0.7781849975585937,1556.3699951171875,6,58667.35941886903,46858.50976371766,0.650581713978498,-0.2520107812795811,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:35:00-04:00,2026-09-14T10:35:00-04:00,SNDK,1,buy,1553.39501953125,1554.1717170410154,0.776697509765625,0.0,0.776697509765625,1553.39501953125,7,69306.8774950943,46701.592308326726,0.9497067073727404,-0.4840367120145737,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:40:00-04:00,2026-09-14T10:40:00-04:00,SNDK,2,buy,1548.9599609375,1549.7344409179686,1.5489599609375,0.0,1.5489599609375,3097.919921875,9,62464.29310250855,46745.80761361695,0.9326989309104609,-0.3362544427259578,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:45:00-04:00,2026-09-14T10:45:00-04:00,SNDK,3,buy,1555.6650390625,1556.442871582031,2.33349755859375,0.0,2.33349755859375,4666.9951171875,12,53413.35479486085,46758.20504510499,0.9408212022856766,-0.142331163981509,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:50:00-04:00,2026-09-14T10:50:00-04:00,SNDK,-5,sell,1546.630126953125,1545.8568118896485,3.866575317382813,0.0,3.866575317382813,7733.150634765625,7,61142.63885430909,46595.089415832525,0.7769138694585229,-0.3122120725780484,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T10:55:00-04:00,2026-09-14T10:55:00-04:00,SNDK,1,buy,1540.5574951171875,1541.327773864746,0.7702787475585937,0.0,0.7702787475585937,1540.5574951171875,8,65845.58484056855,46541.1935899582,0.944395873464852,-0.4147807514497328,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:10:00-04:00,2026-09-14T11:10:00-04:00,SNDK,5,buy,1532.989990234375,1533.756485229492,3.832474975585937,0.0,3.832474975585937,7664.949951171875,13,46022.808685249336,46309.67820734406,0.854483808909811,0.006194591135147,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:15:00-04:00,2026-09-14T11:15:00-04:00,SNDK,2,buy,1532.1400146484375,1532.9060846557616,1.5321400146484374,0.0,1.5321400146484374,3064.280029296875,15,42769.00680068207,46213.78646376801,0.9200592297214764,0.0745400869886883,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:20:00-04:00,2026-09-14T11:20:00-04:00,SNDK,-1,sell,1531.5999755859375,1530.8341755981446,0.7657999877929688,0.0,0.7657999877929688,1531.5999755859375,14,44299.84097628022,46188.391330284125,0.8875877202400536,0.0408879872108827,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:25:00-04:00,2026-09-14T11:25:00-04:00,SNDK,-1,sell,1529.8199462890625,1529.055036315918,0.7649099731445312,0.0,0.7649099731445312,1529.8199462890625,13,46923.49183254242,46164.09116725922,0.878057343789909,-0.0164500295810391,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:30:00-04:00,2026-09-14T11:30:00-04:00,SNDK,-1,sell,1540.5,1539.7297500000002,0.77025,0.0,0.77025,1540.5,12,49980.87074861908,46380.33031282807,0.8747790315880801,-0.0776307631167336,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:35:00-04:00,2026-09-14T11:35:00-04:00,SNDK,-7,sell,1549.030029296875,1548.2555142822266,5.421605102539062,0.0,5.421605102539062,10843.210205078123,5,62549.90240686799,46349.561754402166,0.6837311885138735,-0.3495252174833595,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:40:00-04:00,2026-09-14T11:40:00-04:00,SNDK,-1,sell,1542.5899658203125,1541.8186708374024,0.7712949829101563,0.0,0.7712949829101563,1542.5899658203125,4,75385.90965379334,46355.092301498415,0.8924917420026386,-0.6262702954720794,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:45:00-04:00,2026-09-14T11:45:00-04:00,SNDK,-3,sell,1543.18505859375,1542.4134660644531,2.314777587890625,0.0,2.314777587890625,4629.55517578125,1,80959.20609423066,46297.03855272675,0.8153553410484424,-0.748690815332127,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T11:50:00-04:00,2026-09-14T11:50:00-04:00,SNDK,6,buy,1533.4649658203125,1534.2316983032226,4.600394897460937,0.0,4.600394897460937,9200.789794921877,7,68569.16290224457,46337.29180849457,0.9430931094514936,-0.4797835658076686,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T12:00:00-04:00,2026-09-14T12:00:00-04:00,SNDK,-1,sell,1535.2239990234375,1534.4563870239258,0.7676119995117188,0.0,0.7676119995117188,1535.2239990234375,6,70103.61928926849,46306.42431246185,0.9117500129183111,-0.513906986560446,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T12:20:00-04:00,2026-09-14T12:20:00-04:00,SNDK,-6,sell,1544.4000244140625,1543.6278244018556,4.633200073242188,0.0,4.633200073242188,9266.400146484377,0,74035.16524145508,46325.65547583008,0.605630928859656,-0.5981460916420739,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T13:05:00-04:00,2026-09-14T13:05:00-04:00,SNDK,4,buy,1559.0,1559.7795,3.118,0.0,3.118,6236.0,4,69486.31595634462,46363.19442008974,0.7677452337242552,-0.4987387479546782,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T13:30:00-04:00,2026-09-14T13:30:00-04:00,SNDK,-1,sell,1571.199951171875,1570.414351196289,0.7855999755859375,0.0,0.7855999755859375,1571.199951171875,3,77810.27022873692,46323.90035569004,0.8832064931046473,-0.6797003195172306,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T13:35:00-04:00,2026-09-14T13:35:00-04:00,SNDK,-1,sell,1568.8699951171875,1568.085560119629,0.7844349975585938,0.0,0.7844349975585938,1568.8699951171875,2,81117.32244786076,46352.91274937443,0.885378873618011,-0.7499940701990837,policy_rebalance
calibrated_context_curve,2026-09-14,2026-09-14T13:45:00-04:00,2026-09-14T13:45:00-04:00,SNDK,4,buy,1572.3299560546875,1573.1161210327148,3.144659912109375,0.0,3.144659912109375,6289.31982421875,6,70399.85115125279,46346.24168470006,0.9261067862030842,-0.5189980587895949,policy_rebalance
