bar_open_et,a158_kmid,a158_klen,a158_kmid2,a158_kup,a158_klow,a158_ksft,a158_roc_5,a158_ma_5,a158_std_5,a158_rsv_5,a158_vma_5,a158_corr_5,a158_roc_20,a158_ma_20,a158_std_20,a158_rsv_20,a158_vma_20,a158_corr_20,a101_002,a101_003,a101_004,a101_006,a101_012,a101_101,xs_return_rank,xs_peer_return,xs_peer_residual,xs_group_residual,xs_market_beta,xs_market_residual,xs_peer_count,seasonal_rvol,momentum_1,SPY_return_1,SPY_relative_1,QQQ_return_1,QQQ_relative_1,SOXX_return_1,SOXX_relative_1,momentum_3,SPY_return_3,SPY_relative_3,QQQ_return_3,QQQ_relative_3,SOXX_return_3,SOXX_relative_3,momentum_12,SPY_return_12,SPY_relative_12,QQQ_return_12,QQQ_relative_12,SOXX_return_12,SOXX_relative_12,trend_efficiency_12,volume_x_return,volume_x_efficiency,overnight_gap,session_fraction,state_open_return,state_high_drawdown,state_low_rebound,state_range_location,state_bar_vwap_distance,state_SPY_open_return,state_SPY_open_residual,state_SPY_bar_return,state_QQQ_open_return,state_QQQ_open_residual,state_QQQ_bar_return,state_SOXX_open_return,state_SOXX_open_residual,state_SOXX_bar_return,state_momentum_12_available,state_beta_available
2026-09-15 09:30:00-04:00,-0.009032045987388364,0.01688958315485864,-0.5347702133660189,0.005477723338092564,0.0023798138293777103,-0.012129955496103219,,,,,,,,,,,,,,,,,,-0.5346819633178832,,,,,,,0,-0.2783556771196899,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006824946829940837,0.0,-0.009032045987388382,-0.014430721823761372,0.002407285433281281,0.14090423710031633,-0.004063590645054793,-0.0015747858256749403,-0.0074572601617134415,-0.0015747858256749403,-0.0012416119288438665,-0.007790434058544515,-0.0012416119288438665,0.0005470827847176007,-0.009579128772105983,0.0005470827847176007,0.0,0.0
2026-09-15 09:35:00-04:00,0.017015942956717826,0.01735343450870002,0.9805518871889161,0.00033749155198219637,0.0,0.016678451404735627,,,,,,,,,,,,,,,,,6.115020751953125,0.980392990777866,1.0,-0.0003621128958608925,0.017564022973456866,,,,3,0.0147436967893666,0.017201910077595972,0.0011727384552777664,0.016029171622318206,0.0015539011956122728,0.0156480088819837,-0.004593079737208905,0.021794989814804877,,,,,,,,,,,,,,,,0.0002536197463820247,,-0.0006824946829940837,0.01282051282051282,0.008014495647315822,-0.0003317348136198106,0.019650605418431777,0.9830723729244069,0.010333688803700891,-0.0004038941822936959,0.008418389829609518,0.0011727384552777664,0.00031035992450778593,0.0077041357228080365,0.0015468200174029167,-0.0040485097473443865,0.012063005394660209,-0.004682163045380938,0.0,0.0
2026-09-15 09:40:00-04:00,-0.001631530891409611,0.00541973060415756,-0.30103542234317066,0.001299553932332058,0.002488645780415891,-0.0004424390433257779,,,,,,,,,,,,,,,,,-0.550018310546875,-0.3008819104952416,0.25,0.001031382845485725,-0.002552451156500675,,,,3,-0.1011558214293915,-0.0015210683110149503,0.00018427587013514213,-0.0017053441811500925,0.00023278381202085363,-0.001753852123035804,0.0032559723916558703,-0.004777040702670821,,,,,,,,,,,,,,,,0.00015386491445093444,,-0.0006824946829940837,0.02564102564102564,0.0064812367409430305,-0.002927280664642873,0.018099647194222523,0.8582644392031404,0.006728660781160523,-0.00021969274011046647,0.006700929481053497,0.00019745250917724277,0.0005432159832949868,0.005938020757648044,0.00023278381202085363,-0.0008057191916531758,0.007286955932596206,0.003376223528945621,0.0,0.0
2026-09-15 09:45:00-04:00,0.0011017701429926244,0.0039326838388761744,0.2801573144783224,0.0007538115913893232,0.0020771021044942266,0.0024250606560975276,,,,,,,,,,,,,,,,,0.427825927734375,0.27996016129966117,0.5,0.0025016575552566276,-0.0013167082623633717,,,,3,-0.5031377541717745,0.001184949292893256,-0.0007895738028230737,0.0019745230957163296,-0.00023272963632892107,0.001417678929222177,0.0009755903123445098,0.00020935898054874613,0.016858175776999218,0.0005665849963949476,0.01629159078060427,0.0015539011956122728,0.015304274581386945,-0.000377791032893815,0.017235966809893033,,,,,,,,,-0.000596192726033745,,-0.0006824946829940837,0.038461538461538464,0.007673865970729388,-0.0017458000509034122,0.019306043651260207,0.915470370763317,0.007102052483309196,-0.0010090930793013042,0.008682959050030692,-0.0007895738028230737,0.00031035992450778593,0.007363506046221602,-0.0002115612271790246,0.0001690850688533807,0.007504780901876007,0.0010254051960789656,0.0,0.0
2026-09-15 09:50:00-04:00,-0.002256779563909395,0.00531228987297403,-0.42482236810710494,0.0016446642058767973,0.0014108461031878384,-0.0024905976665983535,,0.9984762792031323,0.0071476888239233845,0.7967575552308146,1.533623422621491,-0.7955710237446509,,,,,,,,,,,0.8878173828125,-0.4246012091300286,0.5,-0.0011677852392819599,-0.0012882918672882937,,,,3,-0.19359230943324823,-0.0024560771065702536,0.0004346047283259047,-0.0028906818348961583,7.059272405962602e-06,-0.002463136378976216,0.0019095794870200855,-0.004365656593590339,-0.0027931685524802408,-0.00017110183233992604,-0.0026220667201403147,7.059272405962602e-06,-0.0028002278248862034,0.006152405257250582,-0.008945573809730822,,,,,,,,,0.0004754776392070655,,-0.0006824946829940837,0.05128205128205128,0.005198941257629652,-0.004197589337936014,0.016802549412859413,0.7967575552309212,0.003913122714961581,-0.0005749269075990826,0.005773868165228735,0.0004346047283259047,0.00031742138782897555,0.004881519869800677,2.8151594701819604e-05,0.002078987437252655,0.003119953820376997,0.0018298528779348011,0.0,0.0
2026-09-15 09:55:00-04:00,-0.004177695394964918,0.007403114520486928,-0.5643159218194251,0.0017836352837735051,0.0014417838417485058,-0.004519546836989917,0.9897953261667652,1.0045205783138509,0.0027581467075717702,0.5487816224563962,1.4275458632859421,0.5333610152280475,,,,,,,,,,,-1.44000244140625,-0.5641046453192614,0.25,1.4298852534899709e-05,-0.004007760834372265,,,,3,-0.2307839190280193,-0.003993461981837365,-0.00017113111318700636,-0.0038223308686503588,-4.932846993077611e-05,-0.003944133511906589,-0.00020847922132860575,-0.0037849827605087594,-0.005262412299467667,-0.0005263825352154194,-0.0047360297642522475,-0.0002749893447008267,-0.00498742295476684,0.0026779516589410246,-0.007940363958408692,,,,,,,,,0.000921626806657828,,-0.0006824946829940837,0.0641025641025641,0.0011847175015340383,-0.008174288406336938,0.012741987088743967,0.604210363091789,-0.00022592094055406964,-0.0007459596329043583,0.0019306771344383966,-0.00014478234401005263,0.00026807725998678755,0.0009166402415472508,-4.932846993077611e-05,0.0018700747902420378,-0.0006853572887079995,-0.0002481537356012753,0.0,0.0
2026-09-15 10:00:00-04:00,0.001680888798315355,0.0032859723077840897,0.5115346816320084,0.0013544671453334409,0.0002506163641352941,0.0005770380171172081,1.005272098339426,1.0019201022706141,0.0026620394624494344,0.3085098919600629,1.5082420972405366,0.4873231246561281,,,,,,,,,,,0.553619384765625,0.5111015420439224,1.0,-0.0020636532801781757,0.003605124515522714,,,,3,-0.43332838832755616,0.0015414712353445381,-0.0009478911390902178,0.002489362374434756,-0.0010720216553194994,0.0026134928906640376,0.00044679971598249324,0.0010946715193620449,-0.004908186262363445,-0.000684741572148595,-0.00422344469021485,-0.0011142458871989946,-0.0037939403751644507,0.0021482617472707854,-0.007056448009634231,,,,,,,,,-0.0006679632460651358,,-0.0006824946829940837,0.07692307692307693,0.0027280149448292157,-0.006645417601440107,0.014303099730667013,0.6782365278990623,0.00124114638100159,-0.001693143683468401,0.004421158628297617,-0.0009355277386545735,-0.0008042317799606957,0.0035322467247899114,-0.0010720216553194994,0.002317710055109501,0.0004103048897197148,0.0008939988704064206,0.0,0.0
2026-09-15 10:05:00-04:00,-0.0037946964688231766,0.004781633153267373,-0.7935984102477599,0.00047264027069875505,0.0005142964137454413,-0.0037530403257764904,1.0075485539439677,1.00420902333105,0.003410304524747909,0.04817649349512768,1.382944707878366,0.6399878196986488,,,,,,,0.530287813354999,,,,-1.358612060546875,-0.7931372842474368,0.25,0.0013799447011776749,-0.0051569767085947555,,,,3,-0.5209297551556531,-0.0037770320074170805,-0.00042171147294089995,-0.0033553205344761805,-0.0005648546473170368,-0.0032121773601000436,-0.0006550297428569163,-0.003122002264560164,-0.006225894062473758,-0.0015400996754374452,-0.004685794387036313,-0.0016855185214199597,-0.004540375541053798,-0.0004169584426572115,-0.0058089356198165465,,,,,,,,,0.0019675683588388448,,-0.0006824946829940837,0.08974358974358974,-0.0010593208623511652,-0.010397349653873955,0.010472044457761731,0.4965722959904024,-0.0024694358327265187,-0.002114141138292669,0.0010548202759415037,-0.00039598302847143607,-0.0013686321532192514,0.0003093112908680862,-0.0005648546473170368,0.0016611621432311985,-0.0027204830055823637,-0.0005558067876275663,0.0,0.0
2026-09-15 10:10:00-04:00,0.002023206968273284,0.0037391474154567835,0.5410877784353453,0.0016461923094970988,6.974813768640062e-05,0.0004467627964625857,1.0067056739559712,1.0008402681419677,0.002325366279513297,0.23698034634299114,1.5606799479562699,0.7155298956516809,,,,,,,0.34718253741470684,,-0.5555555555555556,,0.725006103515625,0.5406842540510012,1.0,-0.0026093407610664108,0.004632547729339706,,,,3,-0.5529301916596223,0.0020232069682732945,-0.0007119735475433764,0.002735180515816671,-0.0012221001444323587,0.003245307112705653,-0.002999025357671936,0.005022232325945231,-0.00022271077161339914,-0.0020802015867774637,0.0018574908151640646,-0.002856371223915244,0.0026336604523018448,-0.003206922686802449,0.00298421191518905,,,,,,,,,-0.001118692216734436,,-0.0006824946829940837,0.10256410256410256,0.0009617428805717143,-0.008395178675872028,0.012516438539354136,0.5935151104618424,-0.00042565741245093047,-0.00282460947326979,0.0037863523538415045,-0.0006987861527686379,-0.002589059692099549,0.0035508025726712633,-0.0012081472066576282,-0.0013428450818313564,0.0023045879624030707,-0.0029000306848839807,0.0,0.0
2026-09-15 10:15:00-04:00,0.0011001797651578576,0.0028268602294024402,0.3891878889920697,0.001448235709094927,0.00027844475514965557,-6.961118878741389e-05,1.0031854358534436,0.9991590293127341,0.001423805518104394,0.4092389033053094,1.4417066203242686,-0.0355404572192205,,,,,,,0.4344001219866635,,-0.5555555555555556,0.2254602725346592,0.375,0.38880482406341416,0.75,0.0008034432597679627,0.00024092132750156792,,,,3,-0.6232717979558504,0.0010443645872695306,0.0003167028758521706,0.00072766171141736,0.00044559528499577006,0.0005987693022737606,0.001195218082008065,-0.00015085349473853427,-0.0007189417828534772,-0.0008170408434358123,9.809906058233508e-05,-0.0013414651488388163,0.0006225233659853391,-0.0024612376124935054,0.0017422958296400282,,,,,,,,,-0.0006509229940289001,,-0.0006824946829940837,0.11538461538461539,0.002007111878047807,-0.007359581715915442,0.013573874851792844,0.643657523402241,0.0005950724704206767,-0.0025088011593610293,0.004515913037408836,0.0003167028758521706,-0.0021446180798950776,0.004151729957942885,0.0004385123870900287,-0.00014923199254646136,0.0021563438705942684,0.0012550539892697277,0.0,0.0
