strategy,bar_open,available_at,has_observed_next_open,TSLA_price,TSLA_shares_before,TSLA_target_shares,TSLA_target_weight,forecast_5m_bps,forecast_15m_bps,forecast_30m_bps,forecast_60m_bps
context_curve,2026-09-15T09:35:00-04:00,2026-09-15T09:40:00-04:00,True,361.6000061035156,-94,-91,-0.6999999972028716,-17.973415970195866,-27.793564440627698,-30.56786587319612,-36.08293441462817
context_curve,2026-09-15T09:40:00-04:00,2026-09-15T09:45:00-04:00,True,361.04998779296875,-91,29,0.22446719781156613,1.740477739029134,3.2008901518653317,5.0664804130890175,6.12054924720356
context_curve,2026-09-15T09:45:00-04:00,2026-09-15T09:50:00-04:00,True,361.4778137207031,29,0,8.899120397562257e-09,-3.1204165543381603,-4.105331899265778,-3.7589995009618327,-4.534429939256102
context_curve,2026-09-15T09:50:00-04:00,2026-09-15T09:55:00-04:00,True,360.5899963378906,0,45,0.34451634054356195,0.34218337566736473,2.213915257789347,5.448556557325996,11.039954269520035
context_curve,2026-09-15T09:55:00-04:00,2026-09-15T10:00:00-04:00,True,359.1499938964844,45,46,0.35300956444245113,3.0579550994056146,1.2227741549716706,5.207405771472816,9.072246378823886
context_curve,2026-09-15T10:00:00-04:00,2026-09-15T10:05:00-04:00,True,359.70361328125,46,45,0.35119791547495455,0.04443879754741493,3.559877225050084,5.33024062183845,5.854649408189577
context_curve,2026-09-15T10:05:00-04:00,2026-09-15T10:10:00-04:00,True,358.3450012207031,45,37,0.2883289600664487,-2.4203115696715822,-3.0056205072450064,0.471573786143453,8.104667114595475
context_curve,2026-09-15T10:10:00-04:00,2026-09-15T10:15:00-04:00,True,359.07000732421875,37,-79,-0.6068544995041594,-7.129577999802657,-7.3506033449491435,-4.83494793204937,-1.6363652707781746
context_curve,2026-09-15T10:15:00-04:00,2026-09-15T10:20:00-04:00,True,359.44500732421875,-79,-78,-0.5991018121762864,-3.383819407584876,-2.3855757221545844,-0.6611855374725875,-0.9197414482298253
context_curve,2026-09-15T10:20:00-04:00,2026-09-15T10:25:00-04:00,True,358.92999267578125,-78,-66,-0.5075013846180063,-1.5613170557479101,-1.784560703087881,1.215164702430284,5.889920257101965
context_curve,2026-09-15T10:25:00-04:00,2026-09-15T10:30:00-04:00,True,359.2900085449219,-66,0,0.0,2.581779659769793,3.2065141611582053,4.114674137662862,4.076098953247773
context_curve,2026-09-15T10:30:00-04:00,2026-09-15T10:35:00-04:00,True,358.875,0,9,0.07234625154188731,3.8705434150631306,4.464296382579107,5.280727094317649,4.444902342238432
context_curve,2026-09-15T10:35:00-04:00,2026-09-15T10:40:00-04:00,True,358.4200134277344,9,9,0.06873112082823916,0.4339593514580251,0.540872143220164,1.4474364120738907,2.128700789958857
context_curve,2026-09-15T10:40:00-04:00,2026-09-15T10:45:00-04:00,True,357.77801513671875,9,9,0.06861088889704683,2.277391401239688,2.3034714261392577,3.673480656121714,2.9866849219754936
context_curve,2026-09-15T10:45:00-04:00,2026-09-15T10:50:00-04:00,True,357.1499938964844,9,9,0.06843740686391915,-2.5720134098287284,-1.3934474120890894,1.5505244482525575,2.878691255316128
context_curve,2026-09-15T10:50:00-04:00,2026-09-15T10:55:00-04:00,True,356.04998779296875,9,0,-8.010926849845422e-09,-2.730696570711089,-2.1982416543255527,-1.4140058959941944,-3.356709843595629
context_curve,2026-09-15T10:55:00-04:00,2026-09-15T11:00:00-04:00,False,357.6099853515625,0,-90,-0.6872187547282448,-6.254464592657706,-6.146491963680727,-4.278753311024034,-5.2797216626864
context_error_curve,2026-09-15T09:30:00-04:00,2026-09-15T09:35:00-04:00,True,355.4849853515625,0,-94,-0.7,-9.646323526032578,-11.43908442596045,-14.581110544433757,-30.1831035075646
context_error_curve,2026-09-15T09:35:00-04:00,2026-09-15T09:40:00-04:00,True,361.6000061035156,-94,-91,-0.7,-17.97341597019575,-27.793564440627545,-30.567865873195995,-36.08293441462802
context_error_curve,2026-09-15T09:40:00-04:00,2026-09-15T09:45:00-04:00,True,361.04998779296875,-91,16,0.12628083485253624,1.7404777390291117,3.200890151865291,5.066480413088964,6.120549247203475
context_error_curve,2026-09-15T09:45:00-04:00,2026-09-15T09:50:00-04:00,True,361.4778137207031,16,0,-7.663775890537046e-08,-3.120416554338192,-4.1053318992658,-3.7589995009618744,-4.5344299392561505
context_error_curve,2026-09-15T09:50:00-04:00,2026-09-15T09:55:00-04:00,True,360.5899963378906,0,11,0.09053127758409604,0.3421833756673284,2.2139152577892673,5.448556557325902,11.03995426951987
context_error_curve,2026-09-15T09:55:00-04:00,2026-09-15T10:00:00-04:00,True,359.1499938964844,11,20,0.15300428420005927,3.0579550994056253,1.2227741549716236,5.207405771472771,9.07224637882381
context_error_curve,2026-09-15T10:00:00-04:00,2026-09-15T10:05:00-04:00,True,359.70361328125,20,20,0.1525307806378451,0.04443879754738808,3.5598772250500375,5.330240621838411,5.8546494081895055
context_error_curve,2026-09-15T10:05:00-04:00,2026-09-15T10:10:00-04:00,True,358.3450012207031,20,15,0.12083848134514742,-2.4203115696715947,-3.005620507245052,0.4715737861434106,8.104667114595433
context_error_curve,2026-09-15T10:10:00-04:00,2026-09-15T10:15:00-04:00,True,359.07000732421875,15,-77,-0.5924507409663622,-7.129577999802663,-7.350603344949169,-4.834947932049395,-1.6363652707782028
context_error_curve,2026-09-15T10:15:00-04:00,2026-09-15T10:20:00-04:00,True,359.44500732421875,-77,-76,-0.5875862497369048,-3.3838194075848866,-2.385575722154607,-0.661185537472612,-0.919741448229861
context_error_curve,2026-09-15T10:20:00-04:00,2026-09-15T10:25:00-04:00,True,358.92999267578125,-76,-41,-0.3160622703812351,-1.5613170557479221,-1.7845607030879211,1.2151647024302346,5.889920257101886
context_error_curve,2026-09-15T10:25:00-04:00,2026-09-15T10:30:00-04:00,True,359.2900085449219,-41,1,0.014952051656721841,2.5817796597697797,3.2065141611581782,4.114674137662831,4.076098953247735
context_error_curve,2026-09-15T10:30:00-04:00,2026-09-15T10:35:00-04:00,True,358.875,1,4,0.033074657233527316,3.870543415063144,4.464296382579104,5.280727094317654,4.444902342238445
context_error_curve,2026-09-15T10:35:00-04:00,2026-09-15T10:40:00-04:00,True,358.4200134277344,4,4,0.030469842791255572,0.4339593514580303,0.540872143220164,1.4474364120738994,2.1287007899588817
context_error_curve,2026-09-15T10:40:00-04:00,2026-09-15T10:45:00-04:00,True,357.77801513671875,4,4,0.030416013949395075,2.277391401239686,2.3034714261392426,3.6734806561217006,2.9866849219754625
context_error_curve,2026-09-15T10:45:00-04:00,2026-09-15T10:50:00-04:00,True,357.1499938964844,4,3,0.03035009596410876,-2.572013409828721,-1.3934474120891072,1.5505244482525447,2.8786912553160784
context_error_curve,2026-09-15T10:50:00-04:00,2026-09-15T10:55:00-04:00,True,356.04998779296875,3,0,-1.5126845461455224e-09,-2.730696570711071,-2.198241654325539,-1.414005895994167,-3.3567098435956244
context_error_curve,2026-09-15T10:55:00-04:00,2026-09-15T11:00:00-04:00,False,357.6099853515625,0,-52,-0.40172976649614706,-6.254464592657683,-6.1464919636807185,-4.27875331102403,-5.279721662686454
session_context_curve,2026-09-15T09:30:00-04:00,2026-09-15T09:35:00-04:00,True,355.4849853515625,0,-94,-0.699999973746738,-23.284591257263653,-28.572266021903705,-25.152960965765185,-36.44291085251612
session_context_curve,2026-09-15T09:35:00-04:00,2026-09-15T09:40:00-04:00,True,361.6000061035156,-94,-91,-0.7,-24.8733195786229,-33.39358175146151,-36.534183971479614,-46.67711928788061
session_context_curve,2026-09-15T09:40:00-04:00,2026-09-15T09:45:00-04:00,True,361.04998779296875,-91,91,0.7,5.91810487845991,7.461415818419836,6.934215524330996,6.030443326726493
session_context_curve,2026-09-15T09:45:00-04:00,2026-09-15T09:50:00-04:00,True,361.4778137207031,91,-13,-0.10487428818573566,-3.1623813229918656,-3.7629238481244838,-2.942537378749779,-3.8380253937080466
session_context_curve,2026-09-15T09:50:00-04:00,2026-09-15T09:55:00-04:00,True,360.5899963378906,-13,71,0.5498257776798743,5.167831983746187,7.1954797819258856,7.285122288932069,9.361797656565638
session_context_curve,2026-09-15T09:55:00-04:00,2026-09-15T10:00:00-04:00,True,359.1499938964844,71,71,0.5424010323417644,3.5409361275656273,1.4989004493033735,6.261121119177244,11.16923875306747
session_context_curve,2026-09-15T10:00:00-04:00,2026-09-15T10:05:00-04:00,True,359.70361328125,71,81,0.619585815282065,4.9638927723606034,8.199178637958205,8.400513871717171,8.698350565840348
session_context_curve,2026-09-15T10:05:00-04:00,2026-09-15T10:10:00-04:00,True,358.3450012207031,81,48,0.37198154071574724,0.3117158033065013,-0.037878695143734764,2.2305153199396246,7.4368275624190625
session_context_curve,2026-09-15T10:10:00-04:00,2026-09-15T10:15:00-04:00,True,359.07000732421875,48,-67,-0.5129352486225188,-6.282759155687401,-5.884115522915287,-3.806991562916788,-1.3511679224368147
session_context_curve,2026-09-15T10:15:00-04:00,2026-09-15T10:20:00-04:00,True,359.44500732421875,-67,-67,-0.5129556632821529,-2.0432363642165194,-0.26850915259644,1.3214718729711266,1.8760519683886523
session_context_curve,2026-09-15T10:20:00-04:00,2026-09-15T10:25:00-04:00,True,358.92999267578125,-67,-55,-0.4269615893106558,-1.0987377350904297,-0.8105462491837281,2.823726020236584,7.918628563390402
session_context_curve,2026-09-15T10:25:00-04:00,2026-09-15T10:30:00-04:00,True,359.2900085449219,-55,12,0.09664119180655473,3.617468438414251,5.209231805824651,6.3512445840908915,6.7630834898200085
session_context_curve,2026-09-15T10:30:00-04:00,2026-09-15T10:35:00-04:00,True,358.875,12,35,0.270865108537501,4.396032056905615,4.7987832437562306,7.000205665696262,9.605920200514262
session_context_curve,2026-09-15T10:35:00-04:00,2026-09-15T10:40:00-04:00,True,358.4200134277344,35,35,0.26768809399994115,1.1421047678232257,1.3379385793218173,2.9134064588500475,5.4958560698125485
session_context_curve,2026-09-15T10:40:00-04:00,2026-09-15T10:45:00-04:00,True,357.77801513671875,35,34,0.2673214606521014,2.978519330667233,2.872130535826862,4.888951286462315,6.9746260665607265
session_context_curve,2026-09-15T10:45:00-04:00,2026-09-15T10:50:00-04:00,True,357.1499938964844,34,34,0.25921838491899185,-0.9965422348654572,-0.32869325588770054,3.0852072154029018,7.629905779554366
session_context_curve,2026-09-15T10:50:00-04:00,2026-09-15T10:55:00-04:00,True,356.04998779296875,34,5,0.03818402165453839,-1.5479259580346574,-1.3340373008959103,-0.8688225846669099,-0.685747548529634
session_context_curve,2026-09-15T10:55:00-04:00,2026-09-15T11:00:00-04:00,False,357.6099853515625,5,-91,-0.6999999996234482,-6.3692220006149824,-6.938826855972511,-4.095005624088003,-1.5074273070676392
session_context_error_curve,2026-09-15T09:30:00-04:00,2026-09-15T09:35:00-04:00,True,355.4849853515625,0,-94,-0.6999999125551214,-23.284591257263653,-28.572266021903705,-25.152960965765185,-36.44291085251612
session_context_error_curve,2026-09-15T09:35:00-04:00,2026-09-15T09:40:00-04:00,True,361.6000061035156,-94,-91,-0.7,-24.8733195786229,-33.39358175146151,-36.534183971479614,-46.67711928788061
session_context_error_curve,2026-09-15T09:40:00-04:00,2026-09-15T09:45:00-04:00,True,361.04998779296875,-91,52,0.4007693082261461,5.91810487845991,7.461415818419836,6.934215524330996,6.030443326726493
session_context_error_curve,2026-09-15T09:45:00-04:00,2026-09-15T09:50:00-04:00,True,361.4778137207031,52,-1,-0.013902597337794748,-3.1623813229918656,-3.7629238481244838,-2.942537378749779,-3.8380253937080466
session_context_error_curve,2026-09-15T09:50:00-04:00,2026-09-15T09:55:00-04:00,True,360.5899963378906,-1,38,0.29462082232220593,5.167831983746187,7.1954797819258856,7.285122288932069,9.361797656565638
session_context_error_curve,2026-09-15T09:55:00-04:00,2026-09-15T10:00:00-04:00,True,359.1499938964844,38,37,0.28979894666521633,3.5409361275656273,1.4989004493033735,6.261121119177244,11.16923875306747
session_context_error_curve,2026-09-15T10:00:00-04:00,2026-09-15T10:05:00-04:00,True,359.70361328125,37,43,0.3316382877230041,4.9638927723606034,8.199178637958205,8.400513871717171,8.698350565840348
session_context_error_curve,2026-09-15T10:05:00-04:00,2026-09-15T10:10:00-04:00,True,358.3450012207031,43,25,0.19711055166895955,0.3117158033065013,-0.037878695143734764,2.2305153199396246,7.4368275624190625
session_context_error_curve,2026-09-15T10:10:00-04:00,2026-09-15T10:15:00-04:00,True,359.07000732421875,25,-61,-0.4678741581588372,-6.282759155687401,-5.884115522915287,-3.806991562916788,-1.3511679224368147
session_context_error_curve,2026-09-15T10:15:00-04:00,2026-09-15T10:20:00-04:00,True,359.44500732421875,-61,-56,-0.4300824005763314,-2.0432363642165194,-0.26850915259644,1.3214718729711266,1.8760519683886523
session_context_error_curve,2026-09-15T10:20:00-04:00,2026-09-15T10:25:00-04:00,True,358.92999267578125,-56,-32,-0.24623869643631535,-1.0987377350904297,-0.8105462491837281,2.823726020236584,7.918628563390402
session_context_error_curve,2026-09-15T10:25:00-04:00,2026-09-15T10:30:00-04:00,True,359.2900085449219,-32,7,0.060337949149918024,3.617468438414251,5.209231805824651,6.3512445840908915,6.7630834898200085
session_context_error_curve,2026-09-15T10:30:00-04:00,2026-09-15T10:35:00-04:00,True,358.875,7,18,0.13739243703284368,4.396032056905615,4.7987832437562306,7.000205665696262,9.605920200514262
session_context_error_curve,2026-09-15T10:35:00-04:00,2026-09-15T10:40:00-04:00,True,358.4200134277344,18,17,0.13727974518340016,1.1421047678232257,1.3379385793218173,2.9134064588500475,5.4958560698125485
session_context_error_curve,2026-09-15T10:40:00-04:00,2026-09-15T10:45:00-04:00,True,357.77801513671875,17,17,0.12944875685174964,2.978519330667233,2.872130535826862,4.888951286462315,6.9746260665607265
session_context_error_curve,2026-09-15T10:45:00-04:00,2026-09-15T10:50:00-04:00,True,357.1499938964844,17,16,0.1292142367264484,-0.9965422348654572,-0.32869325588770054,3.0852072154029018,7.629905779554366
session_context_error_curve,2026-09-15T10:50:00-04:00,2026-09-15T10:55:00-04:00,True,356.04998779296875,16,0,0.005929190195401011,-1.5479259580346574,-1.3340373008959103,-0.8688225846669099,-0.685747548529634
session_context_error_curve,2026-09-15T10:55:00-04:00,2026-09-15T11:00:00-04:00,False,357.6099853515625,0,-57,-0.4342705493150189,-6.3692220006149824,-6.938826855972511,-4.095005624088003,-1.5074273070676392
