symbol,available_at,label_mature_at,forecast_bps,realized_next_bar_bps,target_weight,executed_shares,executed_close_weight
SNDK,2026-09-04T09:35:00-04:00,2026-09-04T09:40:00-04:00,1.2980787517492505,50.63628708684931,-1.70083075418118e-09,0,0.0
SNDK,2026-09-04T09:40:00-04:00,2026-09-04T09:45:00-04:00,1.2980787517492505,-8.016113481915665,0.0,0,0.0
SNDK,2026-09-04T09:45:00-04:00,2026-09-04T09:50:00-04:00,1.2980787517492505,-2.4406912764618482,0.0,0,0.0
SNDK,2026-09-04T09:50:00-04:00,2026-09-04T09:55:00-04:00,1.2980787517492505,48.395299823569275,0.0,0,0.0
SNDK,2026-09-04T09:55:00-04:00,2026-09-04T10:00:00-04:00,1.2980787517492505,67.27319765244432,0.0,0,0.0
SNDK,2026-09-04T10:00:00-04:00,2026-09-04T10:05:00-04:00,1.2980787517492505,12.966528510165443,0.0,0,0.0
SNDK,2026-09-04T10:05:00-04:00,2026-09-04T10:10:00-04:00,1.2980787517492505,-44.11452043047937,0.0,0,0.0
SNDK,2026-09-04T10:10:00-04:00,2026-09-04T10:15:00-04:00,1.2980787517492505,77.97385965030213,0.0,0,0.0
SNDK,2026-09-04T10:15:00-04:00,2026-09-04T10:20:00-04:00,1.2980787517492505,-36.4292986916781,7.910905163943782e-10,0,0.0
SNDK,2026-09-04T10:20:00-04:00,2026-09-04T10:25:00-04:00,-37.10342834059489,11.505648855949513,-0.5869320536721219,-37,-0.5752023572363325
SNDK,2026-09-04T10:25:00-04:00,2026-09-04T10:30:00-04:00,1.2980787517492505,45.72440539036382,-0.06472875491986901,-4,-0.0625536509374762
SNDK,2026-09-04T10:30:00-04:00,2026-09-04T10:35:00-04:00,1.2980787517492505,40.9221136741933,-0.0625536509235773,-3,-0.0471019933839901
SNDK,2026-09-04T10:35:00-04:00,2026-09-04T10:40:00-04:00,1.2980787517492505,55.558215657769416,-0.047101993388233995,-3,-0.0473964134242621
SNDK,2026-09-04T10:40:00-04:00,2026-09-04T10:45:00-04:00,1.2980787517492505,-86.18252639103652,-0.04739641399890079,-3,-0.0470409411959387
SNDK,2026-09-04T10:45:00-04:00,2026-09-04T10:50:00-04:00,-37.10342834059489,-32.0696043852875,-0.6999999728732527,-44,-0.6867468757024343
SNDK,2026-09-04T10:50:00-04:00,2026-09-04T10:55:00-04:00,1.2980787517492505,84.94529629285319,-0.24175020468753913,-15,-0.2368077723066387
SNDK,2026-09-04T10:55:00-04:00,2026-09-04T11:00:00-04:00,1.2980787517492505,11.661874034483155,-0.23680777231855357,-15,-0.2373708232427883
SNDK,2026-09-04T11:00:00-04:00,2026-09-04T11:05:00-04:00,1.2980787517492505,24.988341961778016,-0.23737082326864406,-15,-0.2382926275006088
SNDK,2026-09-04T11:05:00-04:00,2026-09-04T11:10:00-04:00,1.2980787517492505,-4.233121935015571,-0.17987398008231717,-11,-0.17463062074936
SNDK,2026-09-04T11:10:00-04:00,2026-09-04T11:15:00-04:00,1.2980787517492505,8.173015153554175,-0.08086897996210334,-5,-0.079551968999093
SNDK,2026-09-04T11:15:00-04:00,2026-09-04T11:20:00-04:00,1.2980787517492505,-11.135265295600938,-0.07955196901344316,-5,-0.0793643449543641
SNDK,2026-09-04T11:20:00-04:00,2026-09-04T11:25:00-04:00,1.2980787517492505,4.402899752091738,-0.07936434495950653,-5,-0.0793036375928836
SNDK,2026-09-04T11:25:00-04:00,2026-09-04T11:30:00-04:00,1.2980787517492505,15.107146802484372,-0.07930363760833124,-5,-0.0792472967341129
SNDK,2026-09-04T11:30:00-04:00,2026-09-04T11:35:00-04:00,1.2980787517492505,-11.936195243381631,-0.07924729661364201,-4,-0.0633315426658025
SNDK,2026-09-04T11:35:00-04:00,2026-09-04T11:40:00-04:00,1.2980787517492505,-11.162986249907414,-0.06333154201992727,-3,-0.0473052092815256
SNDK,2026-09-04T11:40:00-04:00,2026-09-04T11:45:00-04:00,1.2980787517492505,-3.7026066350709375,-0.04730520930191256,-3,-0.0472044696765392
SNDK,2026-09-04T11:45:00-04:00,2026-09-04T11:50:00-04:00,1.2980787517492505,-4.541060691685139,-0.047204469696997764,-3,-0.0472900155475537
SNDK,2026-09-04T11:50:00-04:00,2026-09-04T11:55:00-04:00,1.2980787517492505,-5.778917305697684,-0.047290015567963445,-3,-0.0472100436197671
SNDK,2026-09-04T11:55:00-04:00,2026-09-04T12:00:00-04:00,1.2980787517492505,78.73328843348126,-0.04721004364032321,-3,-0.0476259731616235
SNDK,2026-09-04T12:00:00-04:00,2026-09-04T12:05:00-04:00,1.2980787517492505,-18.713679341115785,-0.04762597318128735,-3,-0.0475734372633625
SNDK,2026-09-04T12:05:00-04:00,2026-09-04T12:10:00-04:00,1.2980787517492505,11.25476090340527,-0.04757343728319987,-3,-0.04767969844894
SNDK,2026-09-04T12:10:00-04:00,2026-09-04T12:15:00-04:00,1.2980787517492505,-5.296083613329783,-0.04767969846854598,-3,-0.047603076030113
SNDK,2026-09-04T12:15:00-04:00,2026-09-04T12:20:00-04:00,1.2980787517492505,-7.832485598866512,-0.047603076049821794,-3,-0.0476261772827125
SNDK,2026-09-04T12:20:00-04:00,2026-09-04T12:25:00-04:00,1.2980787517492505,18.80556693139024,-0.047626177302478985,-3,-0.0476683381116629
SNDK,2026-09-04T12:25:00-04:00,2026-09-04T12:30:00-04:00,1.2980787517492505,51.094623692515825,-0.04766833813128463,-3,-0.0479335333915833
SNDK,2026-09-04T12:30:00-04:00,2026-09-04T12:35:00-04:00,1.2980787517492505,61.4928347442234,-0.04793353341081005,-3,-0.0480323925630305
SNDK,2026-09-04T12:35:00-04:00,2026-09-04T12:40:00-04:00,1.2980787517492505,-37.56517484311828,-0.04803239233613004,-2,-0.0318682987279902
SNDK,2026-09-04T12:40:00-04:00,2026-09-04T12:45:00-04:00,1.2980787517492505,35.018620956139834,-0.03186829875677684,-2,-0.0319403741405525
SNDK,2026-09-04T12:45:00-04:00,2026-09-04T12:50:00-04:00,1.2980787517492505,21.65430074920316,-0.03194037416846872,-2,-0.0319917818758299
SNDK,2026-09-04T12:50:00-04:00,2026-09-04T12:55:00-04:00,1.2980787517492505,28.403978471431834,-0.031991781904447264,-2,-0.0321164469622431
SNDK,2026-09-04T12:55:00-04:00,2026-09-04T13:00:00-04:00,1.2980787517492505,41.98639061821385,-0.03211644699021591,-2,-0.0322632418097856
SNDK,2026-09-04T13:00:00-04:00,2026-09-04T13:05:00-04:00,1.2980787517492505,-65.90092051554363,-0.03226324183776399,-2,-0.0320762143651528
SNDK,2026-09-04T13:05:00-04:00,2026-09-04T13:10:00-04:00,1.2980787517492505,-10.099897867316132,-0.032076214394040264,-2,-0.0320492094333951
SNDK,2026-09-04T13:10:00-04:00,2026-09-04T13:15:00-04:00,1.2980787517492505,-19.75563808448433,-0.03204920946143202,-2,-0.032055207514914
