session,symbol,source,feed,events,quotes,trades,quote_trade_ratio,quote_minutes,quote_minute_coverage,duplicate_events,invalid_quotes,crossed_quotes,spread_bps_median,spread_bps_p95,quote_gap_seconds_median,quote_gap_seconds_p99,trade_gap_seconds_median,trade_gap_seconds_p99,latency_ms_median,latency_ms_p95,observed_delay_samples,negative_observed_delay_events,negative_observed_delay_fraction,first_event,last_event,session_open,session_close,expected_session_minutes,sampling_window_start,sampling_window_end,sampling_window_minutes,sampling_window_is_full_session,quote_window_minute_coverage,trade_minutes,trade_minute_coverage,trade_window_minute_coverage,full_quote_minute_coverage,full_trade_minute_coverage,missing_quotes,missing_trades,invalid_trades
2026-09-14,SNDK,alpaca_stock_historical,iex,2534,0,2534,0.0,0,0.0,0,0,0,,,,,0.091652885,8.145918792599982,,,0,0,,2026-09-14T09:30:00.259815480-04:00,2026-09-14T10:02:55.717249509-04:00,2026-09-14T09:30:00-04:00,2026-09-14T16:00:00-04:00,390,2026-09-14T09:30:00-04:00,2026-09-14T10:03:00-04:00,33,False,0.0,33,0.08461538461538462,1.0,False,False,True,False,0
2026-09-14,TSLA,alpaca_stock_historical,iex,2601,0,2601,0.0,0,0.0,0,0,0,,,,,0.12553067150000002,6.440669997109998,,,0,0,,2026-09-14T09:30:00.093091364-04:00,2026-09-14T10:02:56.958720517-04:00,2026-09-14T09:30:00-04:00,2026-09-14T16:00:00-04:00,390,2026-09-14T09:30:00-04:00,2026-09-14T10:03:00-04:00,33,False,0.0,33,0.08461538461538462,1.0,False,False,True,False,0
2026-09-14,PLTR,alpaca_stock_historical,iex,1143,0,1143,0.0,0,0.0,0,0,0,,,,,0.23168406949999998,14.06204956168,,,0,0,,2026-09-14T09:30:00.116230982-04:00,2026-09-14T10:02:56.093954031-04:00,2026-09-14T09:30:00-04:00,2026-09-14T16:00:00-04:00,390,2026-09-14T09:30:00-04:00,2026-09-14T10:03:00-04:00,33,False,0.0,33,0.08461538461538462,1.0,False,False,True,False,0
2026-09-14,NVDA,alpaca_stock_historical,iex,8274,0,8274,0.0,0,0.0,0,0,0,,,,,0.025876389,2.354117881799999,,,0,0,,2026-09-14T09:30:00.112606289-04:00,2026-09-14T10:02:59.473511226-04:00,2026-09-14T09:30:00-04:00,2026-09-14T16:00:00-04:00,390,2026-09-14T09:30:00-04:00,2026-09-14T10:03:00-04:00,33,False,0.0,33,0.08461538461538462,1.0,False,False,True,False,0
