time,action,shares,price,shares_after,realized_pnl
2026-09-14T09:30:47.521044-04:00,B,16.0,1526.42,16.0,0.0
2026-09-14T09:31:52.850228-04:00,B,3.0,1518.55,19.0,0.0
2026-09-14T09:32:59.212330-04:00,B,15.0,1525.0,34.0,0.0
2026-09-14T09:33:40.434058-04:00,B,1.0,1529.63,35.0,0.0
2026-09-14T20:00:09.249210-04:00,S,2.0,1562.86,33.0,72.88
2026-09-14T20:00:09.458743-04:00,S,31.0,1562.86,2.0,1173.13
2026-09-14T20:00:09.563554-04:00,S,2.0,1562.86,0.0,71.09
