symbol,feed,horizon,model,split,rows,mse_bps2,rmse_bps,mae_bps,mean_error_bps,ic,rank_ic,target_zero_fraction,forecast_zero_fraction,directional_rows,direction_accuracy_nonzero,forecast_direction_coverage,sign_match_including_zeros,predicted_abs_bps_p50,target_abs_bps_p50
NVDA,iex,30s,past_mid_plus_l1_ridge,2026-09-11_intraday,2674,13.103970653222884,3.6199406974732176,2.4997492567569184,0.04642299151758586,0.12001895427608135,0.052497833094984264,0.032535527299925204,0.0,2587,0.5148821028218014,1.0,0.4981301421091997,0.5901115505006117,1.5973894095155927
NVDA,iex,1min,zero,2026-09-11_intraday,2666,20.36424993676094,4.512676582335692,3.245097034273892,0.261409099708703,,,0.023255813953488372,1.0,0,,0.0,0.023255813953488372,0.0,2.28318322147536
NVDA,iex,1min,past_mid_ridge,2026-09-11_intraday,2666,20.151636332367165,4.489057399094732,3.2818984446937756,-0.06432281090728971,0.15499966355242623,0.07023239145966646,0.023255813953488372,0.0,2604,0.5337941628264209,1.0,0.5213803450862715,0.7118196860575992,2.28318322147536
NVDA,iex,1min,qi_ridge,2026-09-11_intraday,2666,20.7898437165299,4.559588108209984,3.2976594513542503,-0.005858997991411062,-0.0021132021860609737,-0.00265183187857423,0.023255813953488372,0.0,2604,0.5119047619047619,1.0,0.5,0.5623881481229778,2.28318322147536
NVDA,iex,1min,l1_ridge,2026-09-11_intraday,2666,21.39491368650888,4.625463618547753,3.296580931122424,-0.07105248760937938,-0.13505998589399443,-0.03883275665640309,0.023255813953488372,0.0,2604,0.511136712749616,1.0,0.4992498124531133,0.3912545737407602,2.28318322147536
NVDA,iex,1min,past_mid_plus_l1_ridge,2026-09-11_intraday,2666,20.780306382236393,4.558542133427791,3.3224521212071836,-0.26528613832520964,0.09973894438406443,0.04869452090295032,0.023255813953488372,0.0,2604,0.5353302611367128,1.0,0.522880720180045,0.82691783948326,2.28318322147536
NVDA,iex,5min,zero,2026-09-11_intraday,2618,75.27795730023699,8.676287068800628,6.566157119826076,1.1905007884097258,,,0.008021390374331552,1.0,0,,0.0,0.008021390374331552,0.0,5.0157883500273615
NVDA,iex,5min,past_mid_ridge,2026-09-11_intraday,2618,75.13529269495983,8.668061645775245,6.397093529126379,1.172522757705672,0.10771264007083634,0.08507370432806817,0.008021390374331552,0.0,2597,0.548710050057759,1.0,0.5443086325439267,1.033132926875543,5.0157883500273615
NVDA,iex,5min,qi_ridge,2026-09-11_intraday,2618,75.15146900775348,8.668994694181874,6.556828867017161,1.0834054733781489,-0.011891054921405946,-0.009240203063847435,0.008021390374331552,0.0,2597,0.5206006931074316,1.0,0.5164247517188694,0.19672672421303344,5.0157883500273615
NVDA,iex,5min,l1_ridge,2026-09-11_intraday,2618,76.13840052478791,8.725732091050464,6.6022043475713685,-0.2642159375237701,-0.01668879159617945,-0.008632157431748303,0.008021390374331552,0.0,2597,0.5529457065845206,1.0,0.5485103132161956,1.5837787160174124,5.0157883500273615
