date,symbol,horizon,rows,ic,rank_ic,mse_bps2
2026-08-31,SNDK,1,76,-0.06102389300214357,-0.03144224196855776,3356.2359165268504
2026-08-31,SNDK,3,74,0.11497552036235104,0.09657164013328394,7383.721503365229
2026-08-31,SNDK,6,71,0.272167168769799,0.2958417169684775,15728.370888474898
2026-08-31,SNDK,12,65,0.38650175829336497,0.4034965034965035,19044.350441290448
2026-08-31,TSLA,1,76,-0.13096449081519632,-0.12418318523581683,724.595502393122
2026-08-31,TSLA,3,74,-0.2665123589180253,-0.1753868937430581,2518.856107628532
2026-08-31,TSLA,6,71,-0.09581753233715308,-0.1204225352112676,3312.7687541328323
2026-08-31,TSLA,12,65,0.3085961556919732,0.17250874125874127,6357.162560079799
2026-08-31,PLTR,1,76,-0.05630158693858638,-0.034641148325358855,402.5680191171007
2026-08-31,PLTR,3,74,0.10468098704501273,0.08170307293594962,860.7825439015899
2026-08-31,PLTR,6,71,0.09880058165850909,0.14896042924211936,2004.8767632521683
2026-08-31,PLTR,12,65,0.29538278238088733,0.24182692307692305,2497.7311201405196
2026-08-31,NVDA,1,76,0.04923085132859547,0.10113465481886534,273.47491694688205
2026-08-31,NVDA,3,74,-0.14163114251935963,-0.07186967789707514,832.8972904802482
2026-08-31,NVDA,6,71,-0.2689665580837106,-0.04896042924211937,1840.3519204529755
2026-08-31,NVDA,12,65,-0.3279426481446048,-0.05327797202797203,3062.8159616326766
2026-09-01,SNDK,1,76,0.19905715731287502,0.16136705399863296,1060.1498971808235
2026-09-01,SNDK,3,74,0.3690535064400488,0.3530396149574231,3460.7258550077645
2026-09-01,SNDK,6,71,0.3751719536377187,0.45137491616364855,8721.803066240966
2026-09-01,SNDK,12,65,0.48284550878956867,0.4326486013986014,16291.206992601754
2026-09-01,TSLA,1,76,0.024764560670451866,0.03652768284347232,325.151375746578
2026-09-01,TSLA,3,74,-0.012744706446778319,-0.16893002591632725,946.2889815448386
2026-09-01,TSLA,6,71,-0.08774098578766129,-0.11851106639839033,1583.4373474668641
2026-09-01,TSLA,12,65,0.13496656824366704,0.19335664335664335,2280.8427377525213
2026-09-01,PLTR,1,76,-0.3803097836092737,-0.1830211893369788,794.4793659044736
2026-09-01,PLTR,3,74,-0.1469831296489667,-0.11425398000740464,2666.4080304979557
2026-09-01,PLTR,6,71,-0.19736840906688508,-0.15389000670690808,5449.500916866168
2026-09-01,PLTR,12,65,-0.011210529591215046,-0.06368006993006993,6943.950040343149
2026-09-01,NVDA,1,76,-0.09519006573802412,-0.034832535885167465,242.4922653324064
2026-09-01,NVDA,3,74,-0.24820705101724924,-0.22923361717882262,800.7532956098947
2026-09-01,NVDA,6,71,-0.18226867678069966,-0.1934272300469483,1881.5767591686388
2026-09-01,NVDA,12,65,-0.34842935989457147,-0.2778846153846154,3743.988219704629
2026-09-02,SNDK,1,76,-0.09884443548269259,-0.14285714285714285,2188.5223455741143
2026-09-02,SNDK,3,74,0.001493927220359046,-0.14843391336542017,5620.983055801132
2026-09-02,SNDK,6,71,-0.009496935329803597,-0.09963112005365526,7013.458269249699
2026-09-02,SNDK,12,65,0.03567015557770976,0.16140734265734266,6628.780297111384
2026-09-02,TSLA,1,76,0.11121322289199254,0.026739576213260424,625.0982397182751
2026-09-02,TSLA,3,74,-0.21786122728782964,0.056764161421695665,1859.6149785426767
2026-09-02,TSLA,6,71,-0.03521958365725275,-0.023474178403755867,2420.925189589031
2026-09-02,TSLA,12,65,-0.032578297086172006,-0.011931818181818182,2245.921772022977
2026-09-02,PLTR,1,76,-0.2549392454042955,-0.1331784005468216,946.3241274273338
2026-09-02,PLTR,3,74,-0.21280781940091734,-0.128619029988893,4766.620615940882
2026-09-02,PLTR,6,71,0.028728448280483345,0.0255533199195171,11845.57898809921
2026-09-02,PLTR,12,65,0.09768337833183942,0.07932692307692307,34225.81257268365
2026-09-02,NVDA,1,76,-0.1433896358106519,-0.06846206425153793,322.45552981348783
2026-09-02,NVDA,3,74,-0.24399460659867853,-0.12577563865235095,1432.7223199242776
2026-09-02,NVDA,6,71,-0.12121202762745614,-0.06602951039570758,3608.1632533224097
2026-09-02,NVDA,12,65,-0.1992131636238128,-0.2379370629370629,9736.385842239246
2026-09-03,SNDK,1,76,-0.020316560318126387,0.08021872863978127,1355.9027059845835
2026-09-03,SNDK,3,74,0.09078156500162829,0.18910033320992223,4403.871556913953
2026-09-03,SNDK,6,71,0.3149811019254883,0.39456740442655935,5882.637303368936
2026-09-03,SNDK,12,65,0.2906017451812751,0.41219405594405595,9338.427496938348
2026-09-03,TSLA,1,76,0.021790111040176564,-0.08806561859193439,733.1186035006338
2026-09-03,TSLA,3,74,0.005615289985980546,-0.1810440577563865,1925.734089236292
2026-09-03,TSLA,6,71,0.12594118567309576,0.12682763246143525,2174.0935789634227
2026-09-03,TSLA,12,65,0.5654874721526538,0.4169580419580419,3454.373615457938
2026-09-03,PLTR,1,76,0.49097341264609656,0.11149768624789684,818.7993737691385
2026-09-03,PLTR,3,74,0.28892621025523446,0.1569937060348019,3109.6952988057587
2026-09-03,PLTR,6,71,0.2009737768203569,-0.07478202548625083,7507.3780506850535
2026-09-03,PLTR,12,65,0.2906074074761258,-0.2595716783216783,6358.63348783589
2026-09-03,NVDA,1,76,0.11385103054946562,0.08582365003417636,306.5941091388848
2026-09-03,NVDA,3,74,0.10831391474889407,-0.030699740836727135,948.0267304633009
2026-09-03,NVDA,6,71,-0.11800247880459383,-0.18407109322602278,2257.0741455923235
2026-09-03,NVDA,12,65,0.01014280533741045,-0.008522727272727272,4104.72769705104
2026-09-04,SNDK,1,76,-0.1623058905365369,-0.14471633629528366,1195.5237730439615
2026-09-04,SNDK,3,74,-0.0474067245099264,-0.08516845612736021,3468.616763286891
2026-09-04,SNDK,6,71,0.26664050137901435,0.3248155600268276,5476.78967501908
2026-09-04,SNDK,12,65,0.6568929174947276,0.6914335664335665,7754.729552927165
2026-09-04,TSLA,1,76,-0.1747038338407711,-0.05790840738209159,463.6957492090271
2026-09-04,TSLA,3,74,-0.2562111312482952,-0.06790077748981857,1099.4990997836017
2026-09-04,TSLA,6,71,-0.32010491016771414,-0.22139503688799464,2064.045843540247
2026-09-04,TSLA,12,65,-0.611909448401481,-0.4840909090909091,3756.524352302841
2026-09-04,PLTR,1,76,0.1379330078497865,0.1627887901572112,269.69561458373244
2026-09-04,PLTR,3,74,0.09013528133646974,0.17162532395409105,531.7071941597382
2026-09-04,PLTR,6,71,0.14172307592618863,0.22283702213279677,826.8620984302501
2026-09-04,PLTR,12,65,-0.29050146011314354,-0.3172202797202797,1659.1101938416602
2026-09-04,NVDA,1,76,-0.10776103513094223,-0.07803144224196856,255.55953436601934
2026-09-04,NVDA,3,74,0.2157765753088892,0.11357275083302479,612.3483008580257
2026-09-04,NVDA,6,71,0.16718724963648463,0.19517102615694162,1013.0552481709527
2026-09-04,NVDA,12,65,0.44204347864185967,0.4222465034965035,2078.4725661099505
2026-09-08,SNDK,1,76,-0.18895060124535734,-0.11901572112098428,1992.2637142247313
