date,starting_equity,ending_equity,net_pnl,net_return,costs,gross_pnl,turnover_dollars,turnover_equity_multiple,fill_count,max_drawdown,max_gross_exposure,max_abs_net_exposure,max_symbol_exposure,min_cash,ending_cash,ending_gross_exposure,ending_net_exposure,SNDK_net_pnl,SNDK_costs,SNDK_fill_count,TSLA_net_pnl,TSLA_costs,TSLA_fill_count,PLTR_net_pnl,PLTR_costs,PLTR_fill_count,NVDA_net_pnl,NVDA_costs,NVDA_fill_count
2026-08-31,47006.42,46595.92053211213,-410.49946788786474,-0.008732838363097312,375.6572895431518,-34.84217834471292,751314.5790863037,15.98323333464458,183,-0.01955487456371985,0.9519117933721285,0.9519117933721285,0.7020780860308765,24476.11527563478,46595.92053211213,0.0,0.0,343.08905792237056,40.43572235107422,22,-307.06782992552735,81.78206332397463,43,-129.05524511716885,199.00553198242187,64,-317.4654507674968,54.43397188568115,54
2026-09-01,46595.92053211213,46087.81286496744,-508.10766714469355,-0.010904552616242983,743.9233714904794,235.8157043457859,1487846.742980957,31.93083699152568,228,-0.014188783425301721,0.9484593297672423,0.9436131147299108,0.7004107394331259,2632.5479616317916,46087.81286496744,0.0,0.0,-298.17075616453985,82.28440362548825,48,104.15145065308707,186.12088821411126,62,-322.79831352991863,451.57545891571044,87,8.709951896678831,23.942620735168454,31
2026-09-02,46087.81286496744,45680.2395607988,-407.5733041686399,-0.008843407374587026,564.4086313171379,156.83532714849798,1128817.2626342773,24.492749654699303,217,-0.022262420823678353,0.9471813318589275,0.9471813318589275,0.6981443269307983,2449.0724055100527,45680.2395607988,0.0,0.0,32.32080993652721,71.05492248535157,45,-3.242164718608535,249.98639689636232,75,-458.56368094632813,178.74307852935783,58,21.911731559757754,64.62423340606689,39
2026-09-03,45680.2395607988,46749.703895515646,1069.4643347168458,0.02341196861048476,336.88817382812454,1406.3525085449705,673776.34765625,14.749842692034862,175,-0.012907292643157042,0.9488155908075036,0.9488155908075036,0.702493775258217,2383.875261406105,46749.703895515646,0.0,0.0,-429.43593524169023,71.10256121826173,45,494.6026603698958,134.23510818481444,49,1040.4184899978727,115.7637762374878,54,-36.12088040923754,15.786728187561035,27
2026-09-04,46749.703895515646,46136.771370376904,-612.9325251387418,-0.01311093919458035,509.7431483077987,-103.18937683094305,1019486.2966156006,21.807331633460727,155,-0.019158206120603927,0.9501233410394911,0.9501233410394911,0.700788334834028,2744.963619697777,46136.771370376904,0.0,0.0,25.436382324220176,19.783100097656252,9,-726.001636428804,220.36958686828618,58,134.84136654663598,218.5654938049317,67,-47.208637580864774,51.02496753692627,21
2026-09-08,46136.771370376904,45854.742582847975,-282.02878752892866,-0.006112885213940464,342.98073760223633,60.95195007330767,685961.4752044678,14.867999099843903,166,-0.016532679999071487,0.9498940826139534,0.9217493206444537,0.7022447863657831,3989.724528610551,45854.742582847975,0.0,0.0,-169.27705505370886,15.929398803710935,9,221.72152546693178,98.48932048034668,55,30.668881973291718,127.95300523376463,52,-365.1421399154543,100.60901308441163,50
2026-09-09,45854.742582847975,45909.92631722301,55.1837343750376,0.0012034466069749381,173.2972226562497,228.4809570312873,346594.4453125,7.558529953282173,87,-0.007069122627894164,0.9524406873745738,0.9324574774518943,0.702249216032725,25158.89837692298,45909.92631722301,0.0,0.0,-31.34119482421852,7.013313964843751,6,-209.72664372252984,82.7798358612061,45,296.25157292176664,83.50407283020022,36,0.0,0.0,0
2026-09-10,45909.92631722301,45289.9730382695,-619.9532789535151,-0.013503687082175536,401.3335737533557,-218.6197052001594,802667.1475067139,17.483520708801375,196,-0.017568157411225416,0.9535969345025194,0.9535969345025194,0.701757329625255,13590.748122185192,45289.9730382695,0.0,0.0,-29.899194580076028,27.160669189453124,29,-304.14978253172376,139.7694114379883,58,-82.70182578276217,121.0339943618774,56,-203.20247605894053,113.36949876403804,53
2026-09-11,45289.9730382695,44779.000377480035,-510.9726607894627,-0.01128224696353201,250.0851638412464,-260.88749694821627,500170.3276824951,11.04373206978633,201,-0.012141471543413385,0.950792174391446,0.8127498851220308,0.7013870515107384,30187.26554620407,44779.000377480035,0.0,0.0,-291.29963702391706,65.6591340942383,48,-91.32668304442916,28.55507659912109,37,-133.464994995109,97.24181994628907,58,5.1186542739927745,58.62913320159913,58
2026-09-14,44779.000377480035,44668.542368912225,-110.45800856780988,-0.002466736810484066,202.52519301605116,92.06718444824128,405050.3860321045,9.045543281841768,173,-0.011078223802706844,0.9491896288713079,0.9491896288713079,0.7016137925018965,44668.542368912225,44668.542368912225,0.0,0.0,-25.69824511718457,23.228030273437497,26,328.2808265991272,67.35570904541017,44,-186.90202816008923,63.96768672943114,53,-226.13856188964292,47.97376696777343,50
