date,fill_time,signal_data_cutoff,symbol,quantity,side,reference_price,fill_price,slippage_cost,commission_cost,cost,notional,shares_after,cash_after,equity_after,gross_exposure_after,net_exposure_after,reason
2026-09-03,2026-09-03T09:35:00-04:00,2026-09-03T09:35:00-04:00,COIN,-84,sell,185.10000610351562,185.00745610046388,7.774200256347656,0.0,7.774200256347656,15548.400512695312,-84,115540.62631243897,99992.22579974365,0.15549609370466852,-0.15549609370466852,policy_rebalance
2026-09-03,2026-09-03T09:35:00-04:00,2026-09-03T09:35:00-04:00,HOOD,595,buy,117.46720123291016,117.5259348335266,34.94649236679077,0.0,34.94649236679077,69892.98473358154,595,45612.69508649064,99957.27930737687,0.8547790199805014,0.5436781052610702,policy_rebalance
2026-09-03,2026-09-03T09:40:00-04:00,2026-09-03T09:40:00-04:00,HOOD,-196,sell,119.29000091552734,119.23035591506958,11.69042008972168,0.0,11.69042008972168,23380.84017944336,399,68981.84484584427,100853.75546748734,0.6278547567756263,0.316021059145564,policy_rebalance
2026-09-03,2026-09-03T09:40:00-04:00,2026-09-03T09:40:00-04:00,COIN,1,buy,187.1999969482422,187.2935969467163,0.0935999984741211,0.0,0.0935999984741211,187.1999969482422,-83,68794.55124889755,100853.66186748886,0.6259991847886632,0.31787750712228596,policy_rebalance
2026-09-03,2026-09-03T09:45:00-04:00,2026-09-03T09:45:00-04:00,HOOD,-4,sell,120.66999816894531,120.60966316986085,0.24133999633789063,0.0,0.24133999633789063,482.67999267578125,395,69276.98990157699,101376.64927962875,0.6237100912756326,0.31663760447941797,policy_rebalance
2026-09-03,2026-09-03T09:50:00-04:00,2026-09-03T09:50:00-04:00,HOOD,-1,sell,120.22000122070312,120.15989122009277,0.060110000610351565,0.0,0.060110000610351565,120.22000122070312,394,69397.14979279708,101308.45037568282,0.6201068138547657,0.3149914983848716,policy_rebalance
2026-09-03,2026-09-03T09:50:00-04:00,2026-09-03T09:50:00-04:00,COIN,1,buy,186.2093963623047,186.30250106048584,0.09310469818115234,0.0,0.09310469818115234,186.2093963623047,-82,69210.84729173659,101308.35727098463,0.6182693379888149,0.31682983362756567,policy_rebalance
2026-09-03,2026-09-03T09:55:00-04:00,2026-09-03T09:55:00-04:00,HOOD,-1,sell,119.08999633789062,119.03045133972168,0.05954499816894531,0.0,0.05954499816894531,119.08999633789062,393,69329.87774307631,100983.9762538185,0.6134699871109235,0.3134566461433554,policy_rebalance
2026-09-03,2026-09-03T09:55:00-04:00,2026-09-03T09:55:00-04:00,COIN,1,buy,184.73500061035156,184.82736811065672,0.09236750030517578,0.0,0.09236750030517578,184.73500061035156,-81,69145.05037496566,100983.8838863182,0.611641196923679,0.3152862841678267,policy_rebalance
2026-09-03,2026-09-03T10:00:00-04:00,2026-09-03T10:00:00-04:00,HOOD,-1,sell,119.81999969482422,119.76008969497681,0.05990999984741211,0.0,0.05990999984741211,119.81999969482422,392,69264.81046466064,101145.16504840087,0.6135589886803305,0.3151940536997944,policy_rebalance
2026-09-03,2026-09-03T10:00:00-04:00,2026-09-03T10:00:00-04:00,COIN,1,buy,186.28500366210938,186.37814616394041,0.09314250183105469,0.0,0.09314250183105469,186.28500366210938,-80,69078.43231849669,101145.07190589904,0.611717793140758,0.31703610450972586,policy_rebalance
2026-09-03,2026-09-03T10:05:00-04:00,2026-09-03T10:05:00-04:00,HOOD,-1,sell,119.44000244140625,119.38028244018555,0.059720001220703124,0.0,0.059720001220703124,119.44000244140625,391,69197.81260093687,100988.44584068297,0.610084135432982,0.31479475671799384,policy_rebalance
