session,symbol,source,feed,events,quotes,trades,quote_trade_ratio,quote_minutes,quote_minute_coverage,duplicate_events,invalid_quotes,crossed_quotes,spread_bps_median,spread_bps_p95,quote_gap_seconds_median,quote_gap_seconds_p99,trade_gap_seconds_median,trade_gap_seconds_p99,latency_ms_median,latency_ms_p95,first_event,last_event,session_open,session_close,expected_session_minutes,sampling_window_start,sampling_window_end,sampling_window_minutes,sampling_window_is_full_session,quote_window_minute_coverage,trade_minutes,trade_minute_coverage,trade_window_minute_coverage,full_quote_minute_coverage,full_trade_minute_coverage,missing_quotes,missing_trades,invalid_trades
2026-09-11,SNDK,alpaca_stock_historical,iex,176340,176340,0,,390,1.0,0,0,0,88.94006591040579,291.5451895043732,0.000726481,2.506813903119993,,,,,2026-09-11T09:30:00.021585292-04:00,2026-09-11T15:59:59.515689249-04:00,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,True,1.0,0,0.0,0.0,True,False,False,True,0
2026-09-11,TSLA,alpaca_stock_historical,iex,96234,96234,0,,390,1.0,0,0,0,30.995844362459245,130.36494397206164,0.001005501,3.659597899119986,,,,,2026-09-11T09:30:00.009969920-04:00,2026-09-11T15:59:59.799829475-04:00,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,True,1.0,0,0.0,0.0,True,False,False,True,0
2026-09-11,PLTR,alpaca_stock_historical,iex,179986,179986,0,,390,1.0,0,0,0,37.03261259108685,204.53322169726619,0.000301665,2.311353873880002,,,,,2026-09-11T09:30:00.023833279-04:00,2026-09-11T15:59:59.910353688-04:00,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,True,1.0,0,0.0,0.0,True,False,False,True,0
2026-09-11,NVDA,alpaca_stock_historical,iex,1228691,1228691,0,,390,1.0,0,0,0,1.8086453246527612,50.830534628301926,0.00032439700000000003,0.35691966844000333,,,,,2026-09-11T09:30:00.006442692-04:00,2026-09-11T15:59:59.991560630-04:00,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,390,True,1.0,0,0.0,0.0,True,False,False,True,0
