date,fill_time,signal_data_cutoff,symbol,quantity,side,reference_price,fill_price,slippage_cost,commission_cost,cost,notional,shares_after,cash_after,equity_after,gross_exposure_after,net_exposure_after,reason
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,SNDK,2,buy,1516.385009765625,1517.1432022705078,1.516385009765625,0.0,1.516385009765625,3032.77001953125,2,96965.71359545899,99998.48361499024,0.030328160086985793,0.030328160086985793,policy_rebalance
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,MSTR,550,buy,127.1449966430664,127.20856914138793,34.96487407684326,0.0,34.96487407684326,69929.74815368652,550,27001.000567695635,99963.51874091341,0.7298914553250457,0.7298914553250457,policy_rebalance
2026-08-31,2026-08-31T09:35:00-04:00,2026-08-31T09:35:00-04:00,NVDA,-99,sell,217.13999938964844,217.03142938995362,10.748429969787598,0.0,10.748429969787598,21496.859939575195,-99,48487.11207730105,99952.77031094363,0.9450401206383652,0.514899767895755,policy_rebalance
2026-08-31,2026-08-31T09:40:00-04:00,2026-08-31T09:40:00-04:00,NVDA,1,buy,216.83889770507812,216.94731715393064,0.10841944885253907,0.0,0.10841944885253907,216.83889770507812,-98,48270.16476014712,99967.20395997622,0.9422836632275737,0.5171399934375177,policy_rebalance
2026-08-31,2026-08-31T09:40:00-04:00,2026-08-31T09:40:00-04:00,TSLA,1,buy,353.82000732421875,353.99691732788085,0.17691000366210938,0.0,0.17691000366210938,353.82000732421875,1,47916.16784281924,99967.02704997256,0.945824697878465,0.5206802757186486,policy_rebalance
2026-08-31,2026-08-31T09:50:00-04:00,2026-08-31T09:50:00-04:00,SNDK,-1,sell,1523.625,1522.8631875,0.7618125,0.0,0.7618125,1523.625,1,49439.03103031924,99765.817361496,0.9324767524036705,0.5044491957482832,policy_rebalance
2026-08-31,2026-08-31T09:50:00-04:00,2026-08-31T09:50:00-04:00,TSLA,-1,sell,359.4200134277344,359.24030342102054,0.1797100067138672,0.0,0.1797100067138672,359.4200134277344,0,49798.27133374026,99765.63765148929,0.9288757887203701,0.5008474610496625,policy_rebalance
2026-08-31,2026-08-31T09:50:00-04:00,2026-08-31T09:50:00-04:00,NVDA,1,buy,217.8699951171875,217.97893011474608,0.10893499755859375,0.0,0.10893499755859375,217.8699951171875,-97,49580.29240362551,99765.52871649172,0.9266929825864575,0.5030318283129627,policy_rebalance
2026-08-31,2026-08-31T09:50:00-04:00,2026-08-31T09:50:00-04:00,TSLA,-1,sell,359.4200134277344,359.24030342102054,0.1797100067138672,0.0,0.1797100067138672,359.4200134277344,-1,49939.532707046536,99765.34900648502,0.930297305660659,0.4994300806405204,policy_rebalance
2026-08-31,2026-08-31T09:55:00-04:00,2026-08-31T09:55:00-04:00,SNDK,-1,sell,1526.074951171875,1525.3119136962891,0.7630374755859375,0.0,0.7630374755859375,1526.074951171875,0,51464.84462074283,99607.69360450748,0.9154228126855194,0.4833246031668589,policy_rebalance
