date,starting_equity,ending_equity,net_pnl,net_return,costs,gross_pnl,turnover_dollars,turnover_equity_multiple,fill_count,max_drawdown,max_gross_exposure,max_abs_net_exposure,max_symbol_exposure,min_cash,ending_cash,ending_gross_exposure,ending_net_exposure,SNDK_net_pnl,SNDK_costs,SNDK_fill_count,TSLA_net_pnl,TSLA_costs,TSLA_fill_count,PLTR_net_pnl,PLTR_costs,PLTR_fill_count,NVDA_net_pnl,NVDA_costs,NVDA_fill_count
2026-08-31,47006.42,44266.11015905776,-2740.309840942238,-0.05829650164684395,966.5339010009762,-1773.775939941262,1933067.8020019531,41.12348487721365,221,-0.05829650164684397,0.9580915839984683,0.9580915839984683,0.7046143785873135,2610.311435615562,44266.11015905776,0.0,0.0,-1391.1722809447856,333.0329987182618,69,-881.1198724669974,272.7257684631348,62,-353.9257557067576,308.08450814819327,69,-114.09193182372564,52.69062567138671,21
2026-09-01,44266.11015905776,42796.9562266009,-1469.1539324568585,-0.03318913559781668,726.2496203231825,-742.904312133676,1452499.2406463623,32.81289536006703,216,-0.03643629220973077,0.9504292733108949,0.9446468960784401,0.7024065213605837,2516.898385391425,42796.9562266009,0.0,0.0,-110.4230815429446,242.9816752929687,79,-141.64471368407533,80.91961602783203,29,-923.965340385404,224.52068401336672,67,-293.1207968444569,177.82764498901366,41
2026-09-02,42796.9562266009,41921.51081448396,-875.4454121169401,-0.020455786796650686,614.7872242507938,-260.65818786614636,1229574.448501587,28.730418163180772,193,-0.031871600208709494,0.9566615811743301,0.9566615811743301,0.7087670947202587,2146.9334016039675,41921.51081448396,0.0,0.0,-283.71814239499736,218.82519805908203,69,-112.81629357908514,122.75910363769532,42,-764.4715262679897,137.5970908432007,46,285.56055012513707,135.60583171081544,36
2026-09-03,41921.51081448396,41818.41090330547,-103.09991117849131,-0.0024593558098309305,666.6111721649149,563.5112609864236,1333222.344329834,31.802821950520045,201,-0.00817689596099358,0.953225668989104,0.9390124944570768,0.6989147491135324,2565.6958729861653,41818.41090330547,0.0,0.0,-321.8407638549502,234.58380584716798,69,-499.67744413754735,162.7056118621826,45,677.5777435379127,134.4640197677612,47,40.84055327607939,134.8577346878052,40
2026-09-04,41818.41090330547,41017.27180542042,-801.1390978850468,-0.01915756913234888,678.9441821136475,-122.19491577139934,1357888.364227295,32.47106561191599,207,-0.02418662768485469,0.949204944879802,0.9475314681054516,0.6990330813258913,2177.4519204105745,41017.27180542042,0.0,0.0,-167.75748754880897,186.44156958007812,54,-190.78499789427406,147.7149905700683,49,-296.04227505489666,231.54462490844736,60,-146.55433738707325,113.2429970550537,44
2026-09-08,41017.27180542042,40325.44348199513,-691.8283234252958,-0.016866756197419033,573.8492279663083,-117.97909545898756,1147698.4559326172,27.98085795118507,187,-0.016866756197419064,0.9506908550868293,0.949386257763626,0.7015872040574566,12365.522473717228,40325.44348199513,0.0,0.0,-790.5954429320991,237.2381431274414,58,261.96808578491755,110.3972706604004,48,-184.66804357907472,186.02635046386723,51,21.467077301032077,40.1874637145996,30
2026-09-09,40325.44348199513,38871.666379562936,-1453.777102432192,-0.036051112570684746,737.6788358306912,-716.0982666015007,1475357.671661377,36.586272692081074,209,-0.039460262390570544,0.9496559119698453,0.9447390899010409,0.6998229363291211,2190.8175461583814,38871.666379562936,0.0,0.0,-1044.3982153930392,230.03090582275385,68,-238.3967914733571,228.41961862182615,53,33.38484774019889,213.55251493072512,59,-204.3669433059663,65.67579645538329,29
2026-09-10,38871.666379562936,37684.80772277134,-1186.858656791599,-0.030532744472606368,584.6005848922787,-602.2580718993204,1169201.169784546,30.078493635129107,203,-0.030532744472606343,0.9496952018201663,0.9429878223571588,0.7060656477167429,2898.856180534959,37684.80772277134,0.0,0.0,-260.35228784179344,134.3010183105469,58,-421.8629270171796,201.23868995666498,49,-393.4102832030949,163.88654052734378,56,-111.23315872954845,85.17433609771729,40
2026-09-11,37684.80772277134,37326.33828054122,-358.46944223011815,-0.009512306520632988,610.9318140564019,252.46237182628374,1221863.628112793,32.4232416707933,212,-0.018729604865467597,0.9507736295435915,0.9470106969556709,0.6995741589745244,1996.39725502082,37326.33828054122,0.0,0.0,-33.60990356443108,231.1130773925781,71,-127.86646832272481,222.7626475219726,63,-178.4451516799818,119.63111054229736,62,-18.547918663017754,37.42497859954834,16
2026-09-14,37326.33828054122,36673.94317945182,-652.3951010894016,-0.017478143615000805,496.2650962066591,-156.13000488274247,992530.1924133301,26.590612370106257,181,-0.02010429005217662,0.94820863558167,0.9469506137288994,0.7008796828656717,2158.627902809927,36673.94317945182,0.0,0.0,-557.9578688354413,118.79856707763669,50,-473.8575483703539,133.08252395629881,42,370.0482007293813,135.16707026672358,54,9.372115386982841,109.21693490600583,35
