date,symbol,horizon,rows,ic,rank_ic,mse_bps2
2026-08-31,SNDK,1,76,-0.14487852029536227,-0.1426110731373889,3370.6225116602877
2026-08-31,TSLA,1,76,-0.1942803981905478,-0.11379357484620645,729.6515899098744
2026-08-31,PLTR,1,76,-0.044032111561078814,0.0040191387559808615,392.97193518502047
2026-08-31,NVDA,1,76,0.011226551622771207,-0.07559808612440191,274.99915126559847
2026-09-01,SNDK,1,76,0.010718938998767441,0.06704032809295968,1123.8777440187398
2026-09-01,TSLA,1,76,-0.01499126690395262,0.021872863978127138,323.11684470222207
2026-09-01,PLTR,1,76,-0.29787872423183037,-0.12940533151059466,761.85784311611
2026-09-01,NVDA,1,76,-0.11488761908914027,-0.01678742310321258,230.43977210744927
2026-09-02,SNDK,1,76,-0.07895507066248013,0.06430622009569378,2138.2481143260334
2026-09-02,TSLA,1,76,0.15707830911370874,-0.002706766917293233,616.836135073643
2026-09-02,PLTR,1,76,-0.27568582910844713,-0.184688995215311,852.2469000621699
2026-09-02,NVDA,1,76,0.058022688924267714,0.10113465481886534,295.0334574848744
2026-09-03,SNDK,1,76,-0.04787895859568146,0.005358851674641148,1299.1305966486996
2026-09-03,TSLA,1,76,0.10412153280674641,-0.04114832535885167,717.6589886421654
2026-09-03,PLTR,1,76,0.47007410158862684,0.17291984224492976,844.3558155287377
2026-09-03,NVDA,1,76,-0.0137226412095078,0.0065071770334928225,311.23672946839497
2026-09-04,SNDK,1,76,0.014330462735894207,-0.026903622693096374,1064.0205501695357
2026-09-04,TSLA,1,76,-0.14861367797324196,0.10635680109364318,448.6803200316178
2026-09-04,PLTR,1,76,0.01362086447959791,0.04224196855775803,286.64015327679033
2026-09-04,NVDA,1,76,-0.2245791172948852,-0.16423786739576213,262.73967175689944
2026-09-08,SNDK,1,76,-0.25862246359308694,-0.15764866712235134,1961.273653112304
2026-09-08,TSLA,1,76,0.014543419005767635,0.13995898838004103,377.8173091186586
2026-09-08,PLTR,1,76,-0.33783890673162514,-0.10766917293233083,453.67505566952093
2026-09-08,NVDA,1,76,0.07961635998366062,0.012973431124234196,233.78070927082837
2026-09-09,SNDK,1,76,-0.18360080372664636,-0.217552973342447,1675.9104814995676
2026-09-09,TSLA,1,76,-0.12122216102325302,0.028407382091592614,441.15580795114255
2026-09-09,PLTR,1,76,0.09965624301795938,0.06496418223022146,376.0650222238353
2026-09-09,NVDA,1,76,-0.05449676600811844,0.07712918660287083,184.03635727781457
2026-09-10,SNDK,1,76,-0.28793669606932576,0.05607655502392344,879.0709748866286
2026-09-10,TSLA,1,76,-0.007346286799133539,-0.1675187969924812,490.1124391876307
2026-09-10,PLTR,1,76,-0.2396456013072693,-0.12147641831852357,653.6426117676798
2026-09-10,NVDA,1,76,0.014701815771477568,0.06165413533834587,162.34579469769002
2026-09-11,SNDK,1,76,0.26626645184714676,0.027997265892002736,941.4976413220454
2026-09-11,TSLA,1,76,-0.09357495185007877,0.05161995898838004,659.6058952409553
2026-09-11,PLTR,1,76,-0.049809657578581246,-0.0003554340396445659,421.24821885926167
2026-09-11,NVDA,1,76,-0.00027144479374748736,0.05596719070403281,208.72670594879654
2026-09-14,SNDK,1,76,-0.12031505973311983,-0.059685577580314425,1760.3994714151395
2026-09-14,TSLA,1,76,-0.2674035789570962,-0.15157894736842104,477.8892481143375
2026-09-14,PLTR,1,76,-0.07453798396856341,-0.019439507860560493,660.8968156400182
2026-09-14,NVDA,1,76,0.13760275162315913,0.09605052701549632,210.67704908309472
