timestamp,quote_timestamp,price,size,reason
2026-09-14 09:30:00.112606289-04:00,2026-09-14 09:30:00.100729496-04:00,211.245,1,inside_spread_unclassified
2026-09-14 09:30:00.158353317-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,1,inside_spread_unclassified
2026-09-14 09:30:00.158671008-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,1,inside_spread_unclassified
2026-09-14 09:30:00.158746422-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,2,inside_spread_unclassified
2026-09-14 09:30:00.160898700-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,1,inside_spread_unclassified
2026-09-14 09:30:00.166584424-04:00,2026-09-14 09:30:00.100729496-04:00,211.2,5,inside_spread_unclassified
2026-09-14 09:30:00.168423737-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,100,inside_spread_unclassified
2026-09-14 09:30:00.168454700-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,100,inside_spread_unclassified
2026-09-14 09:30:00.168841243-04:00,2026-09-14 09:30:00.100729496-04:00,211.17,50,inside_spread_unclassified
2026-09-14 09:30:00.168913840-04:00,2026-09-14 09:30:00.100729496-04:00,211.17,43,inside_spread_unclassified
2026-09-14 09:30:00.169527375-04:00,2026-09-14 09:30:00.100729496-04:00,211.195,100,inside_spread_unclassified
2026-09-14 09:30:00.175106174-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.176553191-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.176681228-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.176724996-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,200,inside_spread_unclassified
2026-09-14 09:30:00.177020947-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.177046521-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,5,inside_spread_unclassified
2026-09-14 09:30:00.177205670-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.177480357-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,2,inside_spread_unclassified
2026-09-14 09:30:00.177905434-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.179055099-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,1,inside_spread_unclassified
2026-09-14 09:30:00.179211013-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,19,inside_spread_unclassified
2026-09-14 09:30:00.179498834-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,3,inside_spread_unclassified
2026-09-14 09:30:00.179619183-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.179681559-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,3,inside_spread_unclassified
2026-09-14 09:30:00.179705122-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,3,inside_spread_unclassified
2026-09-14 09:30:00.180772893-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,30,inside_spread_unclassified
2026-09-14 09:30:00.180952624-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,77,inside_spread_unclassified
2026-09-14 09:30:00.180980247-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,1,inside_spread_unclassified
2026-09-14 09:30:00.181103490-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,5,inside_spread_unclassified
2026-09-14 09:30:00.182568270-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.182614402-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,200,inside_spread_unclassified
2026-09-14 09:30:00.182708686-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,2600,inside_spread_unclassified
2026-09-14 09:30:00.182924849-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.188035586-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.188694317-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.188909639-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.188990206-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.189406520-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.189913914-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,100,inside_spread_unclassified
2026-09-14 09:30:00.191067997-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,6,inside_spread_unclassified
2026-09-14 09:30:00.191211572-04:00,2026-09-14 09:30:00.100729496-04:00,211.11,100,inside_spread_unclassified
2026-09-14 09:30:00.191283637-04:00,2026-09-14 09:30:00.100729496-04:00,211.11,100,inside_spread_unclassified
2026-09-14 09:30:00.191380061-04:00,2026-09-14 09:30:00.100729496-04:00,211.11,5,inside_spread_unclassified
2026-09-14 09:30:00.191412990-04:00,2026-09-14 09:30:00.100729496-04:00,211.11,100,inside_spread_unclassified
2026-09-14 09:30:00.191508497-04:00,2026-09-14 09:30:00.100729496-04:00,211.11,5,inside_spread_unclassified
2026-09-14 09:30:00.192705146-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,35,inside_spread_unclassified
2026-09-14 09:30:00.195519673-04:00,2026-09-14 09:30:00.100729496-04:00,211.14,5,inside_spread_unclassified
2026-09-14 09:30:00.197424867-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,4,inside_spread_unclassified
2026-09-14 09:30:00.197482573-04:00,2026-09-14 09:30:00.100729496-04:00,211.12,1,inside_spread_unclassified
2026-09-14 09:30:00.200135112-04:00,2026-09-14 09:30:00.100729496-04:00,211.1,5,inside_spread_unclassified
2026-09-14 09:30:00.200937509-04:00,2026-09-14 09:30:00.100729496-04:00,211.09,5,inside_spread_unclassified
2026-09-14 09:30:00.205010789-04:00,2026-09-14 09:30:00.100729496-04:00,211.1,5,inside_spread_unclassified
2026-09-14 09:30:00.205071391-04:00,2026-09-14 09:30:00.100729496-04:00,211.1,42,inside_spread_unclassified
2026-09-14 09:30:00.207990199-04:00,2026-09-14 09:30:00.207336750-04:00,211.08,10,inside_spread_unclassified
