timestamp,quote_timestamp,price,size,reason
2026-09-14 09:30:00.093091364-04:00,2026-09-14 09:30:00.080648488-04:00,359.855,20,inside_spread_unclassified
2026-09-14 09:30:00.093136921-04:00,2026-09-14 09:30:00.080648488-04:00,359.855,20,inside_spread_unclassified
2026-09-14 09:30:00.094284924-04:00,2026-09-14 09:30:00.080648488-04:00,359.855,11,inside_spread_unclassified
2026-09-14 09:30:00.095117454-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,60,inside_spread_unclassified
2026-09-14 09:30:00.097259545-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,14,inside_spread_unclassified
2026-09-14 09:30:00.099100377-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,80,inside_spread_unclassified
2026-09-14 09:30:00.099454826-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,106,inside_spread_unclassified
2026-09-14 09:30:00.153087212-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,30,inside_spread_unclassified
2026-09-14 09:30:00.153126838-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,5,inside_spread_unclassified
2026-09-14 09:30:00.154178993-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,23,inside_spread_unclassified
2026-09-14 09:30:00.156060550-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,20,inside_spread_unclassified
2026-09-14 09:30:00.165440009-04:00,2026-09-14 09:30:00.080648488-04:00,359.785,57,inside_spread_unclassified
2026-09-14 09:30:00.209034010-04:00,2026-09-14 09:30:00.169281656-04:00,359.82,20,inside_spread_unclassified
2026-09-14 09:30:00.211055406-04:00,2026-09-14 09:30:00.169281656-04:00,359.97,50,inside_spread_unclassified
2026-09-14 09:30:00.225553168-04:00,2026-09-14 09:30:00.223740588-04:00,359.87,4,inside_spread_unclassified
2026-09-14 09:30:00.262287194-04:00,2026-09-14 09:30:00.229189160-04:00,359.96,53,inside_spread_unclassified
2026-09-14 09:30:00.290182854-04:00,2026-09-14 09:30:00.282417729-04:00,359.87,10,inside_spread_unclassified
2026-09-14 09:30:00.312510549-04:00,2026-09-14 09:30:00.282417729-04:00,359.87,5,inside_spread_unclassified
2026-09-14 09:30:00.324659441-04:00,2026-09-14 09:30:00.282417729-04:00,359.87,320,inside_spread_unclassified
2026-09-14 09:30:00.324778236-04:00,2026-09-14 09:30:00.282417729-04:00,359.87,261,inside_spread_unclassified
2026-09-14 09:30:00.370940069-04:00,2026-09-14 09:30:00.282417729-04:00,359.89,100,inside_spread_unclassified
2026-09-14 09:30:00.586841649-04:00,2026-09-14 09:30:00.282417729-04:00,359.69,2,inside_spread_unclassified
