bar_open_et,quote_count,raw_last_qi,stored_qi,equal_size_quote_fraction,last_quote_age_seconds,max_interquote_gap_seconds,stored_spread_bps,missing_features,last_quote_age_gt_30s,quote_state,trades__at_or_above_ask,trades__at_or_below_bid,trades__inside_spread_unclassified
2026-09-14 09:30:00-04:00,47238,0.0,0.0,0.655023498031246,0.011128824,0.713110714,10.928182833251048,,False,equal_positive_sizes,177,180,2026
2026-09-14 09:35:00-04:00,40632,0.0,0.0,0.7380882063398306,0.058368781,0.589749331,5.248968100589967,,False,equal_positive_sizes,201,138,1230
2026-09-14 09:40:00-04:00,31587,0.0,0.0,0.4374267895020103,0.018041832,0.719045909,2.385439278642348,,False,equal_positive_sizes,183,65,818
2026-09-14 09:45:00-04:00,35462,0.0,0.0,0.7860526761039986,0.105675441,0.710951816,6.6514633219315265,,False,equal_positive_sizes,124,128,948
2026-09-14 09:50:00-04:00,29692,0.0,0.0,0.5788427859356056,0.023441589,0.858456197,3.7965973018077745,,False,equal_positive_sizes,79,89,958
2026-09-14 09:55:00-04:00,19417,0.0,0.0,0.8709378379770304,0.49161506,1.252646427,4.269753540337472,,False,equal_positive_sizes,41,37,477
2026-09-14 10:00:00-04:00,30462,0.0,0.0,0.5974656949642178,0.06071779,0.910450571,1.8963637225616101,,False,equal_positive_sizes,54,63,463
2026-09-14 10:05:00-04:00,26390,0.0,0.0,0.7166350890488822,0.016567135,0.820437086,1.8973081950665556,,False,equal_positive_sizes,93,82,641
2026-09-14 10:10:00-04:00,23233,0.0,0.0,0.6124908535273103,0.003132741,1.248683774,1.891431813882733,,False,equal_positive_sizes,56,56,594
2026-09-14 10:15:00-04:00,26567,0.0,0.0,0.6202055181239884,3.8312e-05,0.812947536,1.4243323442123543,,False,equal_positive_sizes,50,51,405
2026-09-14 10:20:00-04:00,26472,0.3333333333333333,0.3333333333333333,0.5608189785433666,0.033637667,0.652504686,1.4267031268577408,,False,unequal_sizes,38,67,558
2026-09-14 10:25:00-04:00,22378,-0.3333333333333333,-0.3333333333333333,0.5447761194029851,0.01770726,0.696683323,1.4275857146256699,,False,unequal_sizes,74,53,462
2026-09-14 10:30:00-04:00,21858,0.0,0.0,0.5774087290694483,0.001018867,0.840904001,1.4250765978671893,,False,equal_positive_sizes,35,67,404
2026-09-14 10:35:00-04:00,25341,-0.5,-0.5,0.5513989187482735,0.089092127,0.747850098,1.4256183619645562,,False,unequal_sizes,46,44,396
2026-09-14 10:40:00-04:00,16796,0.0,0.0,0.5656703977137414,0.054313223,0.907759076,1.425753867357419,,False,equal_positive_sizes,45,29,296
2026-09-14 10:45:00-04:00,19260,0.0,0.0,0.5537383177570093,0.058362412,0.753569034,1.424129500842664,,False,equal_positive_sizes,31,21,386
2026-09-14 10:50:00-04:00,16950,0.0,0.0,0.5418879056047198,0.043639479,0.945240415,1.4247382043550039,,False,equal_positive_sizes,26,20,259
2026-09-14 10:55:00-04:00,17764,0.0,0.0,0.49346993920288224,0.018474905,1.925368307,1.4256183619645562,,False,equal_positive_sizes,57,36,414
2026-09-14 11:00:00-04:00,16624,0.0,0.0,0.5406641000962464,0.027772956,1.46052781,1.4256183619645562,,False,equal_positive_sizes,30,28,218
2026-09-14 11:05:00-04:00,14599,-0.3333333333333333,-0.3333333333333333,0.6995684635933969,0.436958419,2.837971024,2.8423895021082135,,False,unequal_sizes,20,26,363
2026-09-14 11:10:00-04:00,12071,0.3333333333333333,0.3333333333333333,0.6126253003065197,0.179880324,1.482236664,1.8964536317083274,,False,unequal_sizes,19,12,174
2026-09-14 11:15:00-04:00,15902,0.0,0.0,0.5817507231794743,0.020873709,0.980295251,1.42304864454622,,False,equal_positive_sizes,23,14,233
2026-09-14 11:20:00-04:00,15195,0.0,0.0,0.5663705166173083,0.004564744,1.317557455,1.4214304328256206,,False,equal_positive_sizes,19,18,204
2026-09-14 11:25:00-04:00,14905,0.0,0.0,0.5639718215363971,0.002002103,0.98752346,1.419681518112824,,False,equal_positive_sizes,26,17,239
2026-09-14 11:30:00-04:00,16848,0.3333333333333333,0.3333333333333333,0.5435066476733144,0.107928921,1.040888242,1.888663298550075,,False,unequal_sizes,51,34,518
2026-09-14 11:35:00-04:00,12614,0.0,0.0,0.5820516885999683,0.068022526,1.702253897,1.8870594895513735,,False,equal_positive_sizes,19,14,331
2026-09-14 11:40:00-04:00,22568,-0.3333333333333333,-0.3333333333333333,0.537708259482453,0.008168846,1.00110176,1.415728746372249,,False,unequal_sizes,42,17,249
2026-09-14 11:45:00-04:00,16231,0.3333333333333333,0.3333333333333333,0.49152855646602184,0.029942542,1.095254358,1.4151944713069857,,False,unequal_sizes,14,22,233
2026-09-14 11:50:00-04:00,12092,-0.3333333333333333,-0.3333333333333333,0.5877439629507112,0.002507959,1.411730804,1.4168654213994443,,False,unequal_sizes,14,27,139
2026-09-14 11:55:00-04:00,10787,0.0,0.0,0.5393529248169092,0.028148427,1.379455643,1.4149274849664493,,False,equal_positive_sizes,15,15,156
2026-09-14 12:00:00-04:00,11828,0.0,0.0,0.44453838349678726,0.014797138,1.033250352,1.413860546221511,,False,equal_positive_sizes,21,20,208
2026-09-14 12:05:00-04:00,12909,0.0,0.0,0.5119683941436207,0.175346467,0.889810465,1.4155951397900737,,False,equal_positive_sizes,17,25,177
2026-09-14 12:10:00-04:00,14336,0.0,0.0,0.49086216517857145,0.009887854,1.182170923,1.4161965680837039,,False,equal_positive_sizes,24,15,242
2026-09-14 12:15:00-04:00,15613,0.0,0.0,0.5261640940242106,0.365231581,1.077354264,1.4141271300290432,,False,equal_positive_sizes,27,13,267
2026-09-14 12:20:00-04:00,11930,0.0,0.0,0.5062866722548198,0.124896617,1.270335989,1.4147940295692487,,False,equal_positive_sizes,18,22,150
2026-09-14 12:25:00-04:00,12753,0.0,0.0,0.5229357798165137,0.050062393,1.215314885,1.4161965680837039,,False,equal_positive_sizes,34,22,266
2026-09-14 12:30:00-04:00,10996,-0.5,-0.5,0.4821753364859949,0.120541426,1.306643063,1.4165978042734573,,False,unequal_sizes,24,6,173
2026-09-14 12:35:00-04:00,8826,0.0,0.0,0.5098572399728076,0.050256766,1.47877089,1.4166646990768608,,False,equal_positive_sizes,25,13,133
2026-09-14 12:40:00-04:00,9042,0.0,0.0,0.5536385755363857,0.541790134,1.301112312,1.4169992678837655,,False,equal_positive_sizes,9,7,96
2026-09-14 12:45:00-04:00,8927,-0.3333333333333333,-0.3333333333333333,0.6041223255292931,0.498595432,1.992666557,1.8867924528311542,,False,unequal_sizes,17,12,225
