strategy,symbol,start,end,shares_held,start_reference_price,end_reference_price,gross_pnl,end_fill_assumed_cost,net_increment,shares_after
context,PLTR,2026-09-14 10:15:00-04:00,2026-09-14 10:25:00-04:00,-92.0,167.4499969482422,167.02000427246094,39.559326171875,5.845700149536133,33.713626022338865,-22.0
context,PLTR,2026-09-14 10:25:00-04:00,2026-09-14 10:30:00-04:00,-22.0,167.02000427246094,167.25999450683594,-5.27978515625,3.679719879150391,-8.95950503540039,-66.0
context,PLTR,2026-09-14 10:30:00-04:00,2026-09-14 10:40:00-04:00,-66.0,167.25999450683594,168.13499450683594,-57.75,1.7654174423217774,-59.51541744232178,-45.0
context,PLTR,2026-09-14 10:40:00-04:00,2026-09-14 10:45:00-04:00,-45.0,168.13499450683594,168.82000732421875,-30.825576782226562,0.0844100036621093,-30.909986785888673,-44.0
context,PLTR,2026-09-14 10:45:00-04:00,2026-09-14 10:50:00-04:00,-44.0,168.82000732421875,169.4149932861328,-26.17938232421875,6.183647254943848,-32.3630295791626,-117.0
context,PLTR,2026-09-14 10:50:00-04:00,2026-09-14 11:00:00-04:00,-117.0,169.4149932861328,169.83999633789062,-49.72535705566406,0.0849199981689453,-49.810277053833005,-116.0
context,PLTR,2026-09-14 11:00:00-04:00,2026-09-14 11:05:00-04:00,-116.0,169.83999633789062,169.75,10.4395751953125,0.084875,10.3547001953125,-115.0
context,PLTR,2026-09-14 11:05:00-04:00,2026-09-14 11:10:00-04:00,-115.0,169.75,170.8000030517578,-120.75035095214844,1.878800033569336,-122.62915098571777,-137.0
context,PLTR,2026-09-14 11:10:00-04:00,2026-09-14 11:15:00-04:00,-137.0,170.8000030517578,171.3800048828125,-79.46025085449219,1.970870056152344,-81.43112091064454,-114.0
context,PLTR,2026-09-14 11:15:00-04:00,2026-09-14 11:20:00-04:00,-114.0,171.3800048828125,171.52499389648438,-16.52874755859375,0.0857624969482421,-16.61451005554199,-113.0
context,PLTR,2026-09-14 11:20:00-04:00,2026-09-14 11:25:00-04:00,-113.0,171.52499389648438,171.5,2.824310302734375,0.08575,2.738560302734375,-112.0
context,PLTR,2026-09-14 11:25:00-04:00,2026-09-14 11:30:00-04:00,-112.0,171.5,170.77000427246094,81.759521484375,0.0853850021362304,81.67413648223877,-111.0
context,PLTR,2026-09-14 11:30:00-04:00,2026-09-14 11:35:00-04:00,-111.0,170.77000427246094,171.82000732421875,-116.55033874511719,5.755970245361328,-122.30630899047851,-178.0
context,PLTR,2026-09-14 11:35:00-04:00,2026-09-14 11:40:00-04:00,-178.0,171.82000732421875,171.57200622558594,44.144195556640625,12.43897045135498,31.705225105285646,-33.0
context,PLTR,2026-09-14 11:40:00-04:00,2026-09-14 11:45:00-04:00,-33.0,171.57200622558594,171.79010009765625,-7.1970977783203125,1.37432080078125,-8.571418579101563,-49.0
context,PLTR,2026-09-14 11:45:00-04:00,2026-09-14 12:00:00-04:00,-49.0,171.79010009765625,171.33999633789062,22.055084228515625,0.0856699981689453,21.96941423034668,-48.0
context,PLTR,2026-09-14 12:00:00-04:00,2026-09-14 12:05:00-04:00,-48.0,171.33999633789062,171.50999450683594,-8.159912109375,1.8008549423217777,-9.960767051696777,-27.0
context,PLTR,2026-09-14 12:05:00-04:00,2026-09-14 12:10:00-04:00,-27.0,171.50999450683594,172.16000366210938,-17.550247192382812,2.3241600494384764,-19.874407241821288,0.0
context,PLTR,2026-09-14 12:10:00-04:00,2026-09-14 12:10:00-04:00,0.0,172.16000366210938,172.16000366210938,0.0,2.92672006225586,-2.92672006225586,34.0
context,PLTR,2026-09-14 12:10:00-04:00,2026-09-14 12:15:00-04:00,34.0,172.16000366210938,172.5449981689453,13.089813232421875,2.846992469787597,10.242820762634278,1.0
context,PLTR,2026-09-14 12:15:00-04:00,2026-09-14 12:20:00-04:00,1.0,172.5449981689453,173.3699951171875,0.8249969482421875,0.0866849975585937,0.7383119506835938,0.0
context,PLTR,2026-09-14 12:20:00-04:00,2026-09-14 12:25:00-04:00,0.0,173.3699951171875,173.56500244140625,0.0,7.029382598876953,-7.029382598876953,-81.0
context,PLTR,2026-09-14 12:25:00-04:00,2026-09-14 12:30:00-04:00,-81.0,173.56500244140625,173.38499450683594,14.580642700195312,0.1733849945068359,14.407257705688476,-79.0
context,PLTR,2026-09-14 12:30:00-04:00,2026-09-14 12:35:00-04:00,-79.0,173.38499450683594,173.3538055419922,2.46392822265625,0.2600307083129883,2.2038975143432618,-82.0
context,PLTR,2026-09-14 12:35:00-04:00,2026-09-14 12:45:00-04:00,-82.0,173.3538055419922,172.05499267578125,106.50265502929688,0.1720549926757812,106.33060003662109,-84.0
context,PLTR,2026-09-14 12:45:00-04:00,2026-09-14 12:50:00-04:00,-84.0,172.05499267578125,172.47000122070312,-34.8607177734375,0.8623500061035156,-35.72306777954102,-94.0
context,PLTR,2026-09-14 12:50:00-04:00,2026-09-14 12:55:00-04:00,-94.0,172.47000122070312,172.16000366210938,29.1397705078125,0.0860800018310546,29.053690505981447,-93.0
context,PLTR,2026-09-14 12:55:00-04:00,2026-09-14 13:00:00-04:00,-93.0,172.16000366210938,172.72999572753906,-53.00926208496094,3.8000599060058593,-56.809321990966794,-49.0
context,PLTR,2026-09-14 13:00:00-04:00,2026-09-14 13:05:00-04:00,-49.0,172.72999572753906,172.67999267578125,2.4501495361328125,3.021899871826172,-0.5717503356933595,-14.0
context,PLTR,2026-09-14 13:05:00-04:00,2026-09-14 13:15:00-04:00,-14.0,172.67999267578125,172.6999969482422,-0.280059814453125,0.086349998474121,-0.366409812927246,-13.0
context,PLTR,2026-09-14 13:15:00-04:00,2026-09-14 13:20:00-04:00,-13.0,172.6999969482422,172.87289428710938,-2.2476654052734375,3.8896401214599607,-6.137305526733398,-58.0
context,PLTR,2026-09-14 13:20:00-04:00,2026-09-14 13:30:00-04:00,-58.0,172.87289428710938,173.3000030517578,-24.772308349609375,0.0866500015258789,-24.858958351135254,-57.0
context,PLTR,2026-09-14 13:30:00-04:00,2026-09-14 13:40:00-04:00,-57.0,173.3000030517578,173.39999389648438,-5.6994781494140625,0.0866999969482421,-5.786178146362305,-56.0
context,PLTR,2026-09-14 13:40:00-04:00,2026-09-14 13:45:00-04:00,-56.0,173.39999389648438,173.25999450683594,7.8399658203125,3.291939895629883,4.548025924682618,-18.0
context,PLTR,2026-09-14 13:45:00-04:00,2026-09-14 13:55:00-04:00,-18.0,173.25999450683594,173.09950256347656,2.88885498046875,0.0865497512817382,2.8023052291870116,-17.0
context,PLTR,2026-09-14 13:55:00-04:00,2026-09-14 14:05:00-04:00,-17.0,173.09950256347656,173.1199951171875,-0.3483734130859375,0.0865599975585937,-0.43493341064453117,-18.0
context,PLTR,2026-09-14 14:05:00-04:00,2026-09-14 14:10:00-04:00,-18.0,173.1199951171875,173.10499572753906,0.269989013671875,0.3462099914550781,-0.07622097778320308,-22.0
context,PLTR,2026-09-14 14:10:00-04:00,2026-09-14 14:15:00-04:00,-22.0,173.10499572753906,173.0449981689453,1.3199462890625,1.6439274826049806,-0.32398119354248056,-41.0
context,PLTR,2026-09-14 14:15:00-04:00,2026-09-14 14:20:00-04:00,-41.0,173.0449981689453,172.61500549316406,17.62969970703125,0.086307502746582,17.543392204284668,-40.0
context,PLTR,2026-09-14 14:20:00-04:00,2026-09-14 14:30:00-04:00,-40.0,172.61500549316406,172.6999969482422,-3.399658203125,0.5180999908447266,-3.9177581939697266,-46.0
context,PLTR,2026-09-14 14:30:00-04:00,2026-09-14 14:35:00-04:00,-46.0,172.6999969482422,172.8699951171875,-7.819915771484375,0.2593049926757813,-8.079220764160157,-43.0
context,PLTR,2026-09-14 14:35:00-04:00,2026-09-14 14:40:00-04:00,-43.0,172.8699951171875,172.72999572753906,6.0199737548828125,0.0863649978637695,5.933608757019043,-42.0
context,PLTR,2026-09-14 14:40:00-04:00,2026-09-14 14:45:00-04:00,-42.0,172.72999572753906,173.13999938964844,-17.22015380859375,1.1254099960327149,-18.345563804626465,-29.0
context,PLTR,2026-09-14 14:45:00-04:00,2026-09-14 14:50:00-04:00,-29.0,173.13999938964844,173.11000061035156,0.869964599609375,0.0865550003051757,0.7834095993041993,-28.0
context,PLTR,2026-09-14 14:50:00-04:00,2026-09-14 15:00:00-04:00,-28.0,173.11000061035156,172.57000732421875,15.11981201171875,0.0862850036621093,15.033527008056641,-27.0
context,PLTR,2026-09-14 15:00:00-04:00,2026-09-14 15:05:00-04:00,-27.0,172.57000732421875,172.54249572753906,0.7428131103515625,0.0862712478637695,0.656541862487793,-26.0
context,PLTR,2026-09-14 15:05:00-04:00,2026-09-14 15:10:00-04:00,-26.0,172.54249572753906,172.3800048828125,4.224761962890625,0.0861900024414062,4.138571960449219,-25.0
context,PLTR,2026-09-14 15:10:00-04:00,2026-09-14 15:15:00-04:00,-25.0,172.3800048828125,172.40499877929688,-0.624847412109375,0.0862024993896484,-0.7110499114990234,-24.0
context,PLTR,2026-09-14 15:15:00-04:00,2026-09-14 15:20:00-04:00,-24.0,172.40499877929688,172.7100067138672,-7.3201904296875,2.0725200805664064,-9.392710510253906,0.0
context,NVDA,,2026-09-14 09:35:00-04:00,0.0,,209.6699981689453,0.0,16.354259857177734,-16.354259857177734,-156.0
context,NVDA,2026-09-14 09:35:00-04:00,2026-09-14 09:40:00-04:00,-156.0,209.6699981689453,209.2700042724609,62.399047851566934,7.010545143127441,55.38850270843949,-89.0
context,NVDA,2026-09-14 09:40:00-04:00,2026-09-14 09:45:00-04:00,-89.0,209.2700042724609,209.8600006103516,-52.509674072270684,4.616920013427734,-57.126594085698414,-133.0
context,NVDA,2026-09-14 09:45:00-04:00,2026-09-14 09:50:00-04:00,-133.0,209.8600006103516,211.30999755859372,-192.84959411620338,14.052114837646483,-206.90170895384986,0.0
context,NVDA,2026-09-14 09:50:00-04:00,2026-09-14 09:55:00-04:00,0.0,211.30999755859372,210.6699981689453,-0.0,16.221589859008787,-16.221589859008787,-154.0
context,NVDA,2026-09-14 09:55:00-04:00,2026-09-14 10:00:00-04:00,-154.0,210.6699981689453,210.7899932861328,-18.479248046875,1.8971099395751956,-20.376357986450195,-136.0
context,NVDA,2026-09-14 10:00:00-04:00,2026-09-14 10:05:00-04:00,-136.0,210.7899932861328,210.7700042724609,2.7185058593788654,2.0023150405883787,0.7161908187904866,-155.0
context,NVDA,2026-09-14 10:05:00-04:00,2026-09-14 10:10:00-04:00,-155.0,210.7700042724609,211.22000122070312,-69.74952697754347,7.709530044555664,-77.45905702209913,-82.0
context,NVDA,2026-09-14 10:10:00-04:00,2026-09-14 10:15:00-04:00,-82.0,211.22000122070312,211.4250030517578,-16.810150146484375,0.2114250030517578,-17.021575149536133,-84.0
context,NVDA,2026-09-14 10:15:00-04:00,2026-09-14 10:25:00-04:00,-84.0,211.4250030517578,210.2350006103516,99.96020507812261,0.1051175003051757,99.85508757781744,-83.0
context,NVDA,2026-09-14 10:25:00-04:00,2026-09-14 10:30:00-04:00,-83.0,210.2350006103516,210.4499969482422,-17.844696044919516,2.420174964904785,-20.2648710098243,-106.0
context,NVDA,2026-09-14 10:30:00-04:00,2026-09-14 10:40:00-04:00,-106.0,210.4499969482422,210.41000366210935,4.239288330081138,0.1052050018310546,4.1340833282500835,-105.0
context,NVDA,2026-09-14 10:40:00-04:00,2026-09-14 10:45:00-04:00,-105.0,210.41000366210935,210.52999877929688,-12.599487304690484,2.105299987792969,-14.704787292483452,-85.0
context,NVDA,2026-09-14 10:45:00-04:00,2026-09-14 10:50:00-04:00,-85.0,210.52999877929688,210.82000732421875,-24.650726318359375,3.056890106201172,-27.70761642456055,-56.0
context,NVDA,2026-09-14 10:50:00-04:00,2026-09-14 11:00:00-04:00,-56.0,210.82000732421875,210.4600067138672,20.1600341796875,0.1052300033569336,20.054804176330567,-55.0
context,NVDA,2026-09-14 11:00:00-04:00,2026-09-14 11:05:00-04:00,-55.0,210.4600067138672,210.34950256347656,6.077728271484375,0.1051747512817382,5.972553520202637,-54.0
context,NVDA,2026-09-14 11:05:00-04:00,2026-09-14 11:10:00-04:00,-54.0,210.34950256347656,210.8800048828125,-28.647125244140625,5.693760131835938,-34.34088537597656,0.0
context,NVDA,2026-09-14 11:10:00-04:00,2026-09-14 11:20:00-04:00,0.0,210.8800048828125,211.13999938964844,0.0,0.6334199981689453,-0.6334199981689453,-6.0
context,NVDA,2026-09-14 11:20:00-04:00,2026-09-14 11:25:00-04:00,-6.0,211.13999938964844,211.25999450683597,-0.7199707031251705,0.8450399780273438,-1.5650106811525144,-14.0
context,NVDA,2026-09-14 11:25:00-04:00,2026-09-14 11:30:00-04:00,-14.0,211.25999450683597,211.4499969482422,-2.660034179687102,0.9515249862670898,-3.611559165954192,-23.0
context,NVDA,2026-09-14 11:30:00-04:00,2026-09-14 11:35:00-04:00,-23.0,211.4499969482422,211.88999938964844,-10.12005615234375,0.1059449996948242,-10.226001152038574,-22.0
context,NVDA,2026-09-14 11:35:00-04:00,2026-09-14 11:40:00-04:00,-22.0,211.88999938964844,211.8800048828125,0.219879150390625,12.924680297851562,-12.704801147460937,-144.0
context,NVDA,2026-09-14 11:40:00-04:00,2026-09-14 11:45:00-04:00,-144.0,211.8800048828125,212.0574951171875,-25.55859375,0.84822998046875,-26.40682373046875,-152.0
context,NVDA,2026-09-14 11:45:00-04:00,2026-09-14 11:50:00-04:00,-152.0,212.0574951171875,211.7700042724609,43.69860839844182,3.811860076904297,39.886748321537524,-116.0
context,NVDA,2026-09-14 11:50:00-04:00,2026-09-14 12:05:00-04:00,-116.0,211.7700042724609,212.03289794921875,-30.495666503909547,0.1060164489746093,-30.601682952884158,-115.0
context,NVDA,2026-09-14 12:05:00-04:00,2026-09-14 12:10:00-04:00,-115.0,212.03289794921875,211.77999877929688,29.083404541015625,1.0588999938964845,28.02450454711914,-105.0
context,NVDA,2026-09-14 12:10:00-04:00,2026-09-14 12:15:00-04:00,-105.0,211.77999877929688,211.6999969482422,8.400192260742188,0.105849998474121,8.294342262268067,-104.0
context,NVDA,2026-09-14 12:15:00-04:00,2026-09-14 12:20:00-04:00,-104.0,211.6999969482422,212.13999938964844,-45.76025390625,0.954629997253418,-46.71488390350342,-113.0
context,NVDA,2026-09-14 12:20:00-04:00,2026-09-14 12:25:00-04:00,-113.0,212.13999938964844,211.94000244140625,22.599655151367188,2.9671600341796878,19.6324951171875,-141.0
context,NVDA,2026-09-14 12:25:00-04:00,2026-09-14 12:35:00-04:00,-141.0,211.94000244140625,211.6699981689453,38.07060241699219,0.1058349990844726,37.964767417907716,-140.0
context,NVDA,2026-09-14 12:35:00-04:00,2026-09-14 12:50:00-04:00,-140.0,211.6699981689453,212.268798828125,-83.83209228515625,1.061343994140625,-84.89343627929688,-130.0
context,NVDA,2026-09-14 12:50:00-04:00,2026-09-14 12:55:00-04:00,-130.0,212.268798828125,212.02999877929688,31.04400634765625,0.1060149993896484,30.937991348266603,-129.0
context,NVDA,2026-09-14 12:55:00-04:00,2026-09-14 13:00:00-04:00,-129.0,212.02999877929688,212.10989379882807,-10.306457519523917,0.106054946899414,-10.412512466423332,-128.0
context,NVDA,2026-09-14 13:00:00-04:00,2026-09-14 13:05:00-04:00,-128.0,212.10989379882807,212.1385955810547,-3.673828125007276,0.1060692977905273,-3.779897422797803,-127.0
context,NVDA,2026-09-14 13:05:00-04:00,2026-09-14 13:10:00-04:00,-127.0,212.1385955810547,212.1750030517578,-4.623748779296875,0.1060875015258789,-4.729836280822754,-126.0
context,NVDA,2026-09-14 13:10:00-04:00,2026-09-14 13:15:00-04:00,-126.0,212.1750030517578,212.07000732421875,13.229461669921875,0.1060350036621093,13.123426666259766,-125.0
context,NVDA,2026-09-14 13:15:00-04:00,2026-09-14 13:20:00-04:00,-125.0,212.07000732421875,212.0449981689453,3.1261444091796875,0.1060224990844726,3.020121910095215,-124.0
context,NVDA,2026-09-14 13:20:00-04:00,2026-09-14 13:25:00-04:00,-124.0,212.0449981689453,212.3500061035156,-37.820983886715226,0.1061750030517578,-37.927158889766986,-123.0
context,NVDA,2026-09-14 13:25:00-04:00,2026-09-14 13:30:00-04:00,-123.0,212.3500061035156,212.58999633789065,-29.51879882813199,0.9566549835205078,-30.4754538116525,-132.0
context,NVDA,2026-09-14 13:30:00-04:00,2026-09-14 13:35:00-04:00,-132.0,212.58999633789065,212.4199981689453,22.439758300785,0.6372599945068359,21.802498306278167,-138.0
context,NVDA,2026-09-14 13:35:00-04:00,2026-09-14 13:40:00-04:00,-138.0,212.4199981689453,212.4600067138672,-5.52117919921875,0.531150016784668,-6.052329216003418,-143.0
context,NVDA,2026-09-14 13:40:00-04:00,2026-09-14 13:55:00-04:00,-143.0,212.4600067138672,212.52999877929688,-10.008865356445312,0.956384994506836,-10.965250350952148,-152.0
context,NVDA,2026-09-14 13:55:00-04:00,2026-09-14 14:00:00-04:00,-152.0,212.52999877929688,212.4199981689453,16.7200927734375,0.4248399963378906,16.29525277709961,-148.0
context,NVDA,2026-09-14 14:00:00-04:00,2026-09-14 14:10:00-04:00,-148.0,212.4199981689453,212.5399932861328,-17.75927734375,0.1062699966430664,-17.865547340393068,-147.0
context,NVDA,2026-09-14 14:10:00-04:00,2026-09-14 14:15:00-04:00,-147.0,212.5399932861328,212.4600067138672,11.758026123046875,0.531150016784668,11.226876106262207,-152.0
context,NVDA,2026-09-14 14:15:00-04:00,2026-09-14 14:30:00-04:00,-152.0,212.4600067138672,212.1100006103516,53.20092773437068,0.1060550003051757,53.094872734065504,-153.0
context,NVDA,2026-09-14 14:30:00-04:00,2026-09-14 14:35:00-04:00,-153.0,212.1100006103516,212.27999877929688,-26.009719848628464,0.1061399993896484,-26.11585984801811,-152.0
context,NVDA,2026-09-14 14:35:00-04:00,2026-09-14 14:55:00-04:00,-152.0,212.27999877929688,212.33999633789065,-9.11962890625432,1.5925499725341796,-10.7121788787885,-137.0
context,NVDA,2026-09-14 14:55:00-04:00,2026-09-14 15:00:00-04:00,-137.0,212.33999633789065,212.57000732421875,-31.51150512694923,0.1062850036621093,-31.61779013061134,-136.0
context,NVDA,2026-09-14 15:00:00-04:00,2026-09-14 15:05:00-04:00,-136.0,212.57000732421875,212.58999633789065,-2.7185058593788654,0.1062949981689453,-2.8248008575478107,-135.0
context,NVDA,2026-09-14 15:05:00-04:00,2026-09-14 15:10:00-04:00,-135.0,212.58999633789065,212.4199981689453,22.949752807621024,2.230409980773926,20.719342826847097,-114.0
context,NVDA,2026-09-14 15:10:00-04:00,2026-09-14 15:15:00-04:00,-114.0,212.4199981689453,212.2700042724609,17.09930419922199,8.596935173034668,8.502369026187322,-33.0
context,NVDA,2026-09-14 15:15:00-04:00,2026-09-14 15:20:00-04:00,-33.0,212.2700042724609,212.2700042724609,-0.0,0.1061350021362304,-0.1061350021362304,-32.0
context,NVDA,2026-09-14 15:20:00-04:00,2026-09-14 15:30:00-04:00,-32.0,212.2700042724609,212.1000061035156,5.43994140625,6.150900177001953,-0.7109587707519527,-90.0
context,NVDA,2026-09-14 15:30:00-04:00,2026-09-14 15:35:00-04:00,-90.0,212.1000061035156,211.7935028076172,27.585296630856817,6.671495338439941,20.913801292416878,-27.0
context,NVDA,2026-09-14 15:35:00-04:00,2026-09-14 15:45:00-04:00,-27.0,211.7935028076172,212.0749969482422,-7.600341796875,0.1060374984741211,-7.706379295349121,-26.0
context,NVDA,2026-09-14 15:45:00-04:00,2026-09-14 15:55:00-04:00,-26.0,212.0749969482422,211.7100067138672,9.48974609375,2.7522300872802736,6.737516006469726,0.0
context,SNDK,,2026-09-14 09:45:00-04:00,0.0,,1518.7099609375,0.0,7.5935498046875,-7.5935498046875,10.0
context,SNDK,2026-09-14 09:45:00-04:00,2026-09-14 09:50:00-04:00,10.0,1518.7099609375,1546.699951171875,279.89990234375,6.960149780273437,272.9397525634766,19.0
context,SNDK,2026-09-14 09:50:00-04:00,2026-09-14 09:55:00-04:00,19.0,1546.699951171875,1524.7900390625,-416.288330078125,12.1983203125,-428.486650390625,3.0
context,SNDK,2026-09-14 09:55:00-04:00,2026-09-14 10:00:00-04:00,3.0,1524.7900390625,1532.0899658203125,21.8997802734375,5.362314880371094,16.537465393066405,10.0
context,SNDK,2026-09-14 10:00:00-04:00,2026-09-14 10:05:00-04:00,10.0,1532.0899658203125,1545.6500244140625,135.6005859375,2.3184750366210936,133.2821109008789,7.0
context,SNDK,2026-09-14 10:05:00-04:00,2026-09-14 10:30:00-04:00,7.0,1545.6500244140625,1556.3699951171875,75.039794921875,0.7781849975585937,74.2616099243164,6.0
context,SNDK,2026-09-14 10:30:00-04:00,2026-09-14 10:35:00-04:00,6.0,1556.3699951171875,1553.39501953125,-17.849853515625,0.776697509765625,-18.626551025390626,7.0
context,SNDK,2026-09-14 10:35:00-04:00,2026-09-14 10:40:00-04:00,7.0,1553.39501953125,1548.9599609375,-31.04541015625,1.5489599609375,-32.5943701171875,9.0
context,SNDK,2026-09-14 10:40:00-04:00,2026-09-14 10:45:00-04:00,9.0,1548.9599609375,1555.6650390625,60.345703125,2.33349755859375,58.01220556640625,12.0
context,SNDK,2026-09-14 10:45:00-04:00,2026-09-14 10:50:00-04:00,12.0,1555.6650390625,1546.630126953125,-108.4189453125,3.866575317382813,-112.28552062988281,7.0
context,SNDK,2026-09-14 10:50:00-04:00,2026-09-14 10:55:00-04:00,7.0,1546.630126953125,1540.5574951171875,-42.5084228515625,0.7702787475585937,-43.27870159912109,8.0
context,SNDK,2026-09-14 10:55:00-04:00,2026-09-14 11:10:00-04:00,8.0,1540.5574951171875,1532.989990234375,-60.5400390625,3.832474975585937,-64.37251403808594,13.0
context,SNDK,2026-09-14 11:10:00-04:00,2026-09-14 11:15:00-04:00,13.0,1532.989990234375,1532.1400146484375,-11.0496826171875,1.5321400146484374,-12.581822631835937,15.0
context,SNDK,2026-09-14 11:15:00-04:00,2026-09-14 11:20:00-04:00,15.0,1532.1400146484375,1531.5999755859375,-8.1005859375,0.7657999877929688,-8.866385925292969,14.0
context,SNDK,2026-09-14 11:20:00-04:00,2026-09-14 11:25:00-04:00,14.0,1531.5999755859375,1529.8199462890625,-24.92041015625,0.7649099731445312,-25.68532012939453,13.0
context,SNDK,2026-09-14 11:25:00-04:00,2026-09-14 11:30:00-04:00,13.0,1529.8199462890625,1540.5,138.8406982421875,0.77025,138.0704482421875,12.0
context,SNDK,2026-09-14 11:30:00-04:00,2026-09-14 11:35:00-04:00,12.0,1540.5,1549.030029296875,102.3603515625,5.421605102539062,96.93874645996094,5.0
context,SNDK,2026-09-14 11:35:00-04:00,2026-09-14 11:40:00-04:00,5.0,1549.030029296875,1542.5899658203125,-32.2003173828125,0.7712949829101563,-32.971612365722656,4.0
context,SNDK,2026-09-14 11:40:00-04:00,2026-09-14 11:45:00-04:00,4.0,1542.5899658203125,1543.18505859375,2.38037109375,2.314777587890625,0.06559350585937507,1.0
context,SNDK,2026-09-14 11:45:00-04:00,2026-09-14 11:50:00-04:00,1.0,1543.18505859375,1533.4649658203125,-9.7200927734375,4.600394897460937,-14.320487670898437,7.0
context,SNDK,2026-09-14 11:50:00-04:00,2026-09-14 12:00:00-04:00,7.0,1533.4649658203125,1535.2239990234375,12.313232421875,0.7676119995117188,11.545620422363282,6.0
context,SNDK,2026-09-14 12:00:00-04:00,2026-09-14 12:20:00-04:00,6.0,1535.2239990234375,1544.4000244140625,55.05615234375,4.633200073242188,50.422952270507814,0.0
context,SNDK,2026-09-14 12:20:00-04:00,2026-09-14 13:05:00-04:00,0.0,1544.4000244140625,1559.0,0.0,3.118,-3.118,4.0
context,SNDK,2026-09-14 13:05:00-04:00,2026-09-14 13:30:00-04:00,4.0,1559.0,1571.199951171875,48.7998046875,0.7855999755859375,48.01420471191406,3.0
context,SNDK,2026-09-14 13:30:00-04:00,2026-09-14 13:35:00-04:00,3.0,1571.199951171875,1568.8699951171875,-6.9898681640625,0.7844349975585938,-7.774303161621094,2.0
context,SNDK,2026-09-14 13:35:00-04:00,2026-09-14 13:45:00-04:00,2.0,1568.8699951171875,1572.3299560546875,6.919921875,3.144659912109375,3.775261962890625,6.0
context,SNDK,2026-09-14 13:45:00-04:00,2026-09-14 13:55:00-04:00,6.0,1572.3299560546875,1577.6700439453125,32.04052734375,0.7888350219726562,31.251692321777345,5.0
context,SNDK,2026-09-14 13:55:00-04:00,2026-09-14 14:00:00-04:00,5.0,1577.6700439453125,1578.5250244140625,4.27490234375,0.7892625122070313,3.4856398315429686,6.0
context,SNDK,2026-09-14 14:00:00-04:00,2026-09-14 14:10:00-04:00,6.0,1578.5250244140625,1578.52001953125,-0.030029296875,0.789260009765625,-0.819289306640625,5.0
context,SNDK,2026-09-14 14:10:00-04:00,2026-09-14 14:15:00-04:00,5.0,1578.52001953125,1572.81005859375,-28.5498046875,2.359215087890625,-30.909019775390625,2.0
context,SNDK,2026-09-14 14:15:00-04:00,2026-09-14 14:45:00-04:00,2.0,1572.81005859375,1563.9949951171875,-17.630126953125,0.7819974975585937,-18.412124450683592,1.0
context,SNDK,2026-09-14 14:45:00-04:00,2026-09-14 14:50:00-04:00,1.0,1563.9949951171875,1563.929931640625,-0.0650634765625,0.7819649658203125,-0.8470284423828125,0.0
context,SNDK,2026-09-14 14:50:00-04:00,2026-09-14 14:50:00-04:00,0.0,1563.929931640625,1563.929931640625,0.0,1.563929931640625,-1.563929931640625,-2.0
context,SNDK,2026-09-14 14:50:00-04:00,2026-09-14 15:00:00-04:00,-2.0,1563.929931640625,1564.3199462890625,-0.780029296875,2.3464799194335937,-3.1265092163085937,-5.0
context,SNDK,2026-09-14 15:00:00-04:00,2026-09-14 15:05:00-04:00,-5.0,1564.3199462890625,1564.5550537109375,-1.175537109375,0.7822775268554687,-1.9578146362304687,-4.0
context,SNDK,2026-09-14 15:05:00-04:00,2026-09-14 15:10:00-04:00,-4.0,1564.5550537109375,1561.8499755859375,10.8203125,2.3427749633789063,8.477537536621094,-7.0
context,SNDK,2026-09-14 15:10:00-04:00,2026-09-14 15:15:00-04:00,-7.0,1561.8499755859375,1558.530029296875,23.2396240234375,3.896325073242188,19.34329895019531,-12.0
context,SNDK,2026-09-14 15:15:00-04:00,2026-09-14 15:20:00-04:00,-12.0,1558.530029296875,1562.1300048828125,-43.19970703125,0.7810650024414062,-43.98077203369141,-11.0
context,SNDK,2026-09-14 15:20:00-04:00,2026-09-14 15:30:00-04:00,-11.0,1562.1300048828125,1558.9200439453125,35.3095703125,3.117840087890625,32.19173022460937,-7.0
context,SNDK,2026-09-14 15:30:00-04:00,2026-09-14 15:35:00-04:00,-7.0,1558.9200439453125,1559.010009765625,-0.6297607421875,1.559010009765625,-2.188770751953125,-9.0
context,SNDK,2026-09-14 15:35:00-04:00,2026-09-14 15:45:00-04:00,-9.0,1559.010009765625,1563.81005859375,-43.200439453125,1.56381005859375,-44.76424951171875,-7.0
context,SNDK,2026-09-14 15:45:00-04:00,2026-09-14 15:55:00-04:00,-7.0,1563.81005859375,1553.010009765625,75.600341796875,5.435535034179687,70.1648067626953,0.0
hold,SNDK,,2026-09-14 09:30:00-04:00,0.0,,1521.5250244140625,0.0,5.325337585449219,-5.325337585449219,7.0
hold,SNDK,2026-09-14 09:30:00-04:00,2026-09-14 15:55:00-04:00,7.0,1521.5250244140625,1553.010009765625,220.3948974609375,5.435535034179687,214.95936242675782,0.0
hold,TSLA,,2026-09-14 09:30:00-04:00,0.0,,359.95001220703125,0.0,5.579225189208985,-5.579225189208985,31.0
hold,TSLA,2026-09-14 09:30:00-04:00,2026-09-14 15:55:00-04:00,31.0,359.95001220703125,359.4100036621094,-16.740264892578125,5.570855056762695,-22.31111994934082,0.0
hold,PLTR,,2026-09-14 09:30:00-04:00,0.0,,169.6999969482422,0.0,5.515249900817871,-5.515249900817871,65.0
